deletionDate|PersonId|CommentId
2012-12-09T01:21:53.639+00:00|32985348833485|1168231506950
2012-12-09T02:06:07.166+00:00|42|1168231321296
2012-12-09T02:46:46.231+00:00|1355|1168231302373
2012-12-09T03:09:41.550+00:00|28587302322307|1168231385928
2012-12-09T06:10:48.141+00:00|17592186045813|1168231470329
2012-12-09T06:32:00.302+00:00|26388279067210|1168231145252
2012-12-09T07:02:35.019+00:00|24189255811326|1168231263742
2012-12-09T07:55:02.391+00:00|42|1168231127810
2012-12-09T07:55:57.713+00:00|28587302322464|1168231473835
2012-12-09T08:32:55.524+00:00|4398046512107|1168231302387
2012-12-09T16:38:44.347+00:00|1582|1168231236734
2012-12-09T16:41:53.202+00:00|15393162789340|1168231320409
2012-12-09T16:45:17.889+00:00|8796093022865|1168231380047
2012-12-09T21:34:36.580+00:00|24189255811326|1168231173613
