creationDate|id|imageFile|locationIP|browserUsed|language|content|length|CreatorPersonId|ContainerForumId|LocationCountryId
2012-12-09T00:17:02.229+00:00|1168231453968||49.156.156.55|Safari|pa|About John Edward Gray, luded comprehensive discussions of animal groups as well as descriptio|94|17592186045211|1099511641502|0
2012-12-09T00:32:57.802+00:00|1168231485727|photo1168231485727.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:32:58.802+00:00|1168231485728|photo1168231485728.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:32:59.802+00:00|1168231485729|photo1168231485729.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:33:00.802+00:00|1168231485730|photo1168231485730.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:33:01.802+00:00|1168231485731|photo1168231485731.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:33:02.802+00:00|1168231485732|photo1168231485732.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:33:03.802+00:00|1168231485733|photo1168231485733.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:33:04.802+00:00|1168231485734|photo1168231485734.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:33:05.802+00:00|1168231485735|photo1168231485735.jpg|41.223.30.37|Internet Explorer|||0|26388279068275|1168231119778|68
2012-12-09T00:35:48.362+00:00|1168231348242||61.95.253.122|Firefox|en|About Solomon,  according to the Talmud one of the 48 prophets, is identified as the son of Dav|95|15393162789106|755914253194|0
2012-12-09T00:37:53.734+00:00|1168231508525|photo1168231508525.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:37:54.734+00:00|1168231508526|photo1168231508526.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:37:55.734+00:00|1168231508527|photo1168231508527.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:37:56.734+00:00|1168231508528|photo1168231508528.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:37:57.734+00:00|1168231508529|photo1168231508529.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:37:58.734+00:00|1168231508530|photo1168231508530.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:37:59.734+00:00|1168231508531|photo1168231508531.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:38:00.734+00:00|1168231508532|photo1168231508532.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:38:01.734+00:00|1168231508533|photo1168231508533.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:38:02.734+00:00|1168231508534|photo1168231508534.jpg|24.72.152.125|Firefox|||0|37383395344866|1168231121224|57
2012-12-09T00:46:29.812+00:00|1168231496992|photo1168231496992.jpg|196.1.135.241|Internet Explorer|||0|30786325577740|1168231120317|71
2012-12-09T00:46:30.812+00:00|1168231496993|photo1168231496993.jpg|196.1.135.241|Internet Explorer|||0|30786325577740|1168231120317|71
2012-12-09T00:46:31.812+00:00|1168231496994|photo1168231496994.jpg|196.1.135.241|Internet Explorer|||0|30786325577740|1168231120317|71
2012-12-09T00:46:32.812+00:00|1168231496995|photo1168231496995.jpg|196.1.135.241|Internet Explorer|||0|30786325577740|1168231120317|71
2012-12-09T00:46:33.812+00:00|1168231496996|photo1168231496996.jpg|196.1.135.241|Internet Explorer|||0|30786325577740|1168231120317|71
2012-12-09T00:46:34.812+00:00|1168231496997|photo1168231496997.jpg|196.1.135.241|Internet Explorer|||0|30786325577740|1168231120317|71
2012-12-09T00:53:08.934+00:00|1168231377027||1.203.198.207|Firefox|en|About Pope John Paul II, nsecrated a large number of the world's past and current bishops, and ordain|101|26388279068209|893353207796|1
2012-12-09T00:53:50.187+00:00|1168231380175||196.1.93.107|Chrome|en|About Sergei Eisenstein, 25) and October (1927), as well as the historical epics Alexand|88|15393162789887|1099511638117|96
2012-12-09T01:45:34.520+00:00|1168231493753||109.200.162.181|Internet Explorer|en|About Ho Chi Minh, ptured by the communists on 30 April 1975, bringing an end to the War with its enemy's victory. Vi|117|26388279067210|1099511643399|109
2012-12-09T01:48:14.731+00:00|1168231315211||143.108.178.52|Chrome|ha|About Bertolt Brecht, tor. An influential theatre practitioner of the 20th century, Brecht made equally significant c|117|10995116278390|343597391680|49
2012-12-09T02:14:58.270+00:00|1168231418596||49.156.111.104|Firefox|en|About Hamid Karzai, ng office on 7 December 2004. He became a dominant political figure after the removal of the Taliban regime in late 2001. Duri|146|17592186045627|549755825995|0
2012-12-09T02:34:20.445+00:00|1168231493481||195.20.151.175|Internet Explorer|ro|About Percy Bysshe Shelley,  or four generations of poets, including important Victorian an|91|4398046512233|893353213180|13
2012-12-09T02:36:27.092+00:00|1168231473354||1.113.8.81|Firefox|pl|About Friedrich Nietzsche,  sister Elisabeth Förster-Nietzsche, acted as curator and editor of Nietzsche's manuscripts duri|123|28587302322307|824633735445|52
2012-12-09T02:58:28.034+00:00|1168231391618|photo1168231391618.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:29.034+00:00|1168231391619|photo1168231391619.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:30.034+00:00|1168231391620|photo1168231391620.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:31.034+00:00|1168231391621|photo1168231391621.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:32.034+00:00|1168231391622|photo1168231391622.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:33.034+00:00|1168231391623|photo1168231391623.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:34.034+00:00|1168231391624|photo1168231391624.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:35.034+00:00|1168231391625|photo1168231391625.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:36.034+00:00|1168231391626|photo1168231391626.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:37.034+00:00|1168231391627|photo1168231391627.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:38.034+00:00|1168231391628|photo1168231391628.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:39.034+00:00|1168231391629|photo1168231391629.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:40.034+00:00|1168231391630|photo1168231391630.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:41.034+00:00|1168231391631|photo1168231391631.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T02:58:42.034+00:00|1168231391632|photo1168231391632.jpg|31.15.21.64|Firefox|||0|15393162789824|1168231115452|56
2012-12-09T03:08:42.068+00:00|1168231108745|photo1168231108745.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:43.068+00:00|1168231108746|photo1168231108746.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:44.068+00:00|1168231108747|photo1168231108747.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:45.068+00:00|1168231108748|photo1168231108748.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:46.068+00:00|1168231108749|photo1168231108749.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:47.068+00:00|1168231108750|photo1168231108750.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:48.068+00:00|1168231108751|photo1168231108751.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:49.068+00:00|1168231108752|photo1168231108752.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:50.068+00:00|1168231108753|photo1168231108753.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:51.068+00:00|1168231108754|photo1168231108754.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:52.068+00:00|1168231108755|photo1168231108755.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:53.068+00:00|1168231108756|photo1168231108756.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:54.068+00:00|1168231108757|photo1168231108757.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:55.068+00:00|1168231108758|photo1168231108758.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:56.068+00:00|1168231108759|photo1168231108759.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:57.068+00:00|1168231108760|photo1168231108760.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:58.068+00:00|1168231108761|photo1168231108761.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:08:59.068+00:00|1168231108762|photo1168231108762.jpg|27.54.75.46|Firefox|||0|435|1168231104775|1
2012-12-09T03:29:11.685+00:00|1168231494408||27.126.173.25|Internet Explorer|en|About Ho Chi Minh, t Intelligence Unit and ECA International, Ho Chi Minh City is ranked 132 on the list of|107|1403|1030792166665|52
2012-12-09T03:34:09.982+00:00|1168231302112||190.108.133.151|Chrome|en|About Anton Corbijn, or almost 3 decades. Some of his works include music videos for Depeche Mode's Enjoy the Sile|114|2199023256031|343597391095|69
2012-12-09T03:55:16.595+00:00|1168231495373||31.216.154.26|Chrome|de|About Maria Theresa, Habsburg. She was the sovereign of AustrAbout Charlemagne, l Iberian cities in return for giving|118|28587302323389|893353213257|81
2012-12-09T04:06:46.303+00:00|1168231493025|photo1168231493025.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:47.303+00:00|1168231493026|photo1168231493026.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:48.303+00:00|1168231493027|photo1168231493027.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:49.303+00:00|1168231493028|photo1168231493028.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:50.303+00:00|1168231493029|photo1168231493029.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:51.303+00:00|1168231493030|photo1168231493030.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:52.303+00:00|1168231493031|photo1168231493031.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:53.303+00:00|1168231493032|photo1168231493032.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:54.303+00:00|1168231493033|photo1168231493033.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:55.303+00:00|1168231493034|photo1168231493034.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:56.303+00:00|1168231493035|photo1168231493035.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:06:57.303+00:00|1168231493036|photo1168231493036.jpg|41.138.47.146|Chrome|||0|28587302323163|1168231120114|90
2012-12-09T04:08:55.801+00:00|1168231500161|photo1168231500161.jpg|27.109.114.212|Chrome|||0|30786325578706|1168231120548|67
2012-12-09T04:08:56.801+00:00|1168231500162|photo1168231500162.jpg|27.109.114.212|Chrome|||0|30786325578706|1168231120548|67
2012-12-09T04:08:57.801+00:00|1168231500163|photo1168231500163.jpg|27.109.114.212|Chrome|||0|30786325578706|1168231120548|67
2012-12-09T04:08:58.801+00:00|1168231500164|photo1168231500164.jpg|95.128.68.154|Chrome|||0|30786325578706|1168231120548|63
