deletionDate|Person1Id|Person2Id
2012-12-06T00:03:58.801+00:00|910|32985348833955
2012-12-06T05:35:31.086+00:00|10995116278624|17592186045817
2012-12-06T05:48:42.724+00:00|30786325578736|37383395345707
2012-12-06T09:19:51.629+00:00|21990232556130|24189255812681
2012-12-06T10:08:51.415+00:00|4398046512623|32985348834665
2012-12-06T10:14:25.734+00:00|8796093023536|28587302323209
2012-12-06T10:33:17.238+00:00|24189255811433|28587302323330
2012-12-06T10:40:31.066+00:00|1204|24189255812574
2012-12-06T13:01:52.992+00:00|8796093023802|13194139534942
2012-12-06T15:42:03.483+00:00|21990232557164|35184372090106
2012-12-06T17:15:35.681+00:00|13194139534524|35184372089895
2012-12-06T18:00:23.815+00:00|13194139534663|37383395346041
2012-12-06T18:32:33.217+00:00|756|1425
2012-12-06T18:34:43.597+00:00|2199023256031|17592186045677
2012-12-06T18:34:56.241+00:00|15393162790285|32985348834242
2012-12-06T20:55:10.494+00:00|13194139534942|15393162790399
2012-12-06T23:30:27.088+00:00|910|28587302323163
