creationDate|ForumId|PersonId
2012-12-21T00:03:36.978+00:00|68719479576|17592186045813
2012-12-21T00:03:36.978+00:00|549755826100|2199023256657
2012-12-21T00:04:28.837+00:00|893353213169|37383395344931
2012-12-21T00:04:28.837+00:00|1168231121230|28587302323163
2012-12-21T00:11:28.537+00:00|1168231120991|910
2012-12-21T00:11:28.537+00:00|1168231120991|10995116278132
2012-12-21T00:11:28.537+00:00|1168231120991|10995116279037
2012-12-21T00:11:28.537+00:00|1168231120991|19791209300224
2012-12-21T00:11:28.537+00:00|1168231120991|24189255812726
2012-12-21T00:11:28.537+00:00|1168231120991|26388279067426
2012-12-21T00:11:28.537+00:00|1168231120991|28587302322297
2012-12-21T00:11:28.537+00:00|1168231120991|30786325579172
2012-12-21T00:11:47.871+00:00|412316869899|21990232556792
2012-12-21T00:11:47.871+00:00|687194781069|13194139533727
2012-12-21T00:14:01.413+00:00|962072689786|28587302323559
2012-12-21T00:24:51.562+00:00|481036348585|26388279066641
2012-12-21T00:24:51.562+00:00|824633735595|15393162790417
2012-12-21T00:30:13.535+00:00|962072690132|37383395345882
2012-12-21T00:30:13.535+00:00|1168231121309|30786325577944
2012-12-21T00:33:25.519+00:00|412316867830|37383395345203
2012-12-21T00:43:45.100+00:00|893353204083|37383395344954
2012-12-21T00:52:38.462+00:00|1099511643387|6597069766793
2012-12-21T01:06:54.371+00:00|1030792166653|19791209300164
2012-12-21T01:08:37.616+00:00|1099511628487|15393162789041
2012-12-21T01:13:29.436+00:00|549755825972|30786325578177
2012-12-21T01:13:29.436+00:00|962072690185|17592186045577
2012-12-21T01:14:06.594+00:00|137438957133|26388279067773
2012-12-21T01:14:06.594+00:00|824633735966|4398046511348
2012-12-21T01:17:43.212+00:00|893353205508|32985348834871
2012-12-21T01:23:33.057+00:00|618475297592|30786325578931
2012-12-21T01:35:09.944+00:00|1168231121178|26388279066632
2012-12-21T01:41:26.768+00:00|687194780582|32985348833688
2012-12-21T01:41:26.768+00:00|1030792167314|21990232556130
2012-12-21T01:48:19.406+00:00|1099511644315|35184372090346
2012-12-21T01:48:19.406+00:00|1099511644414|35184372089362
2012-12-21T01:49:49.859+00:00|1168231107309|35184372089332
2012-12-21T01:49:49.916+00:00|1099511642313|37383395345239
2012-12-21T01:50:39.062+00:00|1099511644391|910
2012-12-21T01:58:12.762+00:00|618475303053|37383395344977
2012-12-21T01:58:12.762+00:00|1168231121236|19791209300164
2012-12-21T02:00:32.982+00:00|687194780749|32985348834010
2012-12-21T02:00:32.982+00:00|1030792167373|21990232556290
2012-12-21T02:01:03.939+00:00|343597392605|28587302323099
2012-12-21T02:01:03.939+00:00|893353213158|10995116278952
2012-12-21T02:05:47.768+00:00|68719479964|8796093023573
2012-12-21T02:05:47.768+00:00|274877914646|2199023256981
2012-12-21T02:15:09.181+00:00|1168231121285|32985348834959
2012-12-21T02:17:44.519+00:00|1030792167332|37383395345473
2012-12-21T02:17:44.519+00:00|1168231121275|32985348833746
2012-12-21T02:24:32.576+00:00|137438957265|30786325578527
2012-12-21T02:24:32.576+00:00|962072690294|4398046511458
2012-12-21T02:25:50.572+00:00|1168231120830|4398046512770
2012-12-21T02:27:42.311+00:00|1099511642390|28587302323263
2012-12-21T02:48:22.262+00:00|618475291000|32985348834072
2012-12-21T02:48:32.353+00:00|412316870031|37383395345628
2012-12-21T02:48:32.353+00:00|1168231121290|13194139534169
2012-12-21T02:52:26.906+00:00|1030792167290|37383395346069
2012-12-21T02:52:26.906+00:00|1168231121325|32985348833584
2012-12-21T03:03:29.859+00:00|1030792161382|26388279066936
2012-12-21T03:04:14.789+00:00|1168231106194|4398046511304
2012-12-21T03:04:14.789+00:00|1168231106194|13194139534936
2012-12-21T03:04:14.789+00:00|1168231106194|17592186045847
2012-12-21T03:04:14.789+00:00|1168231106194|19791209300191
2012-12-21T03:04:14.789+00:00|1168231106194|26388279067663
2012-12-21T03:04:14.789+00:00|1168231106194|28587302323795
2012-12-21T03:04:14.789+00:00|1168231106194|30786325577918
2012-12-21T03:04:14.789+00:00|1168231106194|35184372088985
2012-12-21T03:04:14.789+00:00|1168231106194|37383395345707
2012-12-21T03:12:59.388+00:00|206158435860|30786325579250
2012-12-21T03:12:59.388+00:00|962072690467|6597069766982
2012-12-21T03:13:10.813+00:00|1099511633434|28587302322180
2012-12-21T03:26:33.720+00:00|68719478518|15393162790417
2012-12-21T03:26:33.720+00:00|481036348585|2199023255686
2012-12-21T03:26:50.986+00:00|274877914169|37383395344633
2012-12-21T03:26:50.986+00:00|1168231121209|8796093022948
2012-12-21T03:30:46.527+00:00|755914258572|35184372090482
2012-12-21T03:30:46.527+00:00|1099511644437|24189255812167
2012-12-21T03:42:24.626+00:00|549755822134|37383395345078
2012-12-21T03:48:01.919+00:00|343597392635|35184372089668
2012-12-21T03:48:01.919+00:00|1099511644343|10995116279024
2012-12-21T03:54:30.790+00:00|893353212523|37383395345222
2012-12-21T03:57:37.725+00:00|893353211744|30786325578527
2012-12-21T04:05:29.268+00:00|1168231119902|555
2012-12-21T04:05:29.268+00:00|1168231119902|1223
2012-12-21T04:05:29.268+00:00|1168231119902|6597069767996
2012-12-21T04:05:29.268+00:00|1168231119902|10995116277805
2012-12-21T04:05:29.268+00:00|1168231119902|13194139534663
2012-12-21T04:05:29.268+00:00|1168231119902|17592186044826
2012-12-21T04:05:29.268+00:00|1168231119902|19791209300224
2012-12-21T04:05:29.268+00:00|1168231119902|19791209300227
2012-12-21T04:05:29.268+00:00|1168231119902|24189255811142
2012-12-21T04:05:29.268+00:00|1168231119902|24189255812512
2012-12-21T04:05:29.268+00:00|1168231119902|28587302322767
2012-12-21T04:05:29.268+00:00|1168231119902|28587302323090
2012-12-21T04:05:29.268+00:00|1168231119902|28587302323163
2012-12-21T04:05:29.268+00:00|1168231119902|30786325578070
2012-12-21T04:05:29.268+00:00|1168231119902|30786325578253
2012-12-21T04:05:29.268+00:00|1168231119902|32985348833673
2012-12-21T04:11:30.030+00:00|68719480002|37383395346002
2012-12-21T04:11:30.030+00:00|1168231121317|2199023257001
2012-12-21T04:17:28.223+00:00|1168231120828|4398046512328
2012-12-21T04:17:55.184+00:00|343597392254|28587302322196
2012-12-21T04:17:55.184+00:00|893353212864|10995116278449
2012-12-21T04:19:09.025+00:00|1168231109676|1608
2012-12-21T04:19:09.025+00:00|1168231109676|2199023255862
2012-12-21T04:19:09.025+00:00|1168231109676|4398046512103
2012-12-21T04:19:09.025+00:00|1168231109676|4398046512254
2012-12-21T04:19:09.025+00:00|1168231109676|6597069768004
2012-12-21T04:19:09.025+00:00|1168231109676|6597069768129
2012-12-21T04:19:09.025+00:00|1168231109676|13194139534460
2012-12-21T04:19:09.025+00:00|1168231109676|15393162790417
2012-12-21T04:19:09.025+00:00|1168231109676|19791209301186
2012-12-21T04:19:09.025+00:00|1168231109676|19791209301322
2012-12-21T04:19:09.025+00:00|1168231109676|21990232555639
2012-12-21T04:19:09.025+00:00|1168231109676|21990232556030
2012-12-21T04:19:09.025+00:00|1168231109676|21990232556183
2012-12-21T04:19:09.025+00:00|1168231109676|21990232556610
2012-12-21T04:19:09.025+00:00|1168231109676|21990232557010
2012-12-21T04:19:09.025+00:00|1168231109676|24189255811104
2012-12-21T04:19:09.025+00:00|1168231109676|26388279067078
2012-12-21T04:19:09.025+00:00|1168231109676|26388279067773
2012-12-21T04:19:09.025+00:00|1168231109676|30786325577740
2012-12-21T04:19:09.025+00:00|1168231109676|30786325578612
2012-12-21T04:19:09.025+00:00|1168231109676|32985348833410
2012-12-21T04:19:09.025+00:00|1168231109676|37383395345524
2012-12-21T04:35:58.987+00:00|412316869647|37383395345948
2012-12-21T04:35:58.987+00:00|1168231121312|13194139533343
2012-12-21T04:37:35.760+00:00|1168231121178|37383395345203
2012-12-21T04:45:08.711+00:00|893353212973|37383395345203
2012-12-21T04:45:08.711+00:00|1168231121253|28587302322534
2012-12-21T04:50:04.887+00:00|1168231107308|24189255812066
2012-12-21T04:51:23.983+00:00|137438957886|37383395345729
2012-12-21T04:51:23.983+00:00|1168231121297|4398046512103
2012-12-21T04:57:54.482+00:00|1168231121180|8796093022572
2012-12-21T05:07:00.339+00:00|549755826036|37383395344993
2012-12-21T05:07:00.339+00:00|1168231121238|17592186045681
2012-12-21T05:13:04.843+00:00|1168231121235|1374
2012-12-21T05:14:42.660+00:00|1099511644424|37383395346041
2012-12-21T05:14:42.660+00:00|1168231121321|35184372090415
2012-12-21T05:16:17.462+00:00|40|35184372088972
2012-12-21T05:16:17.462+00:00|1099511644268|42
2012-12-21T05:18:17.383+00:00|1168231120893|28587302322885
2012-12-21T05:23:26.127+00:00|687194772566|37383395345729
2012-12-21T05:30:39.180+00:00|412316870356|26388279067001
2012-12-21T05:30:39.180+00:00|824633735675|13194139534651
2012-12-21T05:31:06.849+00:00|1168231121285|2199023256083
2012-12-21T05:43:21.039+00:00|343597392637|32985348833955
2012-12-21T05:43:21.039+00:00|1030792167365|10995116279037
2012-12-21T05:50:45.937+00:00|481036346304|37383395345973
2012-12-21T05:52:18.999+00:00|687194777325|37383395344721
2012-12-21T05:52:49.767+00:00|274877914914|19791209300812
2012-12-21T05:52:49.767+00:00|618475303326|8796093023851
2012-12-21T06:02:45.230+00:00|1161|37383395346069
2012-12-21T06:02:45.230+00:00|1168231121325|1305
2012-12-21T06:12:23.630+00:00|1099511644364|21990232555880
2012-12-21T06:12:42.390+00:00|687194781266|35184372090529
2012-12-21T06:12:42.390+00:00|1099511644453|21990232557062
2012-12-21T06:20:34.161+00:00|687194780550|37383395344579
2012-12-21T06:20:34.161+00:00|1168231121207|21990232556083
2012-12-21T06:23:38.836+00:00|1099511628489|15393162790355
2012-12-21T06:28:33.675+00:00|687194780387|37383395344993
2012-12-21T06:28:33.675+00:00|1168231121238|21990232555748
2012-12-21T06:33:03.066+00:00|1419|37383395346069
2012-12-21T06:33:03.066+00:00|1168231121325|1467
2012-12-21T06:37:32.733+00:00|1168231119740|2199023256503
2012-12-21T06:41:11.834+00:00|1168231114721|1305
2012-12-21T06:41:11.834+00:00|1168231114721|4398046511458
2012-12-21T06:41:11.834+00:00|1168231114721|4398046512388
2012-12-21T06:41:11.834+00:00|1168231114721|10995116278230
2012-12-21T06:41:11.834+00:00|1168231114721|17592186044744
2012-12-21T06:41:11.834+00:00|1168231114721|17592186045670
2012-12-21T06:41:11.834+00:00|1168231114721|24189255812167
2012-12-21T06:41:11.834+00:00|1168231114721|30786325578931
2012-12-21T06:41:11.834+00:00|1168231114721|32985348834871
2012-12-21T06:41:11.834+00:00|1168231114721|35184372090060
2012-12-21T06:41:11.834+00:00|1168231114721|35184372090311
2012-12-21T06:41:11.834+00:00|1168231114721|37383395344412
2012-12-21T06:42:14.455+00:00|481036347839|37383395345811
2012-12-21T06:42:14.455+00:00|1168231121307|15393162789466
2012-12-21T06:49:23.837+00:00|1168231121285|903
2012-12-21T07:05:30.386+00:00|1168231121235|37383395344903
2012-12-21T07:14:19.371+00:00|1099511638117|13194139533753
2012-12-21T07:15:38.715+00:00|1099511643400|32985348833491
2012-12-21T07:37:56.997+00:00|687194770805|28587302322552
2012-12-21T07:41:10.033+00:00|1168231107309|28587302322266
2012-12-21T07:44:29.393+00:00|1168231121267|28587302322876
2012-12-21T07:48:07.837+00:00|1168231121241|37383395344998
2012-12-21T07:49:52.621+00:00|618475303388|37383395345572
2012-12-21T07:49:52.621+00:00|1168231121289|19791209301104
2012-12-21T07:51:17.712+00:00|524|37383395345572
2012-12-21T07:51:17.712+00:00|1168231121289|690
2012-12-21T07:54:52.750+00:00|1030792167282|37383395345882
2012-12-21T07:54:52.750+00:00|1168231121309|32985348833559
2012-12-21T08:23:53.673+00:00|1168231121285|2199023256573
2012-12-21T08:25:08.984+00:00|206158436755|17592186045211
2012-12-21T08:25:08.984+00:00|549755825904|6597069767996
2012-12-21T08:26:41.062+00:00|1168231120937|35184372089685
2012-12-21T08:27:13.631+00:00|274877914255|37383395344648
2012-12-21T08:27:13.631+00:00|1168231121210|8796093023077
2012-12-21T08:29:24.878+00:00|1099511644447|37383395345948
2012-12-21T08:29:24.878+00:00|1168231121312|35184372090502
2012-12-21T08:47:54.290+00:00|68719478796|37383395345336
2012-12-21T08:47:54.290+00:00|1168231121264|2199023255851
2012-12-21T08:48:40.885+00:00|137438958545|37383395345264
2012-12-21T08:48:40.885+00:00|1168231121263|4398046512405
2012-12-21T08:50:34.054+00:00|1168231120893|17592186045041
2012-12-21T08:50:52.230+00:00|1168231121234|2199023256472
2012-12-21T09:00:56.362+00:00|206158436175|17592186044674
2012-12-21T09:00:56.362+00:00|549755825593|6597069767381
2012-12-21T09:06:12.657+00:00|618475291000|37383395345153
