creationDate|ForumId|PersonId
2012-10-06T19:24:50.381+00:00|0|10995116277782
2012-07-08T08:27:22.264+00:00|0|24189255811081
2012-11-25T22:45:31.004+00:00|0|26388279066668
2011-01-05T07:53:32.174+00:00|412316860417|10995116277782
2011-12-29T07:56:49.032+00:00|412316860417|24189255811081
2012-02-26T23:42:03.145+00:00|412316860417|26388279066668
2012-05-11T03:26:11.467+00:00|962072674306|10995116277782
2012-05-11T03:26:11.467+00:00|962072674306|24189255811081
2012-10-02T03:17:03.122+00:00|1099511627779|10995116277782
2012-10-02T03:17:03.122+00:00|1099511627779|24189255811081
2012-10-02T03:17:03.122+00:00|1099511627779|26388279066668
2011-03-23T03:55:08.581+00:00|481036337156|10995116277782
2011-12-29T07:56:49.032+00:00|481036337156|24189255811081
2012-02-26T23:42:03.145+00:00|481036337156|26388279066668
2012-03-31T02:07:57.639+00:00|893353197573|10995116277782
2012-03-31T02:07:57.639+00:00|893353197573|26388279066668
2010-12-24T05:25:44.086+00:00|137438953478|10995116277782
2011-12-29T07:56:49.032+00:00|137438953478|24189255811081
2012-02-26T23:42:03.145+00:00|137438953478|26388279066668
2010-12-24T05:25:44.086+00:00|343597383687|10995116277782
2012-02-26T23:42:03.145+00:00|343597383687|26388279066668
2011-02-15T10:15:21.206+00:00|412316860424|10995116277782
2012-02-26T23:42:03.145+00:00|412316860424|26388279066668
2011-05-12T23:44:12.699+00:00|549755813897|10995116277782
2012-02-26T23:42:03.145+00:00|549755813897|26388279066668
2011-12-29T07:56:49.032+00:00|687194767370|24189255811081
2012-02-26T23:42:03.145+00:00|687194767370|26388279066668
2011-07-16T12:04:36.294+00:00|618475290635|10995116277782
2011-12-29T07:56:49.032+00:00|618475290635|24189255811081
2010-12-24T05:25:44.086+00:00|68719476748|10995116277782
2011-12-29T07:56:49.032+00:00|68719476748|24189255811081
2012-02-26T23:42:03.145+00:00|68719476748|26388279066668
2010-12-24T05:25:44.086+00:00|137438953485|10995116277782
2012-02-26T23:42:03.145+00:00|137438953485|26388279066668
2010-12-24T05:25:44.086+00:00|343597383694|10995116277782
2012-02-26T23:42:03.145+00:00|343597383694|26388279066668
2012-01-11T16:16:58.151+00:00|824633720847|10995116277782
2012-03-10T06:42:11.201+00:00|893353197584|10995116277782
