deletionDate|Person1Id|Person2Id
2012-12-19T02:40:47.587+00:00|15393162789008|21990232556183
2012-12-19T06:22:37.490+00:00|30786325578526|35184372089942
2012-12-19T10:17:25.385+00:00|13194139533818|17592186044725
2012-12-19T10:57:12.791+00:00|4398046511348|4398046512445
2012-12-19T11:43:43.895+00:00|1582|24189255811431
2012-12-19T12:38:44.342+00:00|19791209300227|37383395345203
2012-12-19T14:41:12.330+00:00|13194139534949|37383395345707
2012-12-19T15:58:26.599+00:00|2199023256791|28587302323340
2012-12-19T21:54:11.856+00:00|6597069767484|37383395345948
2012-12-19T22:39:39.814+00:00|13194139534942|28587302323330
2012-12-19T23:15:56.437+00:00|13194139534610|21990232556130
