deletionDate|id
2012-11-29T04:25:53.767+00:00|1168231338152
2012-11-29T04:38:13.026+00:00|1168231430809
2012-11-29T07:41:25.112+00:00|1168231395115
2012-11-29T09:38:44.087+00:00|1168231235060
2012-11-29T09:42:05.429+00:00|1168231405360
2012-11-29T09:51:19.378+00:00|1168231122598
2012-11-29T10:47:52.510+00:00|1168231418221
2012-11-29T12:14:38.361+00:00|1168231431356
2012-11-29T12:36:28.112+00:00|1168231292611
2012-11-29T13:42:17.955+00:00|1168231313920
2012-11-29T14:46:40.223+00:00|1168231213668
2012-11-29T15:44:38.333+00:00|1168231432065
2012-11-29T15:48:58.118+00:00|1168231279629
2012-11-29T16:26:07.595+00:00|1168231356607
2012-11-29T17:14:08.239+00:00|1168231245959
2012-11-29T18:03:44.394+00:00|1168231203108
