creationDate|ForumId|TagId
2012-12-22T02:50:01.400+00:00|1168231104707|2816
2012-12-22T02:50:12.744+00:00|1168231115671|10916
2012-12-22T03:56:23.083+00:00|1168231120686|523
2012-12-22T08:10:40.134+00:00|1168231112302|799
2012-12-22T09:37:14.485+00:00|1168231118960|973
2012-12-22T09:37:18.932+00:00|1168231121286|781
2012-12-22T11:17:24.415+00:00|1168231120412|2072
2012-12-22T12:11:36.985+00:00|1168231118917|6409
2012-12-22T12:32:55.744+00:00|1168231116463|1756
2012-12-22T13:04:05.311+00:00|1168231115545|2900
2012-12-22T13:14:37.759+00:00|1168231119951|2856
2012-12-22T13:31:24.172+00:00|1168231110399|4844
2012-12-22T13:59:16.000+00:00|1168231120946|2885
2012-12-22T14:08:25.004+00:00|1168231116135|3008
2012-12-22T15:45:28.834+00:00|1168231120953|2003
2012-12-22T16:16:29.618+00:00|1168231119952|2
2012-12-22T16:20:13.228+00:00|1168231108934|2046
2012-12-22T18:20:25.907+00:00|1168231114028|8965
2012-12-22T18:33:21.507+00:00|1168231108327|2031
2012-12-22T18:42:44.169+00:00|1168231120368|1985
2012-12-22T19:13:25.925+00:00|1168231113363|422
2012-12-22T20:06:17.293+00:00|1168231116678|2033
2012-12-22T20:23:52.675+00:00|1168231116198|1419
2012-12-22T20:30:30.095+00:00|1168231116801|1863
2012-12-22T22:49:20.287+00:00|1168231118899|3114
2012-12-22T23:22:24.452+00:00|1168231108304|1184
