deletionDate|PersonId|CommentId
2012-12-01T01:02:01.903+00:00|6597069767362|1168231123590
2012-12-01T01:53:57.668+00:00|6597069767484|1168231299660
2012-12-01T02:21:03.131+00:00|35184372090311|1168231441813
2012-12-01T02:24:17.370+00:00|24189255811914|1168231222070
2012-12-01T03:27:55.308+00:00|30786325577944|1168231341976
2012-12-01T04:09:36.527+00:00|32985348833353|1168231406316
2012-12-01T04:11:43.478+00:00|35184372088856|1168231341976
2012-12-01T10:16:57.644+00:00|6597069767839|1168231463414
2012-12-01T10:30:11.390+00:00|6597069768352|1168231341976
2012-12-01T10:32:40.989+00:00|4398046512269|1168231397968
2012-12-01T11:57:54.862+00:00|24189255812681|1168231253812
2012-12-01T16:56:03.062+00:00|37383395345239|1168231117986
2012-12-01T17:43:52.950+00:00|19791209301666|1168231292838
2012-12-01T20:58:37.321+00:00|17592186045625|1168231196556
2012-12-01T21:13:53.476+00:00|455|1168231170560
