deletionDate|id
2012-12-04T01:43:57.011+00:00|1168231441764
2012-12-04T02:51:42.587+00:00|1168231473676
2012-12-04T03:57:06.812+00:00|1168231276643
2012-12-04T04:58:00.905+00:00|1168231196445
2012-12-04T05:53:05.595+00:00|1168231319019
2012-12-04T08:47:34.460+00:00|1168231463985
2012-12-04T09:59:37.458+00:00|1168231346546
2012-12-04T10:06:28.082+00:00|1168231278606
2012-12-04T10:09:48.358+00:00|1168231502456
2012-12-04T12:35:56.382+00:00|1168231365704
2012-12-04T15:16:16.754+00:00|1168231298688
2012-12-04T16:35:50.744+00:00|1168231426592
2012-12-04T17:04:21.327+00:00|1168231333138
2012-12-04T19:46:43.952+00:00|1168231321610
2012-12-04T20:37:03.982+00:00|1168231315562
2012-12-04T21:50:07.513+00:00|1168231322923
2012-12-04T23:02:08.820+00:00|1168231281723
