deletionDate|PersonId|CommentId
2012-12-07T07:27:15.096+00:00|4398046511851|1168231486912
2012-12-07T10:58:33.636+00:00|4398046511591|1168231385928
2012-12-07T11:06:18.437+00:00|35184372088856|1168231291995
2012-12-07T14:55:27.242+00:00|35184372089100|1168231123590
2012-12-07T16:51:52.320+00:00|26388279068275|1168231302387
2012-12-07T20:12:15.552+00:00|17592186044466|1168231291995
2012-12-07T21:32:02.364+00:00|32985348833719|1168231173824
2012-12-07T21:45:44.917+00:00|30786325578980|1168231343176
2012-12-07T22:28:21.800+00:00|21990232556792|1168231321296
2012-12-07T23:49:38.149+00:00|24189255811369|1168231239853
