creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-13T01:51:19.139+00:00|1168231107388|31.192.109.124|Internet Explorer|duh|3|26388279066668|56|1168231107386|
2012-12-13T03:58:23.147+00:00|1168231108507|31.185.10.92|Internet Explorer|yes|3|30786325577731|56|1168231108506|
2012-12-13T04:06:59.963+00:00|1168231108509|189.202.102.202|Firefox|no|2|6597069766702|53|1168231108506|
2012-12-13T06:55:12.398+00:00|1168231108510|31.192.109.124|Internet Explorer|great|5|26388279066668|56|1168231108506|
2012-12-13T15:17:11.124+00:00|1168231107583|46.21.0.249|Internet Explorer|good|4|37383395344394|50|1168231107580|
2012-12-13T16:26:00.258+00:00|1168231108513|91.191.192.127|Firefox|LOL|3|24189255811081|4|1168231108506|
2012-12-13T16:55:33.588+00:00|1168231108525|189.202.102.202|Firefox|yes|3|6597069766702|53|1168231108506|
2012-12-13T20:13:17.333+00:00|1168231108511|196.29.42.107|Firefox|About Jacques Chirac, ond of five years), after François MitterrandAbout Czechoslovakia,|88|2199023255594|60|1168231108506|
2012-12-13T21:25:43.901+00:00|1168231108521|31.192.132.124|Firefox|fine|4|35184372088871|56||1168231108511
2012-12-13T23:03:38.494+00:00|1168231108508|31.209.42.207|Internet Explorer|no way!|7|13194139533342|101|1168231108506|
2012-12-13T23:42:45.096+00:00|1168231108512|31.192.109.124|Internet Explorer|thx|3|26388279066668|56||1168231108511
