deletionDate|id
2012-12-07T00:46:02.116+00:00|1168231230729
2012-12-07T02:14:43.881+00:00|1168231156321
2012-12-07T02:37:13.751+00:00|1168231264008
2012-12-07T04:01:14.577+00:00|1168231261587
2012-12-07T04:11:09.232+00:00|1168231237813
2012-12-07T06:47:10.791+00:00|1168231495855
2012-12-07T07:22:58.395+00:00|1168231488447
2012-12-07T08:03:14.105+00:00|1168231326116
2012-12-07T10:36:22.876+00:00|1168231237124
2012-12-07T10:48:50.925+00:00|1168231387354
2012-12-07T10:50:37.770+00:00|1168231239095
2012-12-07T13:22:18.078+00:00|1168231299882
2012-12-07T13:42:37.701+00:00|1168231156209
2012-12-07T14:08:11.762+00:00|1168231387389
2012-12-07T15:29:57.476+00:00|1168231216763
2012-12-07T16:02:12.645+00:00|1168231188842
2012-12-07T16:12:22.580+00:00|1168231333784
2012-12-07T18:35:46.239+00:00|1168231370941
2012-12-07T18:55:05.746+00:00|1168231166737
2012-12-07T19:04:48.592+00:00|1168231196967
2012-12-07T19:23:43.558+00:00|1168231439800
2012-12-07T22:28:19.506+00:00|1168231215395
2012-12-07T22:28:58.848+00:00|1168231259871
2012-12-07T22:41:27.673+00:00|1168231263814
2012-12-07T23:09:53.551+00:00|1168231374872
2012-12-07T23:18:47.627+00:00|1168231204411
2012-12-07T23:43:22.126+00:00|1168231198617
2012-12-07T23:48:50.576+00:00|1168231404344
