creationDate|CommentId|TagId
2012-06-29T23:37:12.826+00:00|962072674680|807
2012-06-29T23:37:12.826+00:00|962072674680|975
2012-06-29T23:37:12.826+00:00|962072674680|1747
2012-06-29T23:37:12.826+00:00|962072674680|3038
2012-06-29T23:37:12.826+00:00|962072674680|7731
2012-06-29T23:37:12.826+00:00|962072674680|12408
2012-09-22T18:57:33.137+00:00|1099511628156|784
2012-09-22T18:57:33.137+00:00|1099511628156|1771
2012-09-22T18:57:33.137+00:00|1099511628156|2860
2012-09-22T18:57:33.137+00:00|1099511628156|2924
2012-09-22T18:57:33.137+00:00|1099511628156|7860
2012-09-22T23:57:40.018+00:00|1099511628158|1771
2012-09-22T23:57:40.018+00:00|1099511628158|2860
2012-09-22T23:57:40.018+00:00|1099511628158|5130
2012-09-22T23:57:40.018+00:00|1099511628158|6411
2012-09-22T23:57:40.018+00:00|1099511628158|7860
2012-09-22T23:57:40.018+00:00|1099511628158|12224
2012-09-23T01:54:27.892+00:00|1099511628161|141
2012-09-23T01:54:27.892+00:00|1099511628161|784
2012-09-23T01:54:27.892+00:00|1099511628161|1026
2012-09-23T01:54:27.892+00:00|1099511628161|1771
2012-09-23T01:54:27.892+00:00|1099511628161|1992
2012-09-23T01:54:27.892+00:00|1099511628161|2860
2012-08-18T13:19:56.770+00:00|1030792151436|13268
2012-08-19T11:20:50.560+00:00|1030792151437|9307
2012-08-19T11:20:50.560+00:00|1030792151437|13268
2012-02-09T13:25:18.042+00:00|824633721233|283
2012-02-09T13:25:18.042+00:00|824633721233|5469
2012-08-18T04:08:13.138+00:00|1030792151442|283
2012-08-18T04:08:13.138+00:00|1030792151442|7892
2012-11-12T12:38:06.363+00:00|1168231104920|540
2012-11-12T12:38:06.363+00:00|1168231104920|2049
2012-11-12T12:38:06.363+00:00|1168231104920|2065
2012-11-12T12:38:06.363+00:00|1168231104920|5163
2011-10-06T19:54:03.911+00:00|687194767770|540
2011-10-06T19:54:03.911+00:00|687194767770|810
2011-10-06T19:54:03.911+00:00|687194767770|1998
2011-10-06T19:54:03.911+00:00|687194767770|2110
2011-10-06T19:54:03.911+00:00|687194767770|11255
2012-11-12T04:04:58.401+00:00|1168231104923|540
2012-11-12T04:04:58.401+00:00|1168231104923|586
2012-11-12T04:04:58.401+00:00|1168231104923|2959
2012-02-09T14:25:54.125+00:00|824633721248|2052
2012-02-09T14:25:54.125+00:00|824633721248|2110
2012-02-09T14:25:54.125+00:00|824633721248|3088
2012-02-09T14:25:54.125+00:00|824633721248|5634
2012-02-10T10:25:25.524+00:00|824633721249|205
2012-02-10T10:25:25.524+00:00|824633721249|1985
2012-02-10T10:25:25.524+00:00|824633721249|1998
2012-02-10T10:25:25.524+00:00|824633721249|2110
2012-02-10T10:25:25.524+00:00|824633721249|7521
2012-02-09T11:18:22.498+00:00|824633721250|540
2012-02-09T11:18:22.498+00:00|824633721250|810
2012-02-09T11:18:22.498+00:00|824633721250|2110
2012-02-09T11:18:22.498+00:00|824633721250|5744
2012-02-09T11:18:22.498+00:00|824633721250|9046
2012-02-09T11:18:22.498+00:00|824633721250|9289
2012-08-18T23:34:42.064+00:00|1030792151461|413
2012-08-18T23:34:42.064+00:00|1030792151461|780
2012-08-18T23:34:42.064+00:00|1030792151461|1191
2012-08-18T23:34:42.064+00:00|1030792151461|5090
2012-08-18T23:34:42.064+00:00|1030792151461|9116
2012-08-18T23:34:42.064+00:00|1030792151461|15990
2012-08-19T18:02:46.797+00:00|1030792151463|413
2012-08-19T18:02:46.797+00:00|1030792151463|780
2012-08-19T18:02:46.797+00:00|1030792151463|1766
2012-08-19T18:02:46.797+00:00|1030792151463|2807
2012-08-19T18:02:46.797+00:00|1030792151463|3062
2012-08-19T18:02:46.797+00:00|1030792151463|5090
2012-08-19T18:02:46.797+00:00|1030792151463|15990
2012-11-12T10:59:31.218+00:00|1168231104937|283
2012-11-12T10:59:31.218+00:00|1168231104937|1191
2012-11-12T10:59:31.218+00:00|1168231104937|2030
2012-11-12T10:59:31.218+00:00|1168231104937|9302
2012-11-12T14:05:39.501+00:00|1168231104939|7555
2012-11-12T14:05:39.501+00:00|1168231104939|9147
2012-11-12T14:05:39.501+00:00|1168231104939|11459
2012-11-12T14:05:39.501+00:00|1168231104939|15377
2012-08-19T15:20:27.161+00:00|1030792151470|289
2012-08-19T15:20:27.161+00:00|1030792151470|2119
2012-08-19T15:20:27.161+00:00|1030792151470|2972
2012-11-12T16:58:00.981+00:00|1168231104943|5101
2012-11-12T16:58:00.981+00:00|1168231104943|7020
2012-11-12T16:58:00.981+00:00|1168231104943|7555
2012-11-12T16:58:00.981+00:00|1168231104943|9147
2012-11-12T16:58:00.981+00:00|1168231104943|11459
2012-11-12T16:58:00.981+00:00|1168231104943|15377
2012-11-12T14:18:34.110+00:00|1168231104944|4849
2012-11-12T14:18:34.110+00:00|1168231104944|7555
2012-11-12T14:18:34.110+00:00|1168231104944|9147
2012-11-12T14:18:34.110+00:00|1168231104944|9221
2011-06-24T05:20:02.120+00:00|549755814326|561
2011-06-24T05:20:02.120+00:00|549755814326|1502
2011-06-24T05:20:02.120+00:00|549755814326|5056
2011-06-24T05:20:02.120+00:00|549755814326|5106
2011-06-24T05:20:02.120+00:00|549755814326|9227
2011-06-24T05:20:02.120+00:00|549755814326|11774
2011-06-24T05:20:02.120+00:00|549755814326|12295
2011-06-24T02:42:39.979+00:00|549755814328|2015
2011-06-24T02:42:39.979+00:00|549755814328|5106
2011-06-24T02:42:39.979+00:00|549755814328|7017
2011-06-24T02:42:39.979+00:00|549755814328|10734
2011-06-24T02:42:39.979+00:00|549755814328|11806
2011-06-24T02:42:39.979+00:00|549755814328|12295
2012-11-13T02:48:00.661+00:00|1168231104954|2015
2012-11-13T02:48:00.661+00:00|1168231104954|2834
2012-11-13T02:48:00.661+00:00|1168231104954|5068
2012-11-13T02:48:00.661+00:00|1168231104954|5080
2012-11-13T02:48:00.661+00:00|1168231104954|11806
2011-06-24T18:33:00.933+00:00|549755814333|1502
2011-06-24T18:33:00.933+00:00|549755814333|2973
2011-06-24T18:33:00.933+00:00|549755814333|5084
2011-06-24T18:33:00.933+00:00|549755814333|5159
2011-06-24T18:33:00.933+00:00|549755814333|5502
2011-06-24T18:33:00.933+00:00|549755814333|9325
2011-06-24T18:33:00.933+00:00|549755814333|11782
2011-06-24T18:33:00.933+00:00|549755814333|12295
2011-06-24T18:33:00.933+00:00|549755814333|14098
2012-08-18T20:53:16.759+00:00|1030792151492|540
2012-08-18T20:53:16.759+00:00|1030792151492|1670
2012-08-18T20:53:16.759+00:00|1030792151492|1684
2012-08-18T20:53:16.759+00:00|1030792151492|3028
2012-08-18T20:53:16.759+00:00|1030792151492|4975
2012-08-18T20:53:16.759+00:00|1030792151492|5167
