deletionDate|id
2012-12-19T00:09:06.121+00:00|1168231424819
2012-12-19T02:02:38.604+00:00|1168231154950
2012-12-19T03:32:24.832+00:00|1168231491950
2012-12-19T07:06:04.201+00:00|1168231494519
2012-12-19T07:42:26.942+00:00|1168231109802
2012-12-19T09:33:36.460+00:00|1168231219289
2012-12-19T11:14:26.078+00:00|1168231186069
2012-12-19T12:04:02.155+00:00|1168231166352
2012-12-19T12:04:06.138+00:00|1168231166356
2012-12-19T18:20:10.720+00:00|1168231508987
2012-12-19T18:39:24.144+00:00|1168231506617
2012-12-19T18:39:27.203+00:00|1168231506620
2012-12-19T21:15:12.395+00:00|1168231422893
2012-12-19T21:15:13.463+00:00|1168231422894
2012-12-19T21:15:18.437+00:00|1168231422899
2012-12-19T21:15:25.995+00:00|1168231422906
2012-12-19T21:31:50.975+00:00|1168231498056
