deletionDate|Person1Id|Person2Id
2012-12-30T00:13:19.401+00:00|24189255811985|37383395345948
2012-12-30T00:18:13.370+00:00|24189255812554|37383395345920
2012-12-30T01:48:15.686+00:00|19791209300812|35184372089798
2012-12-30T04:15:10.829+00:00|10995116279272|37383395346069
2012-12-30T04:25:14.509+00:00|19791209300752|21990232556205
2012-12-30T06:28:04.996+00:00|21990232556617|37383395345203
2012-12-30T06:48:55.222+00:00|26388279066936|37383395344525
2012-12-30T08:51:13.587+00:00|2199023256503|37383395346041
2012-12-30T10:42:23.260+00:00|28587302323115|37383395345203
2012-12-30T11:18:38.449+00:00|15393162789081|32985348833598
2012-12-30T11:23:47.134+00:00|28587302323330|37383395345452
2012-12-30T12:23:53.261+00:00|15393162790235|37383395344865
2012-12-30T13:48:08.634+00:00|2199023256031|37383395344771
2012-12-30T14:31:35.095+00:00|6597069768323|37383395345761
2012-12-30T14:58:35.266+00:00|21990232556524|37383395344525
2012-12-30T15:32:24.682+00:00|26388279067210|37383395344721
2012-12-30T16:18:46.270+00:00|26388279067742|28587302322225
2012-12-30T16:31:30.014+00:00|30786325578202|37383395344993
2012-12-30T17:04:23.300+00:00|17592186045577|26388279068209
2012-12-30T17:41:58.005+00:00|2199023256293|32985348834072
2012-12-30T18:51:10.791+00:00|8796093023573|35184372090415
2012-12-30T18:53:12.134+00:00|35184372090060|37383395344485
2012-12-30T19:08:47.388+00:00|19791209300814|37383395344993
2012-12-30T20:52:01.268+00:00|1130|2199023257001
2012-12-30T20:55:00.001+00:00|8796093023364|15393162790417
2012-12-30T20:58:09.166+00:00|19791209300812|37383395346064
2012-12-30T21:29:42.785+00:00|35184372088985|35184372089116
2012-12-30T23:24:06.104+00:00|21990232556558|21990232557074
