deletionDate|ForumId|PersonId
2012-12-27T02:35:25.315+00:00|1168231117279|690
2012-12-27T04:55:53.183+00:00|412316861276|37383395345141
2012-12-27T05:00:15.982+00:00|1030792151418|19791209300224
2012-12-27T05:48:27.317+00:00|1099511644392|32985348834672
2012-12-27T06:09:21.431+00:00|755914253194|673
2012-12-27T06:37:59.836+00:00|1168231121234|6597069766802
2012-12-27T08:44:27.396+00:00|137438956694|107
2012-12-27T10:52:05.487+00:00|1168231121242|17592186045681
2012-12-27T13:06:02.620+00:00|1030792165994|13194139534789
2012-12-27T13:45:33.711+00:00|687194774327|35184372089378
2012-12-27T15:02:44.222+00:00|618475299081|35184372089378
2012-12-27T16:39:09.659+00:00|1168231120937|10995116278091
2012-12-27T16:59:47.029+00:00|1168231107308|8796093023087
2012-12-27T17:45:07.470+00:00|1168231121240|4398046511613
2012-12-27T19:04:02.094+00:00|1168231121099|8796093023070
2012-12-27T19:38:52.786+00:00|343597387124|37383395344579
2012-12-27T22:24:56.170+00:00|1168231121240|26388279068211
