creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-29T01:55:49.832+00:00|1168231107514|193.104.227.215|Internet Explorer|cool|4|26388279066641|86|1168231107507|
2012-12-29T06:32:50.875+00:00|1168231108529|31.182.127.125|Internet Explorer|About Jacques Chirac, , Mayor of Paris, and finally President oAbout Theodore Roo|81|17592186044443|92|1168231108527|
2012-12-29T07:33:49.623+00:00|1168231108519|1.29.220.142|Chrome|About Johnny Mercer, ongs Mercer wrote and performed were among the most popular hits of the time. About Nauru, stered by Australia, New Zealand, and the U|155|21990232555527|1||1168231108517
2012-12-29T07:34:16.308+00:00|1168231108523|186.64.7.5|Firefox|LOL|3|26388279066658|61||1168231108519
2012-12-29T12:31:08.138+00:00|1168231108531|27.121.123.176|Chrome|About Japanese occupation of Singapore, ation of Singapore in World War II|74|32985348833291|1||1168231108529
2012-12-29T16:10:37.614+00:00|1168231108426|27.98.220.136|Firefox|About Elizabeth I of England, nglish Protestant church, of which she became the Supreme Governor. This Elizabethan Religious Settlement later evolved into today's Church of Eng|176|35184372088856|1|1168231108421|
2012-12-29T16:20:41.827+00:00|1168231108428|31.209.42.207|Internet Explorer|About Evacuate the Dancefloor, ed Kingdom for the week ending 11 July 2009. It remaine|86|13194139533342|101|1168231108421|
2012-12-29T16:33:39.016+00:00|1168231108431|186.64.7.5|Firefox|About John Gielgud, ily, he achieved early international acclaim for his youthful, emot|87|26388279066658|61||1168231108426
2012-12-29T16:38:51.091+00:00|1168231108532|27.122.45.252|Internet Explorer|About Benny Goodman, ontinued to perform to nearly the end of hiAbout Japanese occup|84|10995116277782|52||1168231108531
2012-12-29T17:11:14.417+00:00|1168231108425|31.24.100.159|Firefox|duh|3|26388279066655|50|1168231108421|
2012-12-29T17:56:55.401+00:00|1168231108433|46.21.0.249|Internet Explorer|About Elizabeth I of England, of economic and military problems weakened her popularity. Elizabeth is acknowlAbout Jimmy Page, arists of All Time and, in 20|156|37383395344394|50||1168231108426
2012-12-29T18:24:53.814+00:00|1168231108438|1.88.156.174|Internet Explorer|great|5|28587302322191|1||1168231108433
2012-12-29T18:55:14.034+00:00|1168231108437|115.186.113.189|Safari|LOL|3|2199023255573|54||1168231108433
2012-12-29T20:08:56.863+00:00|1168231108439|46.154.44.101|Chrome|thanks|6|15393162788877|105||1168231108433
2012-12-29T22:37:19.356+00:00|1168231108429|46.154.44.101|Firefox|About Nat King Cole, can musician who first came to prominence as About Orange Free Stat|88|15393162788877|105|1168231108421|
2012-12-29T23:38:42.131+00:00|1168231108432|27.4.90.237|Internet Explorer|LOL|3|19791209299968|0|1168231108421|
