creationDate|PostId|TagId
2011-07-28T03:54:23.934+00:00|618475290624|139
2011-07-28T03:54:23.934+00:00|618475290624|781
2011-07-28T03:54:23.934+00:00|618475290624|7517
2011-07-28T03:54:23.934+00:00|618475290624|10712
2010-01-03T20:20:36.280+00:00|3|139
2010-01-03T20:20:36.280+00:00|3|2797
2010-01-03T20:20:36.280+00:00|3|2999
2010-01-03T20:20:36.280+00:00|3|3020
2010-01-03T20:20:36.280+00:00|3|3041
2012-05-11T03:26:05.763+00:00|962072674309|139
2012-05-11T03:26:05.763+00:00|962072674309|783
2012-05-11T03:26:05.763+00:00|962072674309|7148
2012-10-02T03:16:54.784+00:00|1099511627784|139
2012-10-02T03:16:54.784+00:00|1099511627784|804
2012-10-02T03:16:54.784+00:00|1099511627784|2045
2012-10-02T03:16:54.784+00:00|1099511627784|6887
2011-06-15T05:33:05.095+00:00|549755813899|543
2011-06-15T05:33:05.095+00:00|549755813899|2423
2011-06-15T05:33:05.095+00:00|549755813899|5192
2011-06-15T05:33:05.095+00:00|549755813899|7380
2011-06-15T05:33:05.095+00:00|549755813899|9149
2010-08-27T12:42:47.238+00:00|206158430220|244
2010-08-27T12:42:47.238+00:00|206158430220|2054
2010-08-27T12:42:47.238+00:00|206158430220|8600
2010-08-27T12:42:47.238+00:00|206158430220|9287
2011-10-22T13:21:09.382+00:00|687194767373|975
2011-10-22T13:21:09.382+00:00|687194767373|1944
2011-10-22T13:21:09.382+00:00|687194767373|2007
2011-10-22T13:21:09.382+00:00|687194767373|9050
2011-10-22T13:21:09.382+00:00|687194767373|9223
2011-10-22T13:21:09.382+00:00|687194767373|12408
2011-10-22T21:11:24.382+00:00|687194767374|1944
2011-10-22T21:11:24.382+00:00|687194767374|3009
2011-10-22T21:11:24.382+00:00|687194767374|5102
2011-10-22T21:11:24.382+00:00|687194767374|10932
2011-10-22T21:11:24.382+00:00|687194767374|11375
2011-10-22T21:11:24.382+00:00|687194767374|13768
2010-11-30T13:33:36.561+00:00|343597383695|1023
2010-11-30T13:33:36.561+00:00|343597383695|1441
2010-11-30T13:33:36.561+00:00|343597383695|2790
2010-11-30T13:33:36.561+00:00|343597383695|10390
2010-11-30T13:33:36.561+00:00|343597383695|14243
