deletionDate|id
2012-12-16T01:09:51.863+00:00|1168231502896
2012-12-16T01:49:11.128+00:00|1168231385423
2012-12-16T01:49:25.626+00:00|1168231385435
2012-12-16T05:41:50.600+00:00|1168231495574
2012-12-16T05:41:53.584+00:00|1168231495577
2012-12-16T05:42:00.600+00:00|1168231495584
2012-12-16T05:42:06.589+00:00|1168231495590
2012-12-16T07:06:18.831+00:00|1168231326856
2012-12-16T09:58:15.249+00:00|1168231503736
2012-12-16T10:03:26.714+00:00|1168231241565
2012-12-16T10:03:31.710+00:00|1168231241570
2012-12-16T12:27:08.537+00:00|1168231378298
2012-12-16T12:27:12.539+00:00|1168231378302
2012-12-16T20:32:46.703+00:00|1168231485082
