creationDate|id|imageFile|locationIP|browserUsed|language|content|length|CreatorPersonId|ContainerForumId|LocationCountryId
2012-12-20T00:20:37.516+00:00|1168231304191|photo1168231304191.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:38.516+00:00|1168231304192|photo1168231304192.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:39.516+00:00|1168231304193|photo1168231304193.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:40.516+00:00|1168231304194|photo1168231304194.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:41.516+00:00|1168231304195|photo1168231304195.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:42.516+00:00|1168231304196|photo1168231304196.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:43.516+00:00|1168231304197|photo1168231304197.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:44.516+00:00|1168231304198|photo1168231304198.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:45.516+00:00|1168231304199|photo1168231304199.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:46.516+00:00|1168231304200|photo1168231304200.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:47.516+00:00|1168231304201|photo1168231304201.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:48.516+00:00|1168231304202|photo1168231304202.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:49.516+00:00|1168231304203|photo1168231304203.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:20:50.516+00:00|1168231304204|photo1168231304204.jpg|203.81.162.99|Chrome|||0|8796093023371|1168231112036|65
2012-12-20T00:34:38.331+00:00|1168231298229||116.66.192.252|Internet Explorer|en|About Maximilian I, Holy Roman Emperor,  Queen Joanna of Castile in 1498, Maximilian established the Hab|104|2199023255767|412316867830|88
2012-12-20T01:25:25.722+00:00|1168231376877||49.213.50.238|Firefox|en|About Jawaharlal Nehru, reign affairs. He was also one of the principal leaders of India’s|90|10995116277819|962072684530|0
2012-12-20T01:29:17.634+00:00|1168231313105||60.254.187.1|Internet Explorer|ur|About Jamie Foxx, arship to United States International University. In his twenties, Foxx began performing stand-up at comedy clubs, and eventually joined the cast of In Living Color in 1991;|191|26388279066734|893353205508|57
2012-12-20T01:53:10.898+00:00|1168231340922||61.17.197.42|Safari|kn|About Humayun, short time, Humayun was able to expand the Empire further, leaving a substantial legacy for his|110|10995116279024|343597392635|0
2012-12-20T02:10:28.245+00:00|1168231486228||1.4.87.112|Firefox|es|About Paul Newman, n Scorsese film The Color of Money and eight other nominations, three Golden Globe Awards, a BAFTA Award, a Screen Actors Guild Award, a Cannes Film Festival Award, an Emmy award, and many honorary awards. He also won|237|1171|824633736106|1
2012-12-20T02:17:55.650+00:00|1168231323884|photo1168231323884.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:17:56.650+00:00|1168231323885|photo1168231323885.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:17:57.650+00:00|1168231323886|photo1168231323886.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:17:58.650+00:00|1168231323887|photo1168231323887.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:17:59.650+00:00|1168231323888|photo1168231323888.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:00.650+00:00|1168231323889|photo1168231323889.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:01.650+00:00|1168231323890|photo1168231323890.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:02.650+00:00|1168231323891|photo1168231323891.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:03.650+00:00|1168231323892|photo1168231323892.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:04.650+00:00|1168231323893|photo1168231323893.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:05.650+00:00|1168231323894|photo1168231323894.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:06.650+00:00|1168231323895|photo1168231323895.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:07.650+00:00|1168231323896|photo1168231323896.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:08.650+00:00|1168231323897|photo1168231323897.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:09.650+00:00|1168231323898|photo1168231323898.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:18:10.650+00:00|1168231323899|photo1168231323899.jpg|41.204.115.217|Internet Explorer|||0|10995116278083|1168231112780|84
2012-12-20T02:34:44.217+00:00|1168231261129||112.78.102.248|Chrome|nl|About Georg Wilhelm Friedrich Hegel, hy. In particular, he developed the concept that mind or spirit ma|103|35184372090424|343597389744|51
2012-12-20T02:39:09.000+00:00|1168231349540|photo1168231349540.jpg|14.99.65.101|Firefox|||0|10995116279358|1168231113651|0
2012-12-20T02:39:10.000+00:00|1168231349541|photo1168231349541.jpg|31.216.154.165|Firefox|||0|10995116279358|1168231113651|81
2012-12-20T02:39:11.000+00:00|1168231349542|photo1168231349542.jpg|14.99.65.101|Firefox|||0|10995116279358|1168231113651|0
