creationDate|PostId|TagId
2012-12-20T00:34:38.331+00:00|1168231298229|147
2012-12-20T01:25:25.722+00:00|1168231376877|1023
2012-12-20T01:29:17.634+00:00|1168231313105|3002
2012-12-20T01:53:10.898+00:00|1168231340922|4
2012-12-20T02:10:28.245+00:00|1168231486228|2927
2012-12-20T02:34:44.217+00:00|1168231261129|790
2012-12-20T03:01:10.774+00:00|1168231204532|3019
2012-12-20T03:57:52.159+00:00|1168231371147|61
2012-12-20T04:24:13.130+00:00|1168231310002|3041
2012-12-20T05:08:23.065+00:00|1168231345977|1199
2012-12-20T05:23:25.054+00:00|1168231379317|5196
2012-12-20T05:27:59.708+00:00|1168231506209|2870
2012-12-20T05:46:44.102+00:00|1168231301529|1489
2012-12-20T05:51:52.243+00:00|1168231508750|2838
2012-12-20T05:52:58.612+00:00|1168231481068|6733
2012-12-20T06:06:24.455+00:00|1168231261794|790
2012-12-20T06:22:30.890+00:00|1168231484159|1929
2012-12-20T06:51:33.625+00:00|1168231111888|2951
2012-12-20T06:56:44.650+00:00|1168231473661|782
2012-12-20T07:05:32.315+00:00|1168231186063|973
2012-12-20T07:05:39.823+00:00|1168231298585|147
2012-12-20T07:09:52.375+00:00|1168231280148|159
2012-12-20T07:09:52.375+00:00|1168231280148|596
2012-12-20T07:41:29.338+00:00|1168231422467|855
2012-12-20T07:50:02.248+00:00|1168231290282|7594
2012-12-20T08:14:42.767+00:00|1168231315357|785
2012-12-20T08:21:14.593+00:00|1168231428768|138
2012-12-20T08:21:14.593+00:00|1168231428768|206
2012-12-20T08:21:14.593+00:00|1168231428768|6456
2012-12-20T08:21:14.593+00:00|1168231428768|7587
2012-12-20T08:21:14.593+00:00|1168231428768|7603
2012-12-20T08:27:29.868+00:00|1168231188934|295
2012-12-20T08:48:44.930+00:00|1168231350438|282
2012-12-20T09:21:46.915+00:00|1168231381136|1183
2012-12-20T09:35:58.240+00:00|1168231327684|9170
2012-12-20T09:50:14.482+00:00|1168231235742|138
2012-12-20T09:52:04.263+00:00|1168231196611|3001
2012-12-20T09:58:44.493+00:00|1168231463319|1581
2012-12-20T10:00:34.958+00:00|1168231434963|2918
2012-12-20T10:01:17.139+00:00|1168231469106|573
2012-12-20T10:17:39.825+00:00|1168231290815|7594
2012-12-20T10:41:37.289+00:00|1168231380645|13632
2012-12-20T11:56:51.169+00:00|1168231109361|1732
2012-12-20T12:19:50.616+00:00|1168231289730|1188
2012-12-20T12:43:01.343+00:00|1168231176049|9896
2012-12-20T12:46:01.351+00:00|1168231126664|5113
2012-12-20T12:46:35.458+00:00|1168231321528|2888
2012-12-20T12:59:26.012+00:00|1168231295807|1178
2012-12-20T13:18:02.307+00:00|1168231486209|2927
2012-12-20T13:27:05.669+00:00|1168231366710|61
2012-12-20T13:27:05.669+00:00|1168231366710|2787
2012-12-20T13:35:26.827+00:00|1168231493911|4845
2012-12-20T14:11:33.882+00:00|1168231350505|282
2012-12-20T14:17:25.275+00:00|1168231307408|206
2012-12-20T14:17:25.275+00:00|1168231307408|6405
2012-12-20T14:17:25.275+00:00|1168231307408|9161
2012-12-20T14:30:05.663+00:00|1168231371056|61
2012-12-20T14:38:04.016+00:00|1168231506126|1941
2012-12-20T14:53:29.988+00:00|1168231298055|147
2012-12-20T14:59:10.377+00:00|1168231371428|1415
2012-12-20T15:10:31.106+00:00|1168231175702|9896
2012-12-20T15:15:49.016+00:00|1168231291771|7594
2012-12-20T15:30:10.577+00:00|1168231348023|3045
2012-12-20T15:41:00.252+00:00|1168231427701|0
2012-12-20T15:41:00.252+00:00|1168231427701|5063
2012-12-20T15:41:00.252+00:00|1168231427701|5129
2012-12-20T15:41:00.252+00:00|1168231427701|8656
2012-12-20T15:57:20.388+00:00|1168231507166|2823
2012-12-20T17:51:04.432+00:00|1168231502598|142
2012-12-20T18:36:44.203+00:00|1168231449218|2799
2012-12-20T19:04:18.828+00:00|1168231196824|3001
2012-12-20T19:38:23.907+00:00|1168231405799|206
2012-12-20T19:38:23.907+00:00|1168231405799|812
2012-12-20T19:38:23.907+00:00|1168231405799|1990
2012-12-20T19:38:23.907+00:00|1168231405799|2819
2012-12-20T19:38:23.907+00:00|1168231405799|3074
2012-12-20T20:16:59.396+00:00|1168231355484|1593
2012-12-20T20:21:42.860+00:00|1168231214387|0
2012-12-20T20:21:42.860+00:00|1168231214387|2092
2012-12-20T20:21:42.860+00:00|1168231214387|2903
2012-12-20T20:21:42.860+00:00|1168231214387|2930
2012-12-20T20:21:42.860+00:00|1168231214387|3059
2012-12-20T20:21:42.860+00:00|1168231214387|10187
2012-12-20T20:21:42.860+00:00|1168231214387|13310
