creationDate|PersonId|TagId
2012-12-30T17:18:47.618+00:00|37383395344980|58
2012-12-30T17:18:47.618+00:00|37383395344980|285
2012-12-30T17:18:47.618+00:00|37383395344980|565
2012-12-30T17:18:47.618+00:00|37383395344980|583
2012-12-30T17:18:47.618+00:00|37383395344980|781
2012-12-30T17:18:47.618+00:00|37383395344980|782
2012-12-30T17:18:47.618+00:00|37383395344980|792
2012-12-30T17:18:47.618+00:00|37383395344980|1176
2012-12-30T17:18:47.618+00:00|37383395344980|1180
2012-12-30T17:18:47.618+00:00|37383395344980|1527
2012-12-30T17:18:47.618+00:00|37383395344980|1616
2012-12-30T17:18:47.618+00:00|37383395344980|1617
2012-12-30T17:18:47.618+00:00|37383395344980|1760
2012-12-30T17:18:47.618+00:00|37383395344980|1766
2012-12-30T17:18:47.618+00:00|37383395344980|1987
2012-12-30T17:18:47.618+00:00|37383395344980|2004
2012-12-30T17:18:47.618+00:00|37383395344980|2082
2012-12-30T17:18:47.618+00:00|37383395344980|2104
2012-12-30T17:18:47.618+00:00|37383395344980|2109
2012-12-30T17:18:47.618+00:00|37383395344980|2115
2012-12-30T17:18:47.618+00:00|37383395344980|2780
2012-12-30T17:18:47.618+00:00|37383395344980|2785
2012-12-30T17:18:47.618+00:00|37383395344980|2787
2012-12-30T17:18:47.618+00:00|37383395344980|2805
2012-12-30T17:18:47.618+00:00|37383395344980|2851
2012-12-30T17:18:47.618+00:00|37383395344980|2907
2012-12-30T17:18:47.618+00:00|37383395344980|2941
2012-12-30T17:18:47.618+00:00|37383395344980|2984
2012-12-30T17:18:47.618+00:00|37383395344980|2989
2012-12-30T17:18:47.618+00:00|37383395344980|3008
2012-12-30T17:18:47.618+00:00|37383395344980|3015
2012-12-30T17:18:47.618+00:00|37383395344980|3093
2012-12-30T17:18:47.618+00:00|37383395344980|5116
2012-12-30T17:18:47.618+00:00|37383395344980|5546
2012-12-30T17:18:47.618+00:00|37383395344980|6363
2012-12-30T17:18:47.618+00:00|37383395344980|6437
2012-12-30T17:18:47.618+00:00|37383395344980|6753
2012-12-30T17:18:47.618+00:00|37383395344980|9174
2012-12-30T17:18:47.618+00:00|37383395344980|9406
2012-12-30T17:18:47.618+00:00|37383395344980|11541
2012-12-30T17:18:47.618+00:00|37383395344980|12356
2012-12-30T17:18:47.618+00:00|37383395344980|12600
2012-12-30T17:18:47.618+00:00|37383395344980|12978
2012-12-30T17:18:47.618+00:00|37383395344980|13487
2012-12-30T17:18:47.618+00:00|37383395344980|15609
2012-12-30T20:11:26.769+00:00|37383395345429|8
2012-12-30T20:11:26.769+00:00|37383395345429|138
2012-12-30T20:11:26.769+00:00|37383395345429|148
2012-12-30T20:11:26.769+00:00|37383395345429|287
2012-12-30T20:11:26.769+00:00|37383395345429|468
2012-12-30T20:11:26.769+00:00|37383395345429|471
2012-12-30T20:11:26.769+00:00|37383395345429|594
2012-12-30T20:11:26.769+00:00|37383395345429|1671
2012-12-30T20:11:26.769+00:00|37383395345429|1749
2012-12-30T20:11:26.769+00:00|37383395345429|1863
2012-12-30T20:11:26.769+00:00|37383395345429|1984
2012-12-30T20:11:26.769+00:00|37383395345429|1992
2012-12-30T20:11:26.769+00:00|37383395345429|1995
2012-12-30T20:11:26.769+00:00|37383395345429|2008
2012-12-30T20:11:26.769+00:00|37383395345429|2017
2012-12-30T20:11:26.769+00:00|37383395345429|2023
2012-12-30T20:11:26.769+00:00|37383395345429|2031
2012-12-30T20:11:26.769+00:00|37383395345429|2034
2012-12-30T20:11:26.769+00:00|37383395345429|2039
2012-12-30T20:11:26.769+00:00|37383395345429|2040
2012-12-30T20:11:26.769+00:00|37383395345429|2059
2012-12-30T20:11:26.769+00:00|37383395345429|2081
2012-12-30T20:11:26.769+00:00|37383395345429|2107
2012-12-30T20:11:26.769+00:00|37383395345429|2784
2012-12-30T20:11:26.769+00:00|37383395345429|2793
2012-12-30T20:11:26.769+00:00|37383395345429|2814
2012-12-30T20:11:26.769+00:00|37383395345429|2843
2012-12-30T20:11:26.769+00:00|37383395345429|2889
2012-12-30T20:11:26.769+00:00|37383395345429|2895
2012-12-30T20:11:26.769+00:00|37383395345429|2968
2012-12-30T20:11:26.769+00:00|37383395345429|3004
2012-12-30T20:11:26.769+00:00|37383395345429|3042
2012-12-30T20:11:26.769+00:00|37383395345429|3094
2012-12-30T20:11:26.769+00:00|37383395345429|5085
2012-12-30T20:11:26.769+00:00|37383395345429|5129
2012-12-30T20:11:26.769+00:00|37383395345429|6429
2012-12-30T20:11:26.769+00:00|37383395345429|6705
2012-12-30T20:11:26.769+00:00|37383395345429|6971
2012-12-30T20:11:26.769+00:00|37383395345429|6987
2012-12-30T20:11:26.769+00:00|37383395345429|7014
2012-12-30T20:11:26.769+00:00|37383395345429|7604
2012-12-30T20:11:26.769+00:00|37383395345429|11247
