creationDate|PostId|TagId
2012-12-18T00:01:03.659+00:00|1168231302441|1489
2012-12-18T00:07:20.221+00:00|1168231189640|6440
2012-12-18T00:30:06.352+00:00|1168231423506|3
2012-12-18T00:30:06.352+00:00|1168231423506|3020
2012-12-18T00:32:26.135+00:00|1168231480975|10834
2012-12-18T00:44:49.613+00:00|1168231197317|3001
2012-12-18T01:38:27.122+00:00|1168231350383|282
2012-12-18T01:52:54.212+00:00|1168231197813|7534
2012-12-18T02:34:23.625+00:00|1168231222311|5152
2012-12-18T02:35:13.353+00:00|1168231495782|142
2012-12-18T02:35:13.353+00:00|1168231495782|1759
2012-12-18T02:35:13.353+00:00|1168231495782|2045
2012-12-18T02:45:58.716+00:00|1168231354727|140
2012-12-18T02:45:58.716+00:00|1168231354727|782
2012-12-18T02:45:58.716+00:00|1168231354727|7380
2012-12-18T03:07:06.223+00:00|1168231204288|3019
2012-12-18T04:10:51.415+00:00|1168231188393|1034
2012-12-18T04:40:12.312+00:00|1168231347011|3045
2012-12-18T04:43:22.738+00:00|1168231281816|283
2012-12-18T05:02:05.158+00:00|1168231243695|6
2012-12-18T05:42:30.428+00:00|1168231494552|2780
2012-12-18T06:00:53.865+00:00|1168231483077|194
2012-12-18T07:05:30.267+00:00|1168231127537|5113
2012-12-18T07:25:11.207+00:00|1168231186562|973
2012-12-18T07:29:18.061+00:00|1168231463109|1581
2012-12-18T07:41:17.008+00:00|1168231301748|1489
2012-12-18T08:07:45.376+00:00|1168231291750|7594
2012-12-18T08:23:39.688+00:00|1168231491493|6
2012-12-18T08:23:39.688+00:00|1168231491493|780
2012-12-18T08:23:39.688+00:00|1168231491493|2826
2012-12-18T08:23:39.688+00:00|1168231491493|2827
2012-12-18T08:38:24.501+00:00|1168231202470|138
2012-12-18T08:38:24.501+00:00|1168231202470|2792
2012-12-18T08:38:24.501+00:00|1168231202470|2880
2012-12-18T08:38:24.501+00:00|1168231202470|11408
2012-12-18T08:43:31.167+00:00|1168231187348|973
2012-12-18T09:00:12.983+00:00|1168231396735|1406
2012-12-18T09:05:48.329+00:00|1168231203457|9144
2012-12-18T09:14:57.131+00:00|1168231485683|468
2012-12-18T09:14:57.131+00:00|1168231485683|798
2012-12-18T09:14:57.131+00:00|1168231485683|2108
2012-12-18T09:14:57.131+00:00|1168231485683|2848
2012-12-18T09:14:57.131+00:00|1168231485683|5163
2012-12-18T09:14:57.131+00:00|1168231485683|6933
2012-12-18T09:27:36.439+00:00|1168231262505|790
2012-12-18T09:47:43.364+00:00|1168231203723|3019
2012-12-18T09:55:03.873+00:00|1168231291008|7594
2012-12-18T10:06:35.420+00:00|1168231293940|5063
2012-12-18T11:44:35.285+00:00|1168231111684|2951
2012-12-18T12:33:35.436+00:00|1168231357062|1612
2012-12-18T12:49:04.634+00:00|1168231195604|3001
2012-12-18T13:15:23.535+00:00|1168231179678|9177
2012-12-18T13:22:39.480+00:00|1168231243224|147
2012-12-18T13:55:05.215+00:00|1168231262889|790
2012-12-18T14:01:32.076+00:00|1168231298495|147
2012-12-18T14:15:01.976+00:00|1168231296006|1178
2012-12-18T14:37:44.083+00:00|1168231186757|973
2012-12-18T15:12:31.650+00:00|1168231458029|2
2012-12-18T15:15:33.887+00:00|1168231499532|6
2012-12-18T15:15:33.887+00:00|1168231499532|1205
2012-12-18T15:15:33.887+00:00|1168231499532|2897
2012-12-18T15:37:51.749+00:00|1168231380157|1406
2012-12-18T16:00:09.627+00:00|1168231203594|3019
2012-12-18T16:05:40.870+00:00|1168231173304|1953
2012-12-18T16:23:19.475+00:00|1168231494473|2780
2012-12-18T16:36:14.494+00:00|1168231173058|1953
2012-12-18T16:38:25.741+00:00|1168231328823|1766
2012-12-18T16:53:19.975+00:00|1168231463920|1581
2012-12-18T16:55:15.543+00:00|1168231327653|9170
2012-12-18T16:59:45.424+00:00|1168231380210|1406
2012-12-18T18:12:46.031+00:00|1168231454338|2107
2012-12-18T18:20:21.506+00:00|1168231319915|6
2012-12-18T18:20:21.506+00:00|1168231319915|565
2012-12-18T18:20:21.506+00:00|1168231319915|781
2012-12-18T18:20:21.506+00:00|1168231319915|974
2012-12-18T18:20:21.506+00:00|1168231319915|1451
2012-12-18T18:20:21.506+00:00|1168231319915|2034
2012-12-18T18:20:21.506+00:00|1168231319915|5191
2012-12-18T18:20:21.506+00:00|1168231319915|9474
2012-12-18T18:35:09.036+00:00|1168231347588|3045
2012-12-18T18:50:56.727+00:00|1168231126212|5113
