deletionDate|Person1Id|Person2Id
2012-12-22T00:20:07.942+00:00|26388279066773|35184372090502
2012-12-22T03:28:19.337+00:00|10995116279024|37383395345880
2012-12-22T05:42:37.274+00:00|37383395345709|37383395345882
2012-12-22T07:39:52.558+00:00|2199023255724|32985348834257
2012-12-22T08:39:57.763+00:00|773|37383395346041
2012-12-22T09:19:02.643+00:00|19791209300985|35184372089798
2012-12-22T11:38:11.001+00:00|2199023256472|35184372089100
2012-12-22T11:45:57.397+00:00|21990232556493|37383395344412
2012-12-22T12:08:07.765+00:00|24189255812167|37383395345078
2012-12-22T13:14:28.929+00:00|4398046512629|15393162789271
2012-12-22T13:20:00.292+00:00|15393162789420|28587302322403
2012-12-22T13:26:36.432+00:00|17592186045681|28587302322767
2012-12-22T16:38:22.056+00:00|2199023256752|10995116279197
2012-12-22T18:26:53.740+00:00|8796093023143|32985348833719
2012-12-22T19:15:34.726+00:00|19791209301317|24189255811433
2012-12-22T20:04:16.680+00:00|2199023257212|37383395344931
