creationDate|PostId|TagId
2011-07-28T03:54:23.934+00:00|618475290624|139
2011-07-28T03:54:23.934+00:00|618475290624|781
2011-07-28T03:54:23.934+00:00|618475290624|7517
2011-07-28T03:54:23.934+00:00|618475290624|10712
2010-11-21T23:55:41.755+00:00|343597383683|59
2010-11-21T23:55:41.755+00:00|343597383683|1093
2010-11-21T23:55:41.755+00:00|343597383683|5059
2010-11-21T23:55:41.755+00:00|343597383683|6435
2010-11-21T23:55:41.755+00:00|343597383683|10256
2010-12-31T01:20:34.824+00:00|343597383684|1933
2010-12-31T01:20:34.824+00:00|343597383684|2095
2010-12-31T01:20:34.824+00:00|343597383684|5180
2010-12-31T01:20:34.824+00:00|343597383684|11893
2010-12-31T01:20:34.824+00:00|343597383684|15257
2010-02-23T22:54:12.494+00:00|371|975
2010-02-23T22:54:12.494+00:00|371|1747
2010-02-23T22:54:12.494+00:00|371|9223
2010-02-23T22:54:12.494+00:00|371|12408
2010-02-23T22:54:12.494+00:00|371|13768
2010-11-24T12:02:26.755+00:00|343597384059|1093
2010-11-24T12:02:26.755+00:00|343597384059|2860
2010-11-24T12:02:26.755+00:00|343597384059|2924
2010-11-24T12:02:26.755+00:00|343597384059|7860
2011-09-13T20:00:43.728+00:00|687194767755|283
2011-10-06T18:05:24.735+00:00|687194767763|540
2011-10-06T18:05:24.735+00:00|687194767763|810
2011-10-06T18:05:24.735+00:00|687194767763|2110
2011-10-06T18:05:24.735+00:00|687194767763|5163
2010-11-22T06:29:35.701+00:00|343597384099|413
2010-11-22T06:29:35.701+00:00|343597384099|780
2010-11-22T06:29:35.701+00:00|343597384099|5090
2010-11-22T06:29:35.701+00:00|343597384099|11459
2010-11-22T06:29:35.701+00:00|343597384099|12420
2010-04-28T09:28:03.379+00:00|68719477171|1502
2010-04-28T09:28:03.379+00:00|68719477171|2973
2010-04-28T09:28:03.379+00:00|68719477171|5106
2010-04-28T09:28:03.379+00:00|68719477171|5159
2010-04-28T09:28:03.379+00:00|68719477171|6433
2010-04-28T09:28:03.379+00:00|68719477171|12295
2010-04-28T09:28:03.379+00:00|68719477171|14098
2011-10-07T00:46:39.735+00:00|687194767811|540
2011-10-07T00:46:39.735+00:00|687194767811|1670
