deletionDate|id
2012-12-02T02:22:26.933+00:00|1168231263585
2012-12-02T02:46:57.379+00:00|1168231360955
2012-12-02T08:02:23.877+00:00|1168231459838
2012-12-02T08:07:21.347+00:00|1168231407009
2012-12-02T15:33:15.099+00:00|1168231495720
2012-12-02T19:12:30.389+00:00|1168231475797
2012-12-02T19:12:37.868+00:00|1168231475804
2012-12-02T19:12:38.275+00:00|1168231475805
2012-12-02T19:12:41.284+00:00|1168231475808
2012-12-02T20:07:14.303+00:00|1168231363848
2012-12-02T20:07:15.303+00:00|1168231363849
