creationDate|ForumId|TagId
2012-12-26T00:11:43.815+00:00|1168231115880|448
2012-12-26T00:29:15.396+00:00|1168231121179|2814
2012-12-26T00:45:56.457+00:00|1168231121119|1908
2012-12-26T00:47:30.536+00:00|1168231105336|6302
2012-12-26T03:03:36.540+00:00|1168231121229|4
2012-12-26T03:46:12.419+00:00|1168231121256|1025
2012-12-26T03:46:12.419+00:00|1168231121256|1741
2012-12-26T03:46:12.419+00:00|1168231121256|11541
2012-12-26T04:21:11.664+00:00|1168231112159|1178
2012-12-26T04:27:02.509+00:00|1168231114069|2066
2012-12-26T04:30:48.714+00:00|1168231118245|1751
2012-12-26T05:11:43.612+00:00|1168231118625|194
2012-12-26T05:27:09.433+00:00|1168231121007|1547
2012-12-26T07:01:19.993+00:00|1168231110600|5118
2012-12-26T07:27:47.290+00:00|1168231111054|9188
2012-12-26T07:37:40.672+00:00|1168231109504|2844
2012-12-26T07:50:34.251+00:00|1168231116044|1164
2012-12-26T08:09:05.799+00:00|1168231114226|2038
2012-12-26T08:46:58.316+00:00|1168231119531|437
2012-12-26T09:08:24.330+00:00|1168231115020|273
2012-12-26T10:28:05.520+00:00|1168231121258|290
2012-12-26T10:28:05.520+00:00|1168231121258|524
2012-12-26T10:28:05.520+00:00|1168231121258|565
2012-12-26T10:28:05.520+00:00|1168231121258|568
2012-12-26T10:28:05.520+00:00|1168231121258|780
2012-12-26T10:28:05.520+00:00|1168231121258|1021
2012-12-26T10:28:05.520+00:00|1168231121258|1759
2012-12-26T10:28:05.520+00:00|1168231121258|2008
2012-12-26T10:28:05.520+00:00|1168231121258|2048
2012-12-26T10:28:05.520+00:00|1168231121258|2781
2012-12-26T10:28:05.520+00:00|1168231121258|2788
2012-12-26T10:28:05.520+00:00|1168231121258|3078
2012-12-26T10:28:05.520+00:00|1168231121258|4844
2012-12-26T10:28:05.520+00:00|1168231121258|5085
2012-12-26T10:28:05.520+00:00|1168231121258|11408
2012-12-26T10:28:05.520+00:00|1168231121258|11531
2012-12-26T10:28:05.520+00:00|1168231121258|11557
2012-12-26T10:28:05.520+00:00|1168231121258|11642
2012-12-26T10:53:16.841+00:00|1168231113255|6938
2012-12-26T10:54:53.870+00:00|1168231104982|5712
2012-12-26T13:09:49.606+00:00|1168231119113|1034
2012-12-26T13:17:57.002+00:00|1168231117064|1204
2012-12-26T15:02:25.073+00:00|1168231109072|1465
2012-12-26T16:09:50.050+00:00|1168231120552|1893
2012-12-26T17:48:35.900+00:00|1168231118755|1403
2012-12-26T19:40:33.658+00:00|1168231115279|3040
2012-12-26T22:01:22.643+00:00|1168231116810|281
2012-12-26T23:23:03.461+00:00|1168231117644|1206
