deletionDate|id
2012-12-19T00:41:53.253+00:00|1168231264062
2012-12-19T02:16:18.119+00:00|1168231207688
2012-12-19T03:02:41.621+00:00|1168231395120
2012-12-19T03:49:27.210+00:00|1168231150513
2012-12-19T04:28:41.465+00:00|1168231207538
2012-12-19T05:03:04.187+00:00|1168231444450
2012-12-19T05:10:03.897+00:00|1168231236394
2012-12-19T05:28:08.914+00:00|1168231179858
2012-12-19T05:47:04.496+00:00|1168231427719
2012-12-19T05:53:56.707+00:00|1168231317943
2012-12-19T06:10:40.833+00:00|1168231308658
2012-12-19T07:49:40.842+00:00|1168231362714
2012-12-19T07:57:59.348+00:00|1168231189950
2012-12-19T08:06:49.235+00:00|1168231422520
2012-12-19T08:51:43.682+00:00|1168231474012
2012-12-19T10:21:58.225+00:00|1168231475094
2012-12-19T11:28:39.005+00:00|1168231196485
2012-12-19T11:46:56.036+00:00|1168231417631
2012-12-19T12:10:56.117+00:00|1168231179832
2012-12-19T12:47:15.283+00:00|1168231262518
2012-12-19T14:17:00.907+00:00|1168231317846
2012-12-19T14:41:13.136+00:00|1168231121624
2012-12-19T15:03:29.533+00:00|1168231262516
2012-12-19T16:22:25.858+00:00|1168231212622
2012-12-19T16:25:21.024+00:00|1168231131678
2012-12-19T17:20:48.591+00:00|1168231487240
2012-12-19T17:59:30.720+00:00|1168231482789
2012-12-19T18:14:55.605+00:00|1168231494025
2012-12-19T18:48:34.328+00:00|1168231212707
2012-12-19T19:16:42.810+00:00|1168231127377
2012-12-19T19:26:48.096+00:00|1168231229387
2012-12-19T19:56:50.567+00:00|1168231291209
2012-12-19T20:40:40.425+00:00|1168231189560
2012-12-19T21:02:52.609+00:00|1168231236413
2012-12-19T21:44:42.343+00:00|1168231417608
2012-12-19T22:57:32.871+00:00|1168231179855
2012-12-19T23:05:45.543+00:00|1168231128314
2012-12-19T23:30:23.561+00:00|1168231263731
2012-12-19T23:38:25.632+00:00|1168231241976
