deletionDate|id
2012-12-07T02:13:51.357+00:00|1168231508031
2012-12-07T02:13:52.301+00:00|1168231508032
2012-12-07T06:30:34.595+00:00|1168231378331
2012-12-07T07:00:49.609+00:00|1168231489163
2012-12-07T07:00:58.535+00:00|1168231489172
2012-12-07T07:01:00.573+00:00|1168231489174
2012-12-07T08:31:47.227+00:00|1168231453713
2012-12-07T08:31:54.227+00:00|1168231453720
2012-12-07T11:39:51.490+00:00|1168231482118
2012-12-07T15:52:08.369+00:00|1168231222519
2012-12-07T15:52:20.430+00:00|1168231222531
2012-12-07T15:52:21.477+00:00|1168231222532
2012-12-07T16:32:43.672+00:00|1168231451874
2012-12-07T20:49:18.304+00:00|1168231353953
