deletionDate|ForumId|PersonId
2012-12-30T02:09:15.269+00:00|1168231117279|35184372089039
2012-12-30T02:34:24.263+00:00|1099511643399|21990232556147
2012-12-30T03:12:57.945+00:00|1099511643387|19791209300141
2012-12-30T03:23:02.003+00:00|1030792165996|37383395344751
2012-12-30T03:54:49.257+00:00|1168231120893|24189255811178
2012-12-30T05:26:55.289+00:00|1168231113381|13194139534777
2012-12-30T09:01:17.637+00:00|755914247363|37383395345524
2012-12-30T09:14:42.235+00:00|1168231116135|4398046511147
2012-12-30T09:28:08.588+00:00|824633724101|6597069767351
2012-12-30T10:39:53.310+00:00|1168231116135|37383395345221
2012-12-30T12:00:34.408+00:00|1168231116135|32985348833746
2012-12-30T13:58:26.335+00:00|1099511631039|35184372090317
2012-12-30T14:05:15.481+00:00|1168231121179|4398046511748
2012-12-30T15:13:51.117+00:00|1099511643827|15393162788962
2012-12-30T15:39:22.972+00:00|1168231121179|10995116278104
2012-12-30T15:58:23.292+00:00|1099511644243|28587302323099
2012-12-30T15:59:03.519+00:00|343597391027|26388279067426
2012-12-30T16:02:57.832+00:00|1168231120830|1096
2012-12-30T16:41:53.079+00:00|137438954184|37383395345764
2012-12-30T17:06:23.741+00:00|1099511636266|13194139533743
2012-12-30T18:07:51.776+00:00|1168231121178|19791209300953
2012-12-30T18:23:51.087+00:00|1168231121284|19791209300141
2012-12-30T19:54:33.982+00:00|1168231120383|8796093023077
2012-12-30T20:44:46.460+00:00|412316868262|28587302322396
2012-12-30T21:03:09.467+00:00|1168231120562|28587302323752
2012-12-30T21:53:17.133+00:00|1168231117279|4398046512388
2012-12-30T22:20:52.450+00:00|1099511631039|17592186044846
2012-12-30T22:48:21.708+00:00|1168231120893|32985348834871
2012-12-30T23:12:13.604+00:00|687194779382|6597069767262
2012-12-30T23:14:30.845+00:00|1168231117375|1204
2012-12-30T23:43:34.598+00:00|1168231120829|8796093023658
