deletionDate|ForumId|PersonId
2012-12-26T00:57:27.177+00:00|1168231121235|13194139533372
2012-12-26T02:16:18.537+00:00|962072683992|10995116278352
2012-12-26T05:18:35.517+00:00|1168231120893|21990232556792
2012-12-26T07:12:17.054+00:00|1099511636234|4398046511595
2012-12-26T07:42:40.143+00:00|1168231121284|35184372090346
2012-12-26T08:26:25.880+00:00|1168231120893|2199023256048
2012-12-26T09:54:35.690+00:00|206158433003|37383395345141
2012-12-26T11:26:27.781+00:00|1030792166653|32985348833847
2012-12-26T15:19:23.815+00:00|1168231121286|30786325579256
2012-12-26T16:30:18.064+00:00|893353207796|28587302322491
2012-12-26T16:42:02.473+00:00|1030792151418|17592186045041
2012-12-26T17:34:14.017+00:00|893353213180|30786325577944
2012-12-26T19:28:39.265+00:00|1168231121180|15393162790502
