creationDate|id|imageFile|locationIP|browserUsed|language|content|length|CreatorPersonId|ContainerForumId|LocationCountryId
2012-12-27T00:06:53.319+00:00|1168231204733||27.99.232.171|Internet Explorer|uz|About William Shakespeare, as Shakespeare's. Shakespeare was a respected poet and playwright|92|37383395345027|343597387273|1
2012-12-27T00:13:39.081+00:00|1168231383736||41.223.30.37|Internet Explorer|tl|About Aung San Suu Kyi, l votes and 81% (392 of 485) of the seats in Parliament. She had, however, alrea|104|26388279068275|962072684808|68
2012-12-27T00:14:09.742+00:00|1168231271666||1.23.147.112|Firefox|en|About Joseph Smith,  work is the King James Version of the Bible (KJV) with some sig|84|37383395344954|893353204083|0
2012-12-27T00:19:19.159+00:00|1168231263013||192.231.118.234|Firefox|nl|About Georg Wilhelm Friedrich Hegel, , art, religion and philosophy. In particular, he developed the conce|106|30786325578377|343597389744|49
2012-12-27T00:27:48.642+00:00|1168231508287||27.122.45.252|Internet Explorer|en|About Governor-General of Australia,  other ministers. Even in the appointment of the prime minister, the Governor-General|123|10995116277782|1168231121180|52
2012-12-27T00:37:11.153+00:00|1168231111651||27.116.21.190|Opera|zh|About Patti Smith, d poetry. Smith's most widely known song is Because the Night, which was co-written with Bruce Springsteen|126|37383395345473|618475291000|0
2012-12-27T00:39:19.856+00:00|1168231262358||119.17.229.134|Firefox|nl|About Georg Wilhelm Friedrich Hegel, 831) was a German philosopher, one of the creators of German Idealism. His historicist|123|37383395345222|343597389744|58
2012-12-27T00:44:40.011+00:00|1168231370061||31.192.109.124|Internet Explorer|en|About Kevin Rudd, airs in Gillard's Labor minority government. On 22 February 2012, Rudd unexpectedly announced h|113|37383395344428|687194777325|56
2012-12-27T00:46:46.769+00:00|1168231195808||196.192.42.239|Chrome|sd|About Andy Roddick,  makes him the last North American male player to win a grand slam singles event. Roddick has reached|121|26388279067874|343597387124|84
2012-12-27T00:47:56.206+00:00|1168231111984||31.211.182.228|Safari|zh|About Patti Smith, rican singer-songwriter, poet and visual artist, who became a highly influential co|102|2199023255851|618475291000|50
2012-12-27T00:53:26.169+00:00|1168231487712||192.190.31.253|Chrome|en|About Wolfgang Amadeus Mozart, and maturity of style that encoAbout John Milton, on, and the urgent issues and pAbout El|120|28587302322216|893353212875|49
