creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-04T00:00:42.394+00:00|1168231461680|27.35.111.48|Chrome|thx|3|24189255811148|98||1099511984941
2012-12-04T00:01:07.944+00:00|1168231179773|42.96.35.196|Internet Explorer|About Herodotus, tories were fanciful, he claimed he was reporting only what had been to|88|10995116278397|58||1168231179765
2012-12-04T00:01:56.310+00:00|1168231263472|31.220.137.196|Chrome|About Janis Joplin, r, dancer and music arranger. Rolling Stone magazine ran|76|28587302322395|50||1168231263466
2012-12-04T00:01:59.090+00:00|1168231271598|31.180.213.105|Firefox|About Mustafa Kemal Atatürk, 19 May 1881 –10 November 1938) was an OttoAbout Joseph|83|478|56|1168231271597|
2012-12-04T00:02:11.013+00:00|1168231271599|118.107.128.185|Chrome|About Burma,  the country. The Pagan Empire fell due toAbout Joseph Smith, as murd|82|19791209300227|54||1168231271598
2012-12-04T00:03:14.523+00:00|1168231173432|204.79.148.141|Chrome|LOL|3|30786325578981|50||1168231173429
2012-12-04T00:04:58.857+00:00|1168231469813|58.65.131.64|Chrome|About Niger,  independence in 1960 to the founding of the About French Second Republic,|88|37383395345264|54||1168231469812
2012-12-04T00:05:53.551+00:00|1168231188362|41.204.71.44|Firefox|thx|3|4398046512621|68||1168231188358
2012-12-04T00:05:53.721+00:00|1168231161549|1.45.43.8|Internet Explorer|duh|3|10995116278753|1||618475347657
2012-12-04T00:06:05.085+00:00|1168231276810|41.209.189.107|Firefox|About Carl Jung, ogical concepts were first About Donna Summer, icularly large following wiAbout Netherlands, sation for Economic|130|24189255812554|60|481036509435|
2012-12-04T00:07:00.761+00:00|1168231484030|59.165.197.23|Internet Explorer|About Humayun, ther in India in 1530, while hAbout Frank Zappa, ic artist and gained wide|89|4398046512623|0||962073053815
2012-12-04T00:08:17.553+00:00|1168231415092|27.106.183.5|Internet Explorer|great|5|2199023256293|1||1168231415091
2012-12-04T00:09:49.929+00:00|1168231122965|46.149.48.228|Firefox|I see|5|32985348833481|106|1168231122951|
2012-12-04T00:10:19.102+00:00|1168231351923|31.192.109.124|Internet Explorer|LOL|3|37383395344428|56|687195014770|
2012-12-04T00:10:49.552+00:00|1168231443670|77.244.155.199|Firefox|About Mary J. Blige, he list of 100 greatest singers of all tAbout The Metal Op|79|35184372090136|46|1099511966933|
2012-12-04T00:10:59.545+00:00|1168231140923|27.50.158.196|Firefox|roflol|6|30786325578717|1|412316896826|
2012-12-04T00:13:01.355+00:00|1168231202850|46.191.64.103|Opera|LOL|3|13194139534879|63|1168231202843|
2012-12-04T00:13:33.445+00:00|1168231443671|202.136.243.184|Chrome|I see|5|8796093023895|19||1168231443670
2012-12-04T00:14:16.947+00:00|1168231188446|103.10.88.37|Firefox|no|2|17592186044866|58|1168231188442|
2012-12-04T00:15:31.350+00:00|1168231170468|41.153.161.111|Internet Explorer|good|4|24189255812726|74||1168231170466
2012-12-04T00:15:38.039+00:00|1168231140794|27.50.158.196|Firefox|About Arnold Schwarzenegger, overnor and Terminator). AsAbout James Brown,  is t|80|30786325578717|1|549755850169|
2012-12-04T00:15:50.053+00:00|1168231271603|27.247.102.139|Chrome|good|4|35184372090069|94||1168231271599
2012-12-04T00:16:00.618+00:00|1168231203993|31.211.182.228|Safari|ok|2|2199023255851|50|1168231203988|
2012-12-04T00:16:25.117+00:00|1168231294123|59.89.102.126|Firefox|ok|2|21990232556898|0|1168231294121|
2012-12-04T00:16:53.027+00:00|1168231454025|91.147.89.205|Firefox|no way!|7|35184372089100|82||1168231454021
