creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-07-08T16:48:41.630+00:00|962072674305|91.191.192.127|Firefox|yes|3|24189255811081|4|618475290624|
2012-07-08T13:32:03.239+00:00|962072674306|91.191.192.127|Firefox|thanks|6|24189255811081|4|618475290624|
2011-11-08T02:59:07.529+00:00|755914244468|196.29.42.107|Firefox|LOL|3|2199023255594|60|371|
2011-11-08T05:13:58.584+00:00|755914244469|196.29.42.107|Firefox|I see|5|2199023255594|60|371|
2011-11-07T22:05:54.413+00:00|755914244470|196.29.42.107|Firefox|fine|4|2199023255594|60|371|
2012-09-23T03:27:43.344+00:00|1099511628151|31.170.121.115|Internet Explorer|right|5|28587302322180|48|371|
2012-06-29T23:37:12.826+00:00|962072674680|31.209.179.5|Firefox|About Erwin Rommel,  one of the mAbout Prince Philip, Duke of Edinburgh, marr|77|28587302322204|101|371|
2012-09-22T22:17:44.588+00:00|1099511628153|31.170.121.115|Internet Explorer|good|4|28587302322180|48|371|
2012-06-30T01:03:41.258+00:00|962072674682|31.24.100.159|Firefox|no|2|26388279066655|50||962072674680
2012-09-22T18:57:33.137+00:00|1099511628156|31.170.121.115|Internet Explorer|About Richard Strauss, s of orchestratioAbout Isabella I of Castile,  her husband,|82|28587302322180|48|343597384059|
2012-06-14T06:55:52.471+00:00|962072674685|62.205.208.127|Firefox|cool|4|26388279066655|20|343597384059|
2012-09-22T23:57:40.018+00:00|1099511628158|31.24.100.159|Firefox|About Isabella I of Castile, I of Aragon, bAbout Frank Lloyd Wright, , which has|80|26388279066655|50||1099511628156
2012-09-23T00:02:07.687+00:00|1099511628159|31.209.179.5|Firefox|good|4|28587302322204|101||1099511628158
2012-09-22T21:48:09.296+00:00|1099511628160|31.170.121.115|Internet Explorer|thx|3|28587302322180|48|343597384059|
2012-09-23T01:54:27.892+00:00|1099511628161|31.209.179.5|Firefox|About Franz Liszt, s considered byAbout Richard Strauss, ongs; and his tAbout Indira Ga|87|28587302322204|101||1099511628156
2011-11-08T16:05:23.917+00:00|755914244482|196.29.42.107|Firefox|good|4|2199023255594|60|343597384059|
2012-08-18T13:19:56.770+00:00|1030792151436|192.190.31.253|Chrome|About Up for the Down Stroke, , sporting a black wig and monster-type gloves. Up for the Down Stroke is also notable in that it regenerates George Cli|150|13194139533352|49|687194767755|
2012-08-19T11:20:50.560+00:00|1030792151437|186.64.7.5|Firefox|About Congo Free State, iation. Also active in exposing the activAbout Up for th|80|26388279066658|61||1030792151436
2012-11-12T06:27:19.574+00:00|1168231104910|41.203.147.168|Internet Explorer|cool|4|17592186044461|90|687194767755|
2012-08-18T17:55:03.260+00:00|1030792151439|186.64.7.5|Firefox|roflol|6|26388279066658|61||1030792151436
2012-08-18T05:55:15.196+00:00|1030792151440|192.190.31.253|Chrome|cool|4|13194139533352|49|687194767755|
2012-02-09T13:25:18.042+00:00|824633721233|186.64.7.5|Firefox|About Leonard Cohen, rmance by Leonard Cohen and U2, which was not recorded live, but filmed specifically fAbout Farewell My Summer Love,  on the UK albums chart and sold|170|26388279066658|61|687194767755|
2012-08-18T04:08:13.138+00:00|1030792151442|192.190.31.253|Chrome|About Leonard Cohen, equently released in various other counAbout How You Re|76|13194139533352|49|687194767755|
2012-02-09T11:13:41.691+00:00|824633721236|186.64.7.5|Firefox|no|2|26388279066658|61|687194767763|
2011-10-06T22:10:37.594+00:00|687194767765|196.29.42.107|Firefox|LOL|3|2199023255594|60|687194767763|
2011-10-06T21:13:31.716+00:00|687194767766|196.29.42.107|Firefox|ok|2|2199023255594|60|687194767763|
2012-11-12T04:24:08.208+00:00|1168231104919|41.203.147.168|Internet Explorer|thanks|6|17592186044461|90|687194767763|
2012-11-12T12:38:06.363+00:00|1168231104920|41.203.147.168|Internet Explorer|About Sammy Sosa,  their home run-hitting prowess iAbout Elizabeth Taylor,  National Velvet (1944) was TayloAbout Samuel Taylor Co|130|17592186044461|90|687194767763|
2012-11-12T16:45:22.145+00:00|1168231104921|196.29.42.107|Firefox|yes|3|2199023255594|60||1168231104920
2011-10-06T19:54:03.911+00:00|687194767770|196.29.42.107|Firefox|About Sammy Sosa, er and RBI ChampiAbout Jackson Browne, ocker, and SomeboAbout Ch|82|2199023255594|60|687194767763|
2012-11-12T04:04:58.401+00:00|1168231104923|41.203.147.168|Internet Explorer|About Sammy Sosa, ong foreign-born MLB playersAbout Henri Matisse,  of colour and|82|17592186044461|90|687194767763|
2012-02-09T14:06:19.202+00:00|824633721244|186.64.7.5|Firefox|LOL|3|26388279066658|61||687194767770
2012-08-18T04:35:19.404+00:00|1030792151453|192.190.31.253|Chrome|good|4|13194139533352|49||687194767770
2012-11-12T21:28:45.493+00:00|1168231104926|196.29.42.107|Firefox|yes|3|2199023255594|60||1168231104920
2012-11-12T17:04:22.257+00:00|1168231104927|41.203.147.168|Internet Explorer|maybe|5|17592186044461|90||687194767770
2012-02-09T14:25:54.125+00:00|824633721248|186.64.7.5|Firefox|About Edward Elgar, n outsider, not onlyAbout John Ruskin, g styles and litera|78|26388279066658|61||687194767770
2012-02-10T10:25:25.524+00:00|824633721249|186.64.7.5|Firefox|About Charles V, Holy Roman Emperor, ceeded his paternal grandAbout Elizabeth II, pendence and some realms About Charles,|121|26388279066658|61||687194767770
2012-02-09T11:18:22.498+00:00|824633721250|186.64.7.5|Firefox|About Sammy Sosa, setting 1930 seAbout Jackson Browne, asy, For a RockAbout John Rusk|85|26388279066658|61||687194767770
2012-02-09T11:14:04.680+00:00|824633721252|186.64.7.5|Firefox|ok|2|26388279066658|61|343597384099|
2012-08-18T23:34:42.064+00:00|1030792151461|192.190.31.253|Chrome|About Paul Capdeville,  a career-high singles raAbout Johann Wolfgang von Goethe, 96: Wilhelm Meisters LehrAbout Francis of Assisi, the environment|147|13194139533352|49|343597384099|
2011-06-24T05:04:58.775+00:00|549755814310|200.93.242.176|Firefox|roflol|6|2199023255594|47|343597384099|
2012-08-19T18:02:46.797+00:00|1030792151463|192.190.31.253|Chrome|About Paul Capdeville, ayer. CapdevAbout Johann Wolfgang von Goethe, etical to t|80|13194139533352|49||1030792151461
2012-11-12T06:53:08.291+00:00|1168231104936|41.203.147.168|Internet Explorer|cool|4|17592186044461|90|343597384099|
2012-11-12T10:59:31.218+00:00|1168231104937|41.203.147.168|Internet Explorer|About Leonard Cohen, So Far for Beauty, About Francis of Assisi, massed a f|75|17592186044461|90||1030792151461
2012-11-12T04:17:10.633+00:00|1168231104938|41.203.147.168|Internet Explorer|LOL|3|17592186044461|90||1030792151461
2012-11-12T14:05:39.501+00:00|1168231104939|41.203.147.168|Internet Explorer|About France, uis and the atheïst Julien OfAbout League of Nations, agles fall out. After a numbeAbout Heart Like|114|17592186044461|90|343597384099|
2012-11-12T20:08:15.760+00:00|1168231104940|41.203.147.168|Internet Explorer|good|4|17592186044461|90||1168231104937
2012-11-12T05:35:09.102+00:00|1168231104941|41.203.147.168|Internet Explorer|I see|5|17592186044461|90|343597384099|
2012-08-19T15:20:27.161+00:00|1030792151470|196.29.42.107|Firefox|About Wayne Gretzky, yer to total over 200 pointsAbout Francis Drake, e was known a|83|2199023255594|60||1030792151461
2012-11-12T16:58:00.981+00:00|1168231104943|41.203.147.168|Internet Explorer|About England, as a sovereign stateAbout Switzerland, ieth largest exporteAbout France,  polymath, philosophAbout Lea|117|17592186044461|90||1168231104939
2012-11-12T14:18:34.110+00:00|1168231104944|196.29.42.107|Firefox|About Henry V of England, ceeded by his infant son,About France, arotti (11 December 1712 About Le|98|2199023255594|60||1168231104939
2012-02-09T11:44:34.310+00:00|824633721265|186.64.7.5|Firefox|good|4|26388279066658|61|343597384099|
2012-11-12T11:13:53.327+00:00|1168231104946|41.203.147.168|Internet Explorer|great|5|17592186044461|90||1030792151463
2012-02-09T11:32:27.472+00:00|824633721268|186.64.7.5|Firefox|no way!|7|26388279066658|61|68719477171|
2012-11-12T11:02:57.431+00:00|1168231104949|41.203.147.168|Internet Explorer|cool|4|17592186044461|90|68719477171|
2011-06-24T05:20:02.120+00:00|549755814326|196.29.42.107|Firefox|About Haile Selassie I, ans. Haile SeAbout Edvard Munch,  of the main About Cambodia,|86|2199023255594|60|68719477171|
2011-06-24T10:45:11.493+00:00|549755814327|196.29.42.107|Firefox|great|5|2199023255594|60||549755814326
2011-06-24T02:42:39.979+00:00|549755814328|196.29.42.107|Firefox|About Diana, Princess of Wales, edding to CharAbout Iceland, high latitude About S|82|2199023255594|60|68719477171|
2011-06-24T05:24:53.206+00:00|549755814329|202.52.230.241|Firefox|thx|3|2199023255594|88||549755814326
2012-11-13T02:48:00.661+00:00|1168231104954|41.203.147.168|Internet Explorer|About Diana, Princess of Wales, tention and public mourning were consAbout Frank Zappa, s such as Edgard Varèse and 1950s rhyAbout Paraguay, speaking Guaraní. Though it remains oAbout|183|17592186044461|90||549755814328
2012-02-09T13:59:29.934+00:00|824633721275|186.64.7.5|Firefox|thanks|6|26388279066658|61|68719477171|
2012-08-18T11:14:52.097+00:00|1030792151484|192.190.31.253|Chrome|thx|3|13194139533352|49|68719477171|
2011-06-24T18:33:00.933+00:00|549755814333|196.29.42.107|Firefox|About Edvard Munch, of psycholAbout Al Pacino, ino has haAbout The Wall, irst con|81|2199023255594|60|68719477171|
2012-11-13T12:59:04.194+00:00|1168231104958|186.64.7.5|Firefox|right|5|26388279066658|61||1168231104954
2012-02-10T06:59:29.797+00:00|824633721279|186.64.7.5|Firefox|thanks|6|26388279066658|61||549755814333
2012-11-12T02:59:59.020+00:00|1168231104960|41.203.147.168|Internet Explorer|right|5|17592186044461|90|68719477171|
2012-02-10T03:56:43.221+00:00|824633721281|186.64.7.5|Firefox|yes|3|26388279066658|61||549755814333
2011-06-25T01:41:43.933+00:00|549755814338|196.29.42.107|Firefox|no|2|2199023255594|60||549755814333
2012-08-18T20:53:16.759+00:00|1030792151492|192.190.31.253|Chrome|About Sammy Sosa, eer home About Vladimir Putin,  to have About Yevgeny Kafelni|79|13194139533352|49|687194767811|
2012-11-12T06:55:54.186+00:00|1168231104965|41.203.147.168|Internet Explorer|maybe|5|17592186044461|90|687194767811|
2012-08-19T15:07:57.009+00:00|1030792151494|186.64.7.5|Firefox|thanks|6|26388279066658|61||1030792151492
2012-08-19T16:29:57.630+00:00|1030792151495|192.190.31.253|Chrome|I see|5|13194139533352|49||1030792151492
2012-08-18T23:55:37.691+00:00|1030792151496|186.64.7.5|Firefox|ok|2|26388279066658|61||1030792151492
2012-02-09T16:30:47.233+00:00|824633721289|186.64.7.5|Firefox|About Kanye West, r 30 million digital songs in tAbout Niandra Lades and Usually Just a T-Shirt, zers on a four-track recorder. About Democratic Republic of the Congo, c coastline a|181|26388279066658|61|687194767811|
2012-02-09T16:57:59.555+00:00|824633721290|186.64.7.5|Firefox|About George Frideric Handel, ks and Messiah remaining poAbout Niandra Lades and Usually Just a T-Shirt, elease in 1994, and was ta|131|26388279066658|61||824633721289
2012-02-09T17:14:05.359+00:00|824633721291|186.64.7.5|Firefox|LOL|3|26388279066658|61||824633721289
2012-11-12T09:29:38.820+00:00|1168231104972|41.203.147.168|Internet Explorer|thx|3|17592186044461|90||824633721289
2012-11-12T03:30:24.022+00:00|1168231104973|41.203.147.168|Internet Explorer|About Sammy Sosa, n three times. SoAbout Philip K. Dick, s later works DicAbout Jay|83|17592186044461|90|687194767811|
2011-10-07T00:59:56.293+00:00|687194767822|196.29.42.107|Firefox|About France, eïst Julien OffraAbout Bukovina, rt of Romania. InAbout Korean Empi|81|2199023255594|60|687194767811|
2012-02-10T07:37:40.466+00:00|824633721295|196.29.42.107|Firefox|no way!|7|2199023255594|60||824633721289
2012-08-18T22:31:16.175+00:00|1030792151504|192.190.31.253|Chrome|no way!|7|13194139533352|49||1030792151492
2011-10-07T10:46:23.018+00:00|687194767825|196.29.42.107|Firefox|About Niandra Lades and Usually Just a T-Shirt, ly Just a T-ShirAbout Ameri|75|2199023255594|60|687194767811|
2012-11-12T08:14:02.943+00:00|1168231104978|186.64.7.5|Firefox|ok|2|26388279066658|61||1168231104973
2011-07-22T04:27:54.995+00:00|618475291092|1.2.2.77|Firefox|About Muhammad Ali Jinnah,  remained Pakistan'About John Gielgud, g of verse and partAbout|90|8796093022237|1|412316860883|
2012-02-18T03:41:17.171+00:00|824633721301|91.191.192.127|Firefox|fine|4|24189255811081|4||618475291092
2011-07-22T13:38:31.473+00:00|618475291094|1.2.2.77|Firefox|maybe|5|8796093022237|1|412316860883|
2012-02-18T22:51:05.206+00:00|824633721303|91.191.192.127|Firefox|About Mary I of England,  Queen of England About John Gielgud, lleague Sir Alec GAbout|87|24189255811081|4||618475291092
2012-02-16T22:02:01.116+00:00|824633721304|27.116.34.47|Chrome|no|2|13194139533355|0|412316860883|
2012-02-16T19:43:47.170+00:00|824633721305|27.116.34.47|Chrome|great|5|13194139533355|0|412316860883|
2012-02-16T19:49:38.990+00:00|824633721306|27.116.34.47|Chrome|About Stanley Kubrick,  specially-designAbout Pictures of Starving Children Sell|81|13194139533355|0||618475291092
2012-02-18T23:16:58.491+00:00|824633721307|1.2.2.77|Firefox|LOL|3|8796093022237|1||824633721303
2012-09-01T09:35:31.642+00:00|1030792151882|186.64.7.5|Firefox|ok|2|26388279066658|61|1030792151881|
2012-08-31T17:20:01.482+00:00|1030792151883|91.191.192.127|Firefox|great|5|24189255811081|4|1030792151881|
2012-09-01T16:12:39.080+00:00|1030792151885|61.16.136.118|Chrome|maybe|5|8796093022244|0|1030792151881|
2012-08-31T23:46:43.624+00:00|1030792151886|91.191.192.127|Firefox|duh|3|24189255811081|4|1030792151881|
2012-09-01T09:26:33.286+00:00|1030792151887|192.190.31.253|Chrome|no way!|7|13194139533352|49|1030792151881|
2012-08-31T21:28:30.518+00:00|1030792151888|31.192.109.124|Internet Explorer|About Fidel Castro, d he led a failedAbout Mohammad Reza Pahlavi,  his father Re|80|26388279066668|56|1030792151881|
2012-08-31T19:21:26.120+00:00|1030792151889|31.192.109.124|Internet Explorer|no way!|7|26388279066668|56|1030792151881|
2012-08-31T23:00:59.134+00:00|1030792151890|196.1.135.241|Internet Explorer|right|5|30786325577740|71||1030792151888
2012-11-13T04:53:45.588+00:00|1168231105363|41.74.150.41|Firefox|good|4|35184372088850|97||1030792151888
2012-09-01T02:47:41.938+00:00|1030792151892|192.190.31.253|Chrome|no|2|13194139533352|49||1030792151888
2012-09-01T00:49:54.625+00:00|1030792151894|31.192.109.124|Internet Explorer|About Fidel Castro,  Cuba from 1About Benjamin Franklin, pment of posAbout Bette|80|26388279066668|56|1030792151881|
2012-08-31T17:50:33.117+00:00|1030792151895|31.209.42.207|Internet Explorer|thanks|6|13194139533342|101|1030792151881|
2012-09-01T05:00:48.567+00:00|1030792151897|46.154.44.101|Firefox|great|5|15393162788877|105|1030792151881|
2012-06-05T11:43:01.046+00:00|962072675163|46.154.44.101|Firefox|thx|3|15393162788877|105|962072675162|
2012-06-05T09:37:22.549+00:00|962072675164|31.209.42.207|Internet Explorer|no way!|7|13194139533342|101|962072675162|
2012-07-08T22:49:46.095+00:00|962072675166|41.203.147.168|Internet Explorer|thx|3|17592186044461|90|962072675162|
2012-06-05T08:40:22.262+00:00|962072675169|46.154.44.101|Firefox|About United States, sts for surveillance warrants against suspected foreign intelligence agents inside the United States by federal police agencies. The FISA a|160|15393162788877|105|962072675162|
2012-06-05T08:47:12.339+00:00|962072675172|91.191.192.127|Firefox|right|5|24189255811081|4||962072675169
2012-07-08T20:36:45.930+00:00|962072675178|41.203.147.168|Internet Explorer|no way!|7|17592186044461|90||962072675169
2012-10-05T09:15:33.433+00:00|1099511628652|192.190.31.253|Chrome|thanks|6|13194139533352|49|1099511628651|
2012-10-05T08:48:11.821+00:00|1099511628653|196.1.135.241|Internet Explorer|right|5|30786325577740|71|1099511628651|
2012-10-05T10:02:24.692+00:00|1099511628654|91.191.192.127|Firefox|About Pope John XXIII, d Vatican City from 1958 until his death. Pope John was|78|24189255811081|4|1099511628651|
2012-10-05T10:02:34.702+00:00|1099511628655|31.209.42.207|Internet Explorer|LOL|3|13194139533342|101||1099511628654
2012-10-05T10:02:34.785+00:00|1099511628656|91.191.192.127|Firefox|thanks|6|24189255811081|4||1099511628654
2012-10-05T08:58:18.412+00:00|1099511628657|61.16.136.118|Chrome|fine|4|8796093022244|0|1099511628651|
2012-10-05T20:08:19.525+00:00|1099511628658|148.204.226.31|Chrome|About Clement Attlee, on to hold the office of Deputy Prime Minister, under Winston Ch|86|32|53||1099511628654
2012-10-06T00:43:01.683+00:00|1099511628659|31.170.121.115|Internet Explorer|thanks|6|28587302322180|48|1099511628651|
2012-10-05T21:42:32.485+00:00|1099511628660|148.204.226.31|Chrome|About New France, lishment of the colony of Île Royale (Cape Breton Island)|75|32|53|1099511628651|
2012-10-05T20:41:18.085+00:00|1099511628664|148.204.226.31|Chrome|great|5|32|53||1099511628658
2012-10-06T06:04:30.149+00:00|1099511628666|148.204.226.31|Chrome|no way!|7|32|53||1099511628658
2012-10-06T05:32:27.147+00:00|1099511628667|31.41.169.140|Chrome|About Pope John XXIII, ompletion of his final encyclical, Pacem in Terris. He was beatifiedAbout Clark Gable, s (1961), which paired Ga|135|16|92||1099511628654
2012-10-13T21:26:33.451+00:00|1099511629578|91.191.192.127|Firefox|About Desiderius Erasmus, f the Humanists; he has been called the crowning glory of the Ch|90|24189255811081|4|343597385481|
2011-07-22T03:31:39.135+00:00|618475292428|203.215.63.48|Firefox|ok|2|2199023255557|65|343597385481|
2012-10-27T11:29:37.395+00:00|1099511629581|27.112.88.106|Internet Explorer|About Desiderius Erasmus, ese raised questions that would be inflAbout Meat|76|24189255811109|1||1099511629578
2012-10-27T04:35:53.298+00:00|1099511629582|27.112.88.106|Internet Explorer|no way!|7|24189255811109|1|343597385481|
2012-10-27T11:40:53.026+00:00|1099511629583|27.112.88.106|Internet Explorer|good|4|24189255811109|1||1099511629581
2012-10-27T17:50:47.076+00:00|1099511629584|203.215.63.48|Firefox|no|2|2199023255557|65||1099511629581
2012-10-14T20:19:02.499+00:00|1099511629585|91.191.192.127|Firefox|About Pope Pius IX, During his pontificate, he convened the FiAbout Desiderius Era|82|24189255811081|4||1099511629578
2012-10-14T22:36:40.560+00:00|1099511629587|203.215.63.48|Firefox|About Desiderius Erasmus, a Christian Knight, On Civility in ChilAbout Anhalt|77|2199023255557|65||1099511629585
2012-10-14T20:21:15.632+00:00|1099511629588|91.191.192.127|Firefox|maybe|5|24189255811081|4||1099511629585
