deletionDate|Person1Id|Person2Id
2012-12-25T02:03:55.744+00:00|2199023256361|35184372089798
2012-12-25T03:39:27.630+00:00|6597069767597|21990232555639
2012-12-25T05:15:40.017+00:00|910|26388279067240
2012-12-25T06:49:35.767+00:00|13194139534936|28587302322534
2012-12-25T06:53:07.408+00:00|28587302322668|37383395344705
2012-12-25T07:34:35.698+00:00|28587302322180|35184372089633
2012-12-25T08:12:24.043+00:00|15393162789587|17592186045996
2012-12-25T08:20:04.699+00:00|1204|32985348834914
2012-12-25T08:51:54.272+00:00|4398046511926|37383395344878
2012-12-25T09:48:10.831+00:00|26388279067078|35184372089798
2012-12-25T10:01:56.769+00:00|2199023255851|13194139534699
2012-12-25T15:52:56.527+00:00|24189255812617|32985348833804
2012-12-25T16:23:20.692+00:00|17592186045196|17592186045408
2012-12-25T17:06:22.469+00:00|6597069766769|37383395345628
2012-12-25T18:19:46.676+00:00|19791209301378|26388279067293
2012-12-25T19:27:53.380+00:00|35184372090060|37383395344412
2012-12-25T19:36:08.449+00:00|15393162790214|19791209300650
2012-12-25T20:12:10.949+00:00|21990232555880|35184372089100
2012-12-25T22:43:29.451+00:00|1180|2199023256304
2012-12-25T22:45:11.181+00:00|2199023256599|26388279068318
2012-12-25T23:19:37.769+00:00|4398046511934|10995116279024
2012-12-25T23:45:49.669+00:00|6597069767006|30786325578948
