deletionDate|id
2012-12-18T00:15:56.000+00:00|1168231189645
2012-12-18T00:36:54.694+00:00|1168231276791
2012-12-18T02:17:17.532+00:00|1168231481691
2012-12-18T04:01:50.534+00:00|1168231260526
2012-12-18T05:34:38.036+00:00|1168231370711
2012-12-18T05:54:05.463+00:00|1168231494379
2012-12-18T07:05:41.762+00:00|1168231350396
2012-12-18T07:58:18.132+00:00|1168231119010
2012-12-18T08:12:41.864+00:00|1168231425507
2012-12-18T08:17:00.316+00:00|1168231321783
2012-12-18T08:35:35.802+00:00|1168231421754
2012-12-18T08:46:06.055+00:00|1168231504125
2012-12-18T09:28:49.033+00:00|1168231454355
2012-12-18T10:09:40.422+00:00|1168231433399
2012-12-18T10:28:09.659+00:00|1168231380256
2012-12-18T11:18:30.133+00:00|1168231421736
2012-12-18T11:34:48.130+00:00|1168231506149
2012-12-18T11:46:05.772+00:00|1168231233036
2012-12-18T12:32:07.232+00:00|1168231470459
2012-12-18T12:52:28.567+00:00|1168231323088
2012-12-18T13:56:59.220+00:00|1168231414423
2012-12-18T14:10:25.567+00:00|1168231298444
2012-12-18T14:26:06.496+00:00|1168231413948
2012-12-18T14:50:19.041+00:00|1168231423000
2012-12-18T14:56:51.783+00:00|1168231371445
2012-12-18T15:36:23.368+00:00|1168231438238
2012-12-18T17:22:00.269+00:00|1168231480627
2012-12-18T17:28:35.664+00:00|1168231300386
2012-12-18T18:13:18.364+00:00|1168231126403
2012-12-18T18:38:47.457+00:00|1168231370145
2012-12-18T18:52:23.357+00:00|1168231354739
2012-12-18T19:05:45.297+00:00|1168231374521
2012-12-18T19:58:48.593+00:00|1168231122714
2012-12-18T21:53:30.871+00:00|1168231220415
2012-12-18T22:26:08.505+00:00|1168231203458
2012-12-18T23:17:58.686+00:00|1168231377184
2012-12-18T23:28:55.318+00:00|1168231127538
2012-12-18T23:45:39.746+00:00|1168231196309
