deletionDate|PersonId|CommentId
2012-11-29T03:55:34.699+00:00|15393162790112|1168231123132
2012-11-29T06:13:23.825+00:00|32985348834162|1168231347877
2012-11-29T06:16:21.218+00:00|756|1168231481020
2012-11-29T06:59:54.673+00:00|8796093023070|1168231238769
2012-11-29T07:36:43.254+00:00|32985348834096|1168231480786
2012-11-29T07:52:31.199+00:00|15393162790481|1168231287824
2012-11-29T08:08:39.774+00:00|42|1168231122116
2012-11-29T08:36:11.103+00:00|17592186044477|1168231292755
2012-11-29T08:45:31.198+00:00|21990232556739|1168231346645
2012-11-29T12:21:55.547+00:00|26388279067660|1168231123132
2012-11-29T14:22:29.161+00:00|10995116279162|1168231310124
2012-11-29T16:14:39.652+00:00|2199023255686|1168231292755
2012-11-29T17:26:06.482+00:00|28587302322552|1168231480786
2012-11-29T17:39:33.719+00:00|10995116278083|1168231121995
2012-11-29T18:05:40.212+00:00|30786325578576|1168231409280
2012-11-29T18:40:46.247+00:00|17592186045813|1168231480658
2012-11-29T18:55:39.029+00:00|15393162789600|1168231287824
2012-11-29T19:44:20.919+00:00|6597069767722|1168231238769
2012-11-29T19:49:23.981+00:00|35184372090391|1168231240830
2012-11-29T20:29:46.107+00:00|32985348833732|1168231374685
2012-11-29T21:41:58.219+00:00|30786325578101|1168231287824
2012-11-29T22:05:28.047+00:00|28587302323659|1168231463229
