creationDate|PersonId|CompanyId|workFrom
2012-12-21T05:38:44.381+00:00|37383395345973|353|2004
2012-12-21T05:38:44.381+00:00|37383395345973|354|2007
2012-12-21T05:38:44.381+00:00|37383395345973|357|2002
2012-12-21T14:05:48.183+00:00|37383395345027|921|2012
2012-12-21T14:05:48.183+00:00|37383395345027|922|2011
2012-12-21T15:38:32.953+00:00|37383395344847|208|2003
2012-12-21T15:38:32.953+00:00|37383395344847|205|2003
2012-12-21T15:38:32.953+00:00|37383395344847|207|2004
2012-12-21T23:07:05.549+00:00|37383395344545|547|2004
2012-12-21T23:07:05.549+00:00|37383395344545|549|2004
2012-12-21T23:07:05.549+00:00|37383395344545|540|2004
2012-12-21T23:07:05.549+00:00|37383395344545|543|2003
