creationDate|PostId|TagId
2012-12-16T01:13:51.800+00:00|1168231127356|5113
2012-12-16T02:12:28.665+00:00|1168231481636|812
2012-12-16T02:35:22.377+00:00|1168231457713|6
2012-12-16T02:35:22.377+00:00|1168231457713|578
2012-12-16T02:35:22.377+00:00|1168231457713|1179
2012-12-16T02:35:22.377+00:00|1168231457713|2803
2012-12-16T02:35:22.377+00:00|1168231457713|5191
2012-12-16T02:35:22.377+00:00|1168231457713|7509
2012-12-16T02:45:46.129+00:00|1168231323376|1206
2012-12-16T03:12:45.619+00:00|1168231174227|1953
2012-12-16T03:21:30.407+00:00|1168231178338|2041
2012-12-16T03:22:15.342+00:00|1168231128332|805
2012-12-16T03:45:24.837+00:00|1168231463101|1581
2012-12-16T04:00:47.758+00:00|1168231251608|1032
2012-12-16T04:04:06.007+00:00|1168231312314|1733
2012-12-16T04:08:07.199+00:00|1168231428642|138
2012-12-16T04:08:07.199+00:00|1168231428642|2807
2012-12-16T04:08:07.199+00:00|1168231428642|2915
2012-12-16T04:51:56.217+00:00|1168231176829|284
2012-12-16T04:52:46.044+00:00|1168231285966|288
2012-12-16T04:54:37.268+00:00|1168231425841|140
2012-12-16T04:54:37.268+00:00|1168231425841|458
2012-12-16T04:54:37.268+00:00|1168231425841|11742
2012-12-16T05:51:29.909+00:00|1168231172920|1953
2012-12-16T06:09:52.758+00:00|1168231299808|147
2012-12-16T06:10:44.650+00:00|1168231312393|1733
2012-12-16T06:19:45.674+00:00|1168231502476|142
2012-12-16T06:25:38.055+00:00|1168231357077|1612
2012-12-16T06:41:22.690+00:00|1168231486597|418
2012-12-16T06:45:46.432+00:00|1168231481797|812
2012-12-16T07:15:04.394+00:00|1168231262403|790
2012-12-16T07:30:58.784+00:00|1168231493943|4845
2012-12-16T08:01:44.284+00:00|1168231493655|6733
2012-12-16T08:47:54.398+00:00|1168231196372|3001
2012-12-16T09:04:06.320+00:00|1168231455599|277
2012-12-16T09:04:06.320+00:00|1168231455599|1195
2012-12-16T09:11:33.788+00:00|1168231321646|2888
2012-12-16T10:00:06.875+00:00|1168231186057|973
2012-12-16T10:39:49.473+00:00|1168231347351|3045
2012-12-16T11:22:13.790+00:00|1168231395572|1176
2012-12-16T11:22:26.442+00:00|1168231293030|2821
2012-12-16T11:53:37.076+00:00|1168231184129|6
2012-12-16T12:04:57.792+00:00|1168231505572|159
2012-12-16T12:08:21.648+00:00|1168231347371|3045
2012-12-16T12:19:40.224+00:00|1168231262134|790
2012-12-16T12:59:27.857+00:00|1168231204855|1984
2012-12-16T13:27:23.082+00:00|1168231508624|2000
2012-12-16T13:34:09.262+00:00|1168231498246|6
2012-12-16T13:34:09.262+00:00|1168231498246|297
2012-12-16T13:34:09.262+00:00|1168231498246|2012
2012-12-16T13:34:09.262+00:00|1168231498246|3022
2012-12-16T13:51:14.385+00:00|1168231126395|5113
2012-12-16T14:43:54.002+00:00|1168231464088|1581
2012-12-16T15:16:00.099+00:00|1168231297635|147
2012-12-16T15:18:07.315+00:00|1168231187299|973
2012-12-16T15:23:55.242+00:00|1168231472379|977
2012-12-16T15:51:39.922+00:00|1168231494427|4845
2012-12-16T16:04:54.845+00:00|1168231435047|2918
2012-12-16T16:13:28.515+00:00|1168231189730|6440
2012-12-16T16:30:50.128+00:00|1168231371662|1415
2012-12-16T16:53:42.711+00:00|1168231406625|1419
2012-12-16T17:09:59.024+00:00|1168231394279|1455
2012-12-16T17:34:44.693+00:00|1168231299521|147
2012-12-16T17:50:18.638+00:00|1168231324963|8
2012-12-16T17:50:18.638+00:00|1168231324963|2777
2012-12-16T18:00:28.349+00:00|1168231196511|3001
2012-12-16T19:21:13.746+00:00|1168231262884|790
2012-12-16T20:08:08.645+00:00|1168231297738|147
2012-12-16T20:26:01.026+00:00|1168231338240|273
2012-12-16T20:58:42.118+00:00|1168231172860|1953
2012-12-16T21:17:49.626+00:00|1168231408726|1991
2012-12-16T21:37:40.941+00:00|1168231300368|147
2012-12-16T22:06:33.471+00:00|1168231222300|5152
2012-12-16T22:09:34.761+00:00|1168231379951|5196
2012-12-16T22:22:20.388+00:00|1168231494367|4845
2012-12-16T22:26:21.829+00:00|1168231121398|1153
2012-12-16T22:45:50.105+00:00|1168231486088|2927
2012-12-16T22:47:30.087+00:00|1168231399066|1023
2012-12-16T22:47:30.087+00:00|1168231399066|1940
2012-12-16T22:47:30.087+00:00|1168231399066|11742
2012-12-16T23:05:20.683+00:00|1168231493786|4845
2012-12-16T23:09:29.752+00:00|1168231205569|1401
2012-12-16T23:25:15.834+00:00|1168231119003|811
2012-12-16T23:40:52.390+00:00|1168231508300|9209
2012-12-16T23:45:42.322+00:00|1168231338959|273
