creationDate|PersonId|PostId
2012-05-12T19:24:38.644+00:00|10995116277782|962072674312
2012-05-11T06:05:48.641+00:00|10995116277782|962072674314
2012-05-12T19:19:16.377+00:00|24189255811081|962072674314
2012-10-07T07:44:19.568+00:00|24189255811081|1099511627804
2012-10-03T18:05:13.373+00:00|10995116277782|1099511627808
2012-10-07T20:37:21.354+00:00|24189255811081|1099511627808
2012-10-04T01:31:43.693+00:00|26388279066668|1099511627808
2012-10-08T03:51:35.162+00:00|24189255811081|1099511627809
2012-10-06T01:17:42.914+00:00|24189255811081|1099511627815
2012-04-02T00:11:37.627+00:00|10995116277782|893353197615
2011-02-21T00:36:13.174+00:00|10995116277782|412316860489
2011-02-16T04:12:36.120+00:00|10995116277782|412316860498
2012-01-14T21:10:19.139+00:00|10995116277782|824633720987
2012-01-14T18:19:52.721+00:00|10995116277782|824633720989
2012-03-16T11:38:46.350+00:00|10995116277782|893353197743
2012-04-15T23:48:11.296+00:00|10995116277782|893353197761
2012-04-20T13:25:17.328+00:00|10995116277782|893353197774
2012-04-20T15:50:32.502+00:00|26388279066668|893353197774
2011-07-27T16:07:50.382+00:00|10995116277782|618475290844
2011-03-20T15:11:18.989+00:00|10995116277782|481036337415
2011-01-14T21:41:50.324+00:00|10995116277782|412316860684
2011-10-22T09:11:18.094+00:00|10995116277782|687194767646
2011-10-24T03:09:06.268+00:00|10995116277782|687194767651
2011-10-23T22:51:57.301+00:00|10995116277782|687194767652
2011-10-24T00:03:12.752+00:00|10995116277782|687194767653
2012-03-20T14:04:00.040+00:00|26388279066668|893353197896
2011-03-12T09:16:20.234+00:00|13194139533355|481036337637
2012-06-07T10:26:42.498+00:00|13194139533355|962072674805
2012-06-04T01:31:30.663+00:00|13194139533355|962072674809
2012-06-03T20:14:24.813+00:00|24189255811081|962072674809
2011-07-29T06:35:59.621+00:00|13194139533355|618475291157
2012-06-05T23:31:10.480+00:00|13194139533355|962072674868
2012-06-05T21:50:36.751+00:00|13194139533355|962072674871
2012-06-04T21:16:04.971+00:00|24189255811081|962072674871
2012-04-09T20:16:58.324+00:00|24189255811081|893353198194
2012-04-11T09:07:42.916+00:00|24189255811081|893353198195
2011-03-23T10:30:19.166+00:00|13194139533355|481036337802
2011-03-27T07:38:03.620+00:00|13194139533355|481036337805
2011-08-27T08:41:45.330+00:00|13194139533355|618475291303
2011-08-26T17:52:51.715+00:00|13194139533355|618475291304
2011-08-28T03:34:57.007+00:00|13194139533355|618475291305
2011-08-23T23:52:43.522+00:00|13194139533355|618475291307
2011-08-23T06:37:54.626+00:00|13194139533355|618475291310
2011-02-01T18:12:57.045+00:00|13194139533355|412316861128
2011-02-03T16:21:05.049+00:00|13194139533355|412316861129
2011-02-02T16:18:20.012+00:00|13194139533355|412316861132
2012-08-24T05:34:40.445+00:00|13194139533355|1030792151764
2012-08-22T13:40:15.372+00:00|13194139533355|1030792151778
2011-10-13T23:50:29.309+00:00|13194139533355|687194768121
2011-10-13T11:04:30.154+00:00|13194139533355|687194768129
2012-07-07T00:36:06.029+00:00|13194139533355|962072675088
2011-12-25T13:25:42.322+00:00|13194139533355|755914244927
2011-12-25T17:50:13.428+00:00|13194139533355|755914244932
2011-12-29T12:57:27.663+00:00|24189255811081|755914244932
2011-05-29T16:19:14.398+00:00|16|549755814789
2011-05-26T11:34:55.807+00:00|32|549755814789
2011-05-31T01:49:08.700+00:00|8796093022244|549755814789
2011-05-31T17:56:22.878+00:00|13194139533342|549755814789
2011-10-21T05:08:55.800+00:00|16|687194768272
2011-10-22T22:48:08.891+00:00|32|687194768272
2011-10-18T21:08:27.218+00:00|13194139533342|687194768272
2011-10-17T19:23:24.994+00:00|13194139533352|687194768272
2011-10-17T14:56:32.890+00:00|15393162788877|687194768272
2011-10-23T09:36:15.297+00:00|17592186044461|687194768272
2012-08-22T17:25:33.589+00:00|15393162788877|1030792151962
2012-08-21T18:54:00.383+00:00|16|1030792151966
2012-08-18T04:56:48.320+00:00|32|1030792151966
2012-08-23T00:47:25.846+00:00|10995116277761|1030792151966
2012-08-17T19:03:04.082+00:00|13194139533352|1030792151966
2012-08-18T08:23:55.638+00:00|15393162788877|1030792151966
2012-08-17T16:20:24.716+00:00|24189255811081|1030792151966
2012-08-18T05:09:01.924+00:00|26388279066641|1030792151966
2012-08-18T06:40:47.529+00:00|26388279066658|1030792151966
2012-08-19T09:38:41.496+00:00|28587302322180|1030792151966
2012-08-21T07:17:17.028+00:00|30786325577740|1030792151966
2011-02-03T19:43:03.035+00:00|16|412316861378
2011-02-04T11:52:59.800+00:00|32|412316861378
2011-01-31T20:53:23.673+00:00|8796093022244|412316861378
2011-02-01T09:43:40.930+00:00|10995116277761|412316861378
2010-06-30T16:49:09.617+00:00|16|137438954446
2010-07-05T22:48:44.979+00:00|32|137438954446
2012-11-13T07:39:56.846+00:00|16|1168231105519
2012-11-17T08:20:16.076+00:00|8796093022244|1168231105519
2012-11-17T00:41:19.293+00:00|10995116277761|1168231105519
2012-11-11T07:58:08.664+00:00|13194139533342|1168231105519
2012-11-12T15:01:01.090+00:00|17592186044461|1168231105519
2012-11-14T18:49:13.864+00:00|24189255811081|1168231105519
2012-11-16T03:30:41.761+00:00|26388279066641|1168231105519
2012-11-10T23:04:27.275+00:00|26388279066658|1168231105519
2012-11-11T04:20:42.589+00:00|28587302322180|1168231105519
2012-11-15T19:43:49.543+00:00|28587302322196|1168231105519
