creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-18T00:01:12.318+00:00|1168231280920|109.200.162.181|Internet Explorer|no way!|7|26388279067210|109||1168231280919
2012-12-18T00:01:33.917+00:00|1168231108100|1.37.3.210|Opera|About Oliver Cromwell, t CathoAbout Isaac Newton, unorthoAbout Lil Wayne, l|75|10995116278727|55|206158433792|
2012-12-18T00:01:41.303+00:00|1168231253963|116.66.192.252|Internet Explorer|About Bette Midler, laimed films such as The Rose, Ruthless PeAbout North Vietnam, h Vietnam national football team was the nAbout Slowly Going the Way of the Buffal|165|2199023255767|88||893353347017
2012-12-18T00:01:44.736+00:00|1168231108102|111.125.159.140|Chrome|About Oliver Cromwell, y. In 1649 he was onAbout Bill Clinton, ies have been attribAbout Janis Joplin, forming abilities anAbout Everytime, ad with breathy vocaAbout Armenia,  an|178|24189255811723|59||1168231108100
2012-12-18T00:01:52.533+00:00|1168231108107|213.55.72.184|Chrome|good|4|28587302323659|76||1168231108100
2012-12-18T00:03:30.732+00:00|1168231338733|46.227.61.58|Internet Explorer|duh|3|8796093023851|78||1168231338722
2012-12-18T00:04:14.314+00:00|1168231490172|27.61.225.146|Internet Explorer|About Can the Can, le by Suzi Quatro and the name of her debut album in Australia (in other countries, Suzi Quatro is the name of this album). Writte|149|37383395345531|0||1030792536689
2012-12-18T00:04:28.151+00:00|1168231314854|41.138.47.146|Chrome|cool|4|28587302323163|90||1168231314836
2012-12-18T00:07:58.133+00:00|1168231137150|49.156.154.186|Internet Explorer|About Diocletian, self an autocrat, elevating himself aboveAbout Jackie Robinson,|81|24189255812556|0||1168231137149
2012-12-18T00:10:37.859+00:00|1168231245974|14.204.93.69|Firefox|yes|3|10995116279037|1||962072815761
2012-12-18T00:10:41.541+00:00|1168231206536|196.223.2.11|Firefox|About War Requiem, en mostly in 1961 and completeAbout Upper Canada,  or present-day Que|88|21990232556892|110|1099511729799|
2012-12-18T00:10:49.106+00:00|1168231137151|14.1.2.63|Chrome|great|5|35184372089942|1||1168231137150
2012-12-18T00:11:21.869+00:00|1168231189642|103.1.103.91|Opera|About Abraham,  became a country lawyer, a Whig Party leader, Illinois state le|79|13194139534003|0|1168231189640|
2012-12-18T00:12:46.212+00:00|1168231478277|27.112.89.16|Firefox|thanks|6|35184372089511|1||1030792524797
2012-12-18T00:13:09.686+00:00|1168231431310|1.0.11.180|Chrome|no|2|17592186045577|1||1168231431306
2012-12-18T00:15:13.365+00:00|1168231271838|14.192.79.60|Internet Explorer|About Isabella I of Castile, , nicknamed the Catholic, waAbout Tomb of the Mutilat|82|10995116278066|1||1168231271836
2012-12-18T00:15:27.529+00:00|1168231278717|41.188.54.178|Internet Explorer|great|5|32985348833598|84||1099511801979
2012-12-18T00:15:45.887+00:00|1168231189645|103.1.92.23|Firefox|ok|2|6597069767839|88||1168231189642
2012-12-18T00:17:24.245+00:00|1168231206546|196.223.2.11|Firefox|good|4|21990232556892|110||1099511729807
2012-12-18T00:19:29.215+00:00|1168231398010|180.149.209.203|Chrome|thanks|6|17592186045847|54||1168231398008
2012-12-18T00:20:19.284+00:00|1168231480573|31.131.151.129|Firefox|About Harrison Ford, ars of All Time list. As of About Crown of Castile, s of Castile and León upon tAbout United Arab Emirates, re rank|136|6597069766712|72||1168231480570
2012-12-18T00:21:28.747+00:00|1168231404893|144.22.179.250|Internet Explorer|I see|5|1661|53||1168231404892
2012-12-18T00:22:03.318+00:00|1168231507029|46.160.92.104|Internet Explorer|About Ludwig Wittgenstein, The early Wittgenstein was coAbout Ernest Hemingway, riou|84|4398046511484|106|1168231507018|
2012-12-18T00:25:32.150+00:00|1168231113838|41.76.138.89|Firefox|About Bhutan, bdivided into 100 chhertum (called chetrums on coins until 19About Abraham, e faction of the Republican par|121|17592186045190|73||1168231113832
2012-12-18T00:25:34.115+00:00|1168231397876|193.176.0.181|Internet Explorer|About Charlie Chaplin, War I. Chaplin used mime, slapstick and other visual comedy routi|88|28587302323090|93|1168231397871|
2012-12-18T00:27:37.411+00:00|1168231390687|192.160.111.235|Internet Explorer|duh|3|910|49|481036623326|
2012-12-18T00:27:47.053+00:00|1168231246265|14.204.93.69|Firefox|duh|3|10995116279037|1||962072816055
2012-12-18T00:28:28.367+00:00|1168231229439|200.0.70.44|Chrome|About Paraguay, the Heart of America. The Guaraní have been living in Paraguay s|80|35184372090502|49||687194892286
2012-12-18T00:29:33.051+00:00|1168231416761|1.8.28.90|Firefox|About Walt Disney,  Walt Disney World ResAbout Netherlands, s legal capital. The NAbout|87|30786325579221|1||1030792463284
2012-12-18T00:30:19.154+00:00|1168231276790|62.13.249.248|Firefox|cool|4|30786325578070|99||1168231276788
