deletionDate|PersonId|CommentId
2012-12-29T00:21:11.249+00:00|17592186044645|1168231507072
2012-12-29T01:37:49.386+00:00|15393162789912|1168231111397
2012-12-29T02:17:41.291+00:00|30786325577809|1168231491141
2012-12-29T02:41:42.905+00:00|26388279068209|1168231269796
2012-12-29T03:55:47.756+00:00|21990232555855|1168231143964
2012-12-29T04:28:58.785+00:00|8796093022606|1168231188861
2012-12-29T04:49:37.678+00:00|35184372089362|1168231443701
2012-12-29T05:55:34.611+00:00|10995116279375|1168231376822
2012-12-29T06:32:37.977+00:00|17592186045591|1168231462064
2012-12-29T06:34:18.915+00:00|32985348834162|1168231346826
2012-12-29T06:40:24.043+00:00|15393162789820|1168231175016
2012-12-29T06:46:37.442+00:00|13194139534936|1168231288152
2012-12-29T07:16:24.627+00:00|32985348833804|1168231157826
2012-12-29T08:30:33.183+00:00|17592186045408|1168231197034
2012-12-29T08:52:01.589+00:00|2199023257001|1168231263317
2012-12-29T08:53:23.043+00:00|19791209300424|1168231173715
2012-12-29T10:36:21.378+00:00|30786325578777|1168231151579
2012-12-29T10:47:48.763+00:00|13194139534869|1168231491141
2012-12-29T10:54:56.742+00:00|35184372089100|1168231246146
2012-12-29T11:11:27.150+00:00|10995116278390|1168231390242
2012-12-29T11:22:03.983+00:00|28587302323795|1168231312756
2012-12-29T11:49:07.223+00:00|8796093023864|1168231117703
2012-12-29T11:52:38.237+00:00|17592186045876|1168231220215
2012-12-29T12:34:46.420+00:00|24189255812253|1168231394937
2012-12-29T12:42:55.207+00:00|30786325577990|1168231151579
2012-12-29T13:10:00.065+00:00|30786325578612|1168231471871
2012-12-29T13:38:13.431+00:00|35184372089362|1168231143633
2012-12-29T13:51:43.078+00:00|4398046512392|1168231395524
2012-12-29T14:06:37.467+00:00|455|1168231179543
2012-12-29T14:22:26.424+00:00|13194139533562|1168231494442
2012-12-29T14:24:28.021+00:00|8796093023070|1168231153439
2012-12-29T14:47:00.486+00:00|17592186044991|1168231404590
2012-12-29T14:57:22.174+00:00|30786325577918|1168231175016
2012-12-29T15:30:26.008+00:00|1223|1168231105159
2012-12-29T15:36:12.647+00:00|2199023256361|1168231151579
2012-12-29T15:40:06.340+00:00|17592186046107|1168231494001
2012-12-29T15:51:25.856+00:00|21990232555639|1168231269796
2012-12-29T15:59:33.338+00:00|32985348834871|1168231507072
2012-12-29T16:48:56.179+00:00|17592186045201|1168231143964
2012-12-29T17:44:20.659+00:00|8796093023536|1168231448442
2012-12-29T18:18:01.797+00:00|10995116277851|1168231153439
2012-12-29T18:32:39.314+00:00|28587302322760|1168231463993
2012-12-29T19:56:25.376+00:00|28587302322180|1168231188861
2012-12-29T20:01:25.733+00:00|21990232557019|1168231312820
2012-12-29T20:16:46.009+00:00|10995116278729|1168231263504
2012-12-29T21:08:11.439+00:00|6597069768352|1168231507909
2012-12-29T21:21:26.531+00:00|32985348833450|1168231105159
2012-12-29T21:25:30.870+00:00|13194139533732|1168231187623
2012-12-29T21:59:38.031+00:00|32985348833688|1168231127427
2012-12-29T22:35:59.635+00:00|13194139534792|1168231153439
2012-12-29T22:58:51.690+00:00|35184372089100|1168231454489
2012-12-29T23:18:45.992+00:00|19791209301580|1168231131120
2012-12-29T23:25:03.843+00:00|30786325578370|1168231486947
