creationDate|PersonId|CommentId
2012-12-21T02:07:05.040+00:00|26388279066641|1168231107497
2012-12-21T04:38:50.157+00:00|17592186044461|1168231107497
2012-12-21T04:53:51.105+00:00|21990232555527|1168231108557
2012-12-21T09:22:14.656+00:00|10995116277808|1168231107612
2012-12-21T10:19:45.144+00:00|6597069766702|1168231107497
2012-12-21T14:54:03.452+00:00|8796093022244|1168231107612
2012-12-21T15:35:54.201+00:00|8796093022234|1168231107497
2012-12-21T17:21:40.431+00:00|2199023255594|1168231107612
2012-12-21T17:41:26.265+00:00|28587302322180|1168231107497
2012-12-21T20:30:12.731+00:00|26388279066668|1168231107612
2012-12-21T22:06:02.683+00:00|28587302322191|1168231107612
2012-12-21T23:20:47.429+00:00|10995116277761|1168231107497
2012-12-21T23:47:09.297+00:00|32|1168231107612
