deletionDate|Person1Id|Person2Id
2012-12-27T00:25:33.663+00:00|17592186044648|37383395344878
2012-12-27T01:56:40.550+00:00|2199023255898|6597069767381
2012-12-27T05:50:21.914+00:00|24189255811433|30786325578980
2012-12-27T07:23:14.888+00:00|555|35184372089719
2012-12-27T07:27:51.263+00:00|30786325578829|37383395344545
2012-12-27T08:39:08.101+00:00|17592186045627|37383395344705
2012-12-27T09:19:29.045+00:00|2199023255862|32985348834696
2012-12-27T12:15:05.705+00:00|26388279067332|37383395345384
2012-12-27T13:44:12.806+00:00|21990232557062|26388279066795
2012-12-27T15:53:01.131+00:00|983|37383395345572
2012-12-27T15:54:18.202+00:00|8796093023851|37383395344485
2012-12-27T18:22:39.113+00:00|35184372089116|35184372090400
2012-12-27T19:08:34.587+00:00|1251|32985348833598
2012-12-27T20:11:49.252+00:00|17592186045804|28587302322210
2012-12-27T23:13:39.310+00:00|4398046511934|26388279066736
2012-12-27T23:47:46.946+00:00|2199023257001|37383395345452
