creationDate|Person1Id|Person2Id
2012-12-18T00:10:10.323+00:00|26388279066936|35184372089511
2012-12-18T00:29:38.754+00:00|19791209300485|19791209300778
2012-12-18T00:29:44.739+00:00|30786325578905|37383395345414
2012-12-18T00:51:20.221+00:00|28587302323795|37383395345628
2012-12-18T01:45:17.794+00:00|8796093023077|37383395345948
2012-12-18T01:46:26.824+00:00|10995116278132|37383395345633
2012-12-18T01:48:43.436+00:00|13194139534610|17592186045488
2012-12-18T02:18:37.019+00:00|28587302323565|30786325578526
2012-12-18T02:20:47.686+00:00|32985348833955|32985348834072
2012-12-18T02:24:07.758+00:00|21990232557028|37383395344771
2012-12-18T02:36:03.554+00:00|13194139534169|32985348833804
2012-12-18T02:48:16.198+00:00|17592186045034|37383395345707
2012-12-18T03:02:15.277+00:00|13194139534169|35184372089685
2012-12-18T03:15:20.940+00:00|10995116278408|32985348833410
2012-12-18T03:24:58.006+00:00|8796093023371|28587302322885
2012-12-18T03:28:53.780+00:00|32985348833746|35184372089685
2012-12-18T03:43:12.505+00:00|24189255812253|35184372088856
2012-12-18T04:34:07.554+00:00|35184372089265|37383395346064
2012-12-18T04:36:05.203+00:00|2199023256198|35184372090529
2012-12-18T04:40:17.249+00:00|13194139533931|24189255812726
2012-12-18T04:48:27.997+00:00|26388279067761|35184372089798
2012-12-18T04:55:15.406+00:00|28587302322180|37383395344486
2012-12-18T05:13:23.604+00:00|13194139534942|21990232555880
2012-12-18T05:15:21.937+00:00|35184372089100|37383395345141
2012-12-18T05:20:06.848+00:00|17592186044800|30786325579172
2012-12-18T05:21:15.035+00:00|10995116279024|35184372089685
2012-12-18T05:23:42.555+00:00|8796093023625|35184372088985
2012-12-18T05:39:42.852+00:00|483|37383395345572
2012-12-18T05:49:36.838+00:00|21990232557074|30786325578612
2012-12-18T05:51:46.537+00:00|1065|24189255812167
2012-12-18T05:57:01.324+00:00|21990232556858|24189255812617
2012-12-18T06:00:10.761+00:00|2199023256479|35184372089722
2012-12-18T06:08:29.484+00:00|30786325578144|35184372089370
2012-12-18T06:08:56.062+00:00|24189255811413|37383395346069
2012-12-18T06:10:44.416+00:00|19791209300870|30786325578202
2012-12-18T06:10:54.006+00:00|4398046512405|35184372089264
2012-12-18T06:16:19.527+00:00|35184372089722|37383395346069
2012-12-18T06:19:46.174+00:00|21990232556367|35184372090400
2012-12-18T06:24:50.372+00:00|17592186044850|26388279067210
2012-12-18T06:31:33.333+00:00|4398046511357|35184372090311
2012-12-18T06:46:20.744+00:00|17592186045848|37383395345239
2012-12-18T07:04:39.209+00:00|2199023255851|37383395345633
2012-12-18T07:16:52.899+00:00|6597069767675|35184372089942
2012-12-18T07:37:23.088+00:00|21990232556823|37383395344721
2012-12-18T07:44:16.225+00:00|17592186045748|35184372090400
2012-12-18T08:07:03.283+00:00|28587302322311|32985348834955
2012-12-18T08:15:17.472+00:00|21990232555636|35184372089798
2012-12-18T08:30:25.549+00:00|1065|28587302322227
2012-12-18T08:45:00.538+00:00|19791209301104|37383395344977
2012-12-18T08:53:54.090+00:00|26388279067078|35184372090060
2012-12-18T08:56:23.497+00:00|37383395345572|37383395345948
2012-12-18T09:18:10.973+00:00|28587302323720|30786325579221
2012-12-18T09:21:05.724+00:00|19791209301288|24189255812726
2012-12-18T09:42:29.041+00:00|24189255811875|37383395345707
2012-12-18T09:43:00.899+00:00|8796093023616|30786325577990
2012-12-18T09:46:20.144+00:00|13194139534507|37383395345764
2012-12-18T09:56:22.545+00:00|21990232556140|37383395345414
2012-12-18T10:31:25.551+00:00|24189255811785|37383395346041
2012-12-18T11:19:49.554+00:00|2199023256905|37383395345882
2012-12-18T11:25:00.794+00:00|19791209300227|37383395345203
2012-12-18T12:00:28.399+00:00|30786325578120|37383395346069
2012-12-18T12:15:40.184+00:00|35184372090391|37383395345709
2012-12-18T12:41:51.612+00:00|19791209301378|30786325578253
2012-12-18T12:43:17.726+00:00|4398046511168|21990232556059
2012-12-18T12:44:15.553+00:00|13194139533439|35184372088972
2012-12-18T12:46:09.984+00:00|30786325579172|37383395345556
2012-12-18T12:58:18.184+00:00|19791209301104|37383395345707
2012-12-18T13:12:47.473+00:00|28587302323163|37383395345729
2012-12-18T13:12:58.956+00:00|13194139533753|19791209300789
2012-12-18T13:14:39.887+00:00|2199023256479|35184372089264
2012-12-18T13:16:48.944+00:00|6597069768067|37383395345572
2012-12-18T13:36:33.319+00:00|910|37383395346064
2012-12-18T13:52:42.930+00:00|17592186045284|32985348834548
2012-12-18T14:00:11.725+00:00|4398046512103|37383395346069
2012-12-18T14:00:36.665+00:00|21990232555880|35184372089722
2012-12-18T14:23:23.126+00:00|4398046512405|10995116278753
2012-12-18T14:29:10.055+00:00|21990232555880|32985348833732
2012-12-18T14:34:51.187+00:00|24189255811914|35184372089722
2012-12-18T14:47:07.855+00:00|13194139534169|37383395346069
2012-12-18T14:53:12.190+00:00|15393162789687|37383395344977
2012-12-18T14:57:22.584+00:00|19791209301454|30786325578253
2012-12-18T15:23:38.651+00:00|21990232555781|37383395345336
2012-12-18T15:59:00.656+00:00|26388279066736|37383395346069
2012-12-18T16:07:28.131+00:00|28587302322668|32985348833517
2012-12-18T16:09:05.116+00:00|6597069766712|17592186044850
2012-12-18T16:11:47.220+00:00|21990232556367|37383395344721
2012-12-18T16:14:37.234+00:00|2199023256981|15393162788952
2012-12-18T16:27:11.187+00:00|2199023256313|35184372089798
2012-12-18T16:40:57.156+00:00|35184372090502|37383395345572
2012-12-18T16:43:30.144+00:00|15393162789051|30786325578905
2012-12-18T16:46:14.375+00:00|24189255812681|30786325578905
2012-12-18T18:00:22.163+00:00|15393162789420|35184372089511
2012-12-18T18:11:13.982+00:00|28587302322216|37383395345948
2012-12-18T18:28:59.248+00:00|13194139534936|37383395345633
2012-12-18T19:04:57.435+00:00|19791209300164|35184372090311
2012-12-18T19:10:28.844+00:00|4398046512103|17592186045707
2012-12-18T19:27:01.491+00:00|17592186045813|37383395345141
