deletionDate|Person1Id|Person2Id
2012-12-29T00:17:26.908+00:00|28587302323330|35184372088955
2012-12-29T01:06:22.745+00:00|10995116279153|24189255811081
2012-12-29T01:21:27.977+00:00|28587302322534|28587302323340
2012-12-29T01:35:56.048+00:00|35184372089100|37383395345531
2012-12-29T02:14:34.334+00:00|30786325579197|35184372089722
2012-12-29T02:30:11.359+00:00|2199023257140|37383395345078
2012-12-29T06:59:41.551+00:00|4398046512405|37383395345239
2012-12-29T07:52:31.012+00:00|8796093022402|21990232556290
2012-12-29T08:59:49.509+00:00|2199023255686|15393162790417
2012-12-29T09:39:41.400+00:00|10995116278578|37383395345948
2012-12-29T12:51:48.067+00:00|13194139534507|37383395344865
2012-12-29T15:55:32.691+00:00|4398046511989|37383395346041
2012-12-29T16:28:47.579+00:00|15393162789106|37383395344878
2012-12-29T17:46:10.731+00:00|4398046511661|37383395345920
2012-12-29T18:23:47.463+00:00|1204|37383395344633
2012-12-29T19:13:07.073+00:00|8796093023809|37383395344977
2012-12-29T19:44:30.440+00:00|8796093022948|37383395344579
2012-12-29T20:05:45.403+00:00|37383395344787|37383395345948
2012-12-29T20:19:29.117+00:00|4398046512273|4398046512328
2012-12-29T22:14:52.826+00:00|32985348834242|35184372090391
2012-12-29T22:25:47.316+00:00|13194139534671|37383395344878
2012-12-29T22:52:25.130+00:00|4398046512126|37383395344878
2012-12-29T23:23:57.774+00:00|4398046512803|10995116279045
2012-12-29T23:24:28.469+00:00|8796093022302|15393162789466
2012-12-29T23:40:39.004+00:00|35184372089265|35184372089698
