deletionDate|Person1Id|Person2Id
2012-12-28T02:03:32.063+00:00|32985348834826|37383395344865
2012-12-28T03:09:14.923+00:00|8796093022302|15393162790417
2012-12-28T04:22:17.692+00:00|6597069767539|28587302323752
2012-12-28T09:03:38.468+00:00|4398046511577|24189255811971
2012-12-28T09:07:59.883+00:00|17592186045577|35184372089264
2012-12-28T10:40:52.179+00:00|6597069767706|35184372090136
2012-12-28T13:08:22.002+00:00|30786325578598|30786325579172
2012-12-28T13:17:22.207+00:00|13194139534431|32985348833517
2012-12-28T13:53:38.207+00:00|13194139534942|37383395344993
2012-12-28T15:31:20.755+00:00|6597069768249|35184372089012
2012-12-28T17:51:11.105+00:00|4398046512582|28587302323720
2012-12-28T17:58:47.554+00:00|6597069768352|17592186044609
2012-12-28T20:51:35.131+00:00|24189255812068|28587302322307
2012-12-28T20:58:12.312+00:00|2199023255851|17592186045993
2012-12-28T20:58:16.760+00:00|10995116278066|28587302323346
2012-12-28T23:21:48.248+00:00|30786325578612|35184372090136
