deletionDate|Person1Id|Person2Id
2012-12-23T00:09:12.437+00:00|21990232556623|24189255812726
2012-12-23T03:06:55.640+00:00|19791209300172|35184372089798
2012-12-23T05:21:10.655+00:00|24189255811433|37383395346064
2012-12-23T06:40:10.436+00:00|1661|21990232556140
2012-12-23T12:48:35.785+00:00|8796093023537|21990232556858
2012-12-23T12:58:06.266+00:00|21990232557074|32985348834355
2012-12-23T14:40:29.923+00:00|13194139534169|35184372089685
2012-12-23T14:44:53.967+00:00|8796093023573|15393162789420
2012-12-23T16:55:27.278+00:00|21990232556711|35184372088856
2012-12-23T17:28:49.944+00:00|4398046512360|35184372090391
2012-12-23T19:59:06.358+00:00|21990232556466|35184372090153
2012-12-23T21:32:05.265+00:00|4398046511348|26388279067357
