deletionDate|ForumId|PersonId
2012-12-19T02:46:56.779+00:00|1168231120830|8796093023625
2012-12-19T02:54:33.661+00:00|549755822134|30786325578929
2012-12-19T03:56:19.499+00:00|1030792161382|35184372089698
2012-12-19T05:13:59.339+00:00|1168231121241|26388279068047
2012-12-19T05:28:55.346+00:00|343597387272|28587302323389
2012-12-19T07:25:05.835+00:00|1030792166069|32985348834665
2012-12-19T10:03:11.996+00:00|1099511643399|10995116279375
2012-12-19T15:13:58.388+00:00|1168231121178|19791209300735
2012-12-19T17:51:04.673+00:00|1099511644415|24189255812574
2012-12-19T22:41:40.363+00:00|1168231121242|15393162789134
2012-12-19T23:32:17.300+00:00|137438956694|6597069767723
