creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-09T00:00:13.804+00:00|1168231123518|60.52.24.226|Firefox|About J. R. R. Tolkien, arly identified as the fatAbout Douglas MacArthur, o|76|26388279067293|85||1168231123517
2012-12-09T00:00:44.471+00:00|1168231451945|31.207.81.222|Firefox|About Yoko Ono, d filmmaking as well as her marriage to John Lennon. Ono brought feminism to the fAbout How to Save a Life, ng the record held previously by Coldp|162|37383395344590|105|1099511975205|
2012-12-09T00:01:34.111+00:00|1168231330393|85.196.23.8|Firefox|duh|3|30786325579070|78|481036563031|
2012-12-09T00:02:22.102+00:00|1168231502687|41.206.32.112|Firefox|About Francis I of France, and Holy Roman Emperor About Tennessee Williams, . Williams ad|89|32985348834502|83|1030792549212|
2012-12-09T00:03:10.454+00:00|1168231113036|192.190.31.253|Chrome|thx|3|28587302322216|49|1168231113034|
2012-12-09T00:03:43.835+00:00|1168231172548|46.21.128.31|Internet Explorer|cool|4|28587302322396|77|1168231172545|
2012-12-09T00:04:06.244+00:00|1168231235460|117.18.247.146|Chrome|About Johan Christian Fabricius, the 18th century, having named nearly 10,000 species of a|90|19791209301047|54||1168231235458
2012-12-09T00:04:15.166+00:00|1168231485954|27.123.9.54|Opera|About Pablo Picasso,  artists who most defined the revolutionary developments in|80|30786325579250|52|1168231485945|
2012-12-09T00:06:14.785+00:00|1168231432561|27.50.4.77|Chrome|About Benin, roup in Benin is Roman Catholicism, followAbout A Whole New World, ng|82|859|0||755914572140
2012-12-09T00:06:30.575+00:00|1168231330022|85.196.23.8|Firefox|About Josip Broz Tito,  1991. Despite being one About Stonewall Jackson, v|74|30786325579070|78|618475516126|
2012-12-09T00:06:32.437+00:00|1168231302253|41.75.234.112|Internet Explorer|no|2|2199023255898|97||1168231302247
2012-12-09T00:06:39.097+00:00|1168231404241|199.103.92.226|Firefox|great|5|19791209300224|77|1168231404235|
2012-12-09T00:06:52.489+00:00|1168231113041|110.44.189.187|Chrome|cool|4|8796093023209|58|1168231113034|
2012-12-09T00:08:57.120+00:00|1168231298465|1.1.0.104|Firefox|no|2|32985348833455|1||1168231298455
2012-12-09T00:09:01.194+00:00|1168231451947|203.81.64.12|Chrome|great|5|1582|65||1168231451945
2012-12-09T00:09:35.915+00:00|1168231451979|46.106.8.54|Internet Explorer|good|4|19791209300225|105||1168231451977
2012-12-09T00:12:12.674+00:00|1168231485946|49.50.8.151|Firefox|no way!|7|35184372090046|51|1168231485945|
2012-12-09T00:13:52.321+00:00|1168231373502|14.130.106.24|Opera|maybe|5|37383395345374|1|549756082875|
2012-12-09T00:14:59.288+00:00|1168231480575|27.100.13.97|Chrome|About Harry S. Truman, human rightAbout Count Basie,  led the grAbout Mony Mony, ny|83|21990232556235|0||1099512003838
2012-12-09T00:16:40.370+00:00|1168231480576|1.23.147.112|Firefox|About Miles Davis, odal jazz, aAbout Count Basie,  notable musAbout Paul McCartney, a so|88|37383395344954|0||1168231480575
2012-12-09T00:18:09.585+00:00|1168231453972|27.116.17.45|Internet Explorer|no|2|10995116279045|0|1168231453968|
2012-12-09T00:18:13.250+00:00|1168231502688|196.32.227.177|Chrome|About Francis I of France, th. During his About Tennessee Williams, ls, poetry, essA|84|1555|83||1168231502687
2012-12-09T00:19:12.082+00:00|1168231172547|146.164.33.143|Chrome|good|4|24189255811326|49|1168231172545|
2012-12-09T00:20:19.088+00:00|1168231295742|31.40.121.246|Chrome|About Kiribati, hrough a series of causeways, located in the Tarawa archipelago.|80|21990232555781|56||1168231295733
2012-12-09T00:21:10.621+00:00|1168231375211|110.38.100.178|Chrome|LOL|3|6597069766942|54|687195038056|
2012-12-09T00:21:45.702+00:00|1168231330240|85.196.23.8|Firefox|yes|3|30786325579070|78|481036562876|
2012-12-09T00:24:03.301+00:00|1168231501633|103.3.44.217|Firefox|no way!|7|8796093023077|51|1030792548155|
2012-12-09T00:25:33.788+00:00|1168231199229|46.18.46.21|Firefox|right|5|37383395346041|99||1030792245752
2012-12-09T00:28:54.999+00:00|1168231143412|46.17.230.107|Internet Explorer|maybe|5|35184372090311|3||962072713196
2012-12-09T00:30:09.147+00:00|1168231143654|46.17.230.107|Internet Explorer|About David Hockney, n, Yorkshire and KAbout Reba McEntire, ors. She has sinceAbout Republic of Macedoni|104|35184372090311|3|549755853029|
2012-12-09T00:30:51.082+00:00|1168231143931|46.17.230.107|Internet Explorer|ok|2|35184372090311|3||962072713721
2012-12-09T00:31:26.025+00:00|1168231286556|1.1.4.14|Internet Explorer|About Music for 18 Musicians, icial website. Music for 18 Musicians was written f|81|32985348834275|1||1168231286545
2012-12-09T00:32:16.767+00:00|1168231456158|164.41.56.125|Firefox|About H. G. Wells, es Dickens. Wells alsoAbout Robin Williams,  in the TV series Mor|84|4398046511595|49||1168231456157
