deletionDate|ForumId|PersonId
2012-12-28T04:24:21.245+00:00|1168231107309|10995116278326
2012-12-28T04:54:11.114+00:00|1168231120829|32985348834507
2012-12-28T05:28:23.213+00:00|1168231121101|4398046512273
2012-12-28T07:19:05.851+00:00|412316868262|26388279068209
2012-12-28T12:35:36.742+00:00|1168231121284|17592186046075
2012-12-28T14:42:35.320+00:00|618475291000|10995116279024
2012-12-28T17:27:21.062+00:00|1099511644391|8796093023183
2012-12-28T18:08:05.387+00:00|1099511641504|21990232556290
2012-12-28T19:12:15.957+00:00|1099511631039|8796093022932
2012-12-28T19:46:19.760+00:00|481036346304|26388279067997
2012-12-28T20:28:41.280+00:00|824633736106|35184372090106
2012-12-28T21:47:20.546+00:00|1168231120830|13194139534926
2012-12-28T22:59:31.876+00:00|687194780129|26388279067660
