creationDate|PersonId|PostId
2012-11-30T00:00:13.073+00:00|24189255811433|1168231509104
2012-11-30T00:03:17.427+00:00|21990232556052|1168231507080
2012-11-30T00:05:07.574+00:00|15393162790355|1168231507546
2012-11-30T00:06:06.239+00:00|21990232556036|1168231426350
2012-11-30T00:11:39.521+00:00|26388279067997|1168231493042
2012-11-30T00:16:23.818+00:00|6597069768167|1168231129405
2012-11-30T00:29:39.402+00:00|28587302323163|1168231362094
2012-11-30T00:38:41.619+00:00|24189255812617|1168231504559
2012-11-30T00:41:00.593+00:00|13194139534936|1168231123042
2012-11-30T00:59:27.327+00:00|4398046511290|1168231346788
2012-11-30T01:05:53.626+00:00|30786325578980|1168231483229
2012-11-30T01:38:45.670+00:00|8796093022362|1168231494550
2012-11-30T01:40:04.125+00:00|24189255811433|1168231132045
2012-11-30T01:40:29.222+00:00|1204|1168231506298
2012-11-30T01:47:25.852+00:00|17592186045041|1168231507546
2012-11-30T01:55:23.508+00:00|6597069767970|1168231489698
2012-11-30T01:57:21.119+00:00|13194139533732|1168231440571
2012-11-30T02:02:31.804+00:00|21990232556488|1168231509096
2012-11-30T02:09:17.118+00:00|529|1168231493042
2012-11-30T02:10:12.392+00:00|4398046511748|1168231494550
2012-11-30T02:12:36.655+00:00|30786325578671|1168231426350
2012-11-30T02:14:30.029+00:00|13194139533820|1168231507080
2012-11-30T02:29:37.096+00:00|30786325578253|1168231493042
2012-11-30T02:32:49.954+00:00|28587302322180|1168231435936
2012-11-30T02:36:57.201+00:00|13194139534003|1168231507546
2012-11-30T02:38:11.427+00:00|26388279067742|1168231494550
2012-11-30T02:44:30.977+00:00|10995116279045|1168231224286
2012-11-30T02:48:45.333+00:00|2199023256361|1168231454490
2012-11-30T03:16:32.466+00:00|17592186044991|1168231499269
2012-11-30T03:19:10.127+00:00|15393162790417|1168231506298
2012-11-30T03:24:19.578+00:00|17592186045589|1168231494550
2012-11-30T03:30:39.703+00:00|2199023256868|1168231346788
2012-11-30T04:06:56.179+00:00|21990232556531|1168231361043
2012-11-30T04:23:12.250+00:00|21990232556115|1168231426350
2012-11-30T04:41:12.898+00:00|21990232556064|1168231485176
2012-11-30T05:36:40.674+00:00|28587302322713|1168231507080
2012-11-30T05:46:39.887+00:00|15393162789322|1168231506298
2012-11-30T05:57:07.751+00:00|910|1168231234409
2012-11-30T06:01:02.768+00:00|28587302322767|1168231435936
2012-11-30T06:03:36.248+00:00|24189255811756|1168231509104
2012-11-30T06:11:52.191+00:00|10995116279272|1168231411987
2012-11-30T06:33:37.282+00:00|19791209301265|1168231507080
2012-11-30T06:37:21.349+00:00|8796093022948|1168231479279
2012-11-30T06:43:00.712+00:00|28587302323330|1168231507080
2012-11-30T06:43:43.347+00:00|30786325579234|1168231489696
2012-11-30T06:46:22.596+00:00|17592186044744|1168231493042
2012-11-30T06:47:55.395+00:00|1065|1168231465568
2012-11-30T06:58:19.149+00:00|1555|1168231224286
2012-11-30T07:02:30.357+00:00|28587302322225|1168231346788
2012-11-30T07:17:58.629+00:00|10995116278066|1168231425125
2012-11-30T07:30:27.129+00:00|26388279066641|1168231426350
2012-11-30T07:36:41.179+00:00|28587302322947|1168231507546
2012-11-30T07:42:54.668+00:00|17592186045364|1168231509104
2012-11-30T07:52:18.911+00:00|21990232555880|1168231507546
2012-11-30T07:56:55.560+00:00|26388279067210|1168231475777
2012-11-30T08:07:13.025+00:00|15393162790123|1168231234409
2012-11-30T08:25:31.587+00:00|30786325578717|1168231493042
2012-11-30T08:42:54.587+00:00|2199023256031|1168231493042
2012-11-30T08:56:10.771+00:00|30786325578073|1168231426350
2012-11-30T09:04:01.435+00:00|30786325578980|1168231493042
2012-11-30T09:32:00.588+00:00|13194139533577|1168231234409
2012-11-30T09:34:31.740+00:00|37383395344412|1168231504559
2012-11-30T10:04:29.824+00:00|32985348834871|1168231376561
2012-11-30T10:12:48.487+00:00|699|1168231507080
2012-11-30T10:13:11.297+00:00|37383395345384|1168231494550
2012-11-30T10:16:31.419+00:00|35184372088910|1168231176509
2012-11-30T10:24:31.981+00:00|26388279067496|1168231507546
2012-11-30T10:27:36.692+00:00|17592186045748|1168231507546
2012-11-30T10:29:10.689+00:00|8796093023077|1168231392136
2012-11-30T10:32:06.979+00:00|35184372089012|1168231507080
2012-11-30T10:59:12.304+00:00|21990232556130|1168231493042
2012-11-30T10:59:46.635+00:00|8796093022501|1168231493042
2012-11-30T11:25:43.713+00:00|773|1168231133685
2012-11-30T11:32:18.321+00:00|8796093023658|1168231123042
2012-11-30T11:37:32.311+00:00|15393162790481|1168231494550
2012-11-30T11:44:16.916+00:00|10995116278524|1168231133685
2012-11-30T11:45:07.196+00:00|21990232556858|1168231426350
2012-11-30T11:55:37.020+00:00|37383395345948|1168231504559
2012-11-30T12:05:28.452+00:00|2199023255869|1168231346788
2012-11-30T12:09:26.621+00:00|19791209300424|1168231176509
2012-11-30T12:11:02.849+00:00|13194139534474|1168231509096
2012-11-30T12:15:17.483+00:00|4398046511595|1168231494550
2012-11-30T12:15:21.892+00:00|17592186045625|1168231392136
2012-11-30T12:16:07.131+00:00|26388279067426|1168231506385
2012-11-30T12:20:47.959+00:00|15393162789655|1168231176509
2012-11-30T12:23:33.237+00:00|6597069766769|1168231184042
2012-11-30T12:25:45.580+00:00|17592186044645|1168231390032
2012-11-30T12:37:49.741+00:00|2199023256608|1168231507546
2012-11-30T12:46:24.253+00:00|21990232556083|1168231483229
2012-11-30T12:47:47.546+00:00|17592186044798|1168231493042
2012-11-30T13:12:25.876+00:00|32985348833746|1168231129405
2012-11-30T13:20:32.738+00:00|8796093023782|1168231246676
2012-11-30T13:35:49.506+00:00|13194139534060|1168231234059
2012-11-30T14:08:27.524+00:00|2199023255672|1168231509096
2012-11-30T14:21:01.401+00:00|21990232556711|1168231123042
2012-11-30T14:23:29.493+00:00|19791209299968|1168231426350
2012-11-30T14:32:23.836+00:00|2199023256363|1168231489698
2012-11-30T14:34:36.573+00:00|24189255812167|1168231450730
2012-11-30T14:53:14.573+00:00|2199023256858|1168231234050
2012-11-30T15:17:00.572+00:00|1096|1168231401648
2012-11-30T15:19:42.901+00:00|2199023255767|1168231506552
2012-11-30T15:27:16.313+00:00|2199023255851|1168231489804
2012-11-30T15:29:29.825+00:00|35184372089100|1168231224293
2012-11-30T15:34:19.464+00:00|21990232556241|1168231493042
2012-11-30T15:46:57.768+00:00|35184372089698|1168231507080
2012-11-30T16:12:37.476+00:00|13194139534507|1168231224241
2012-11-30T16:25:06.388+00:00|10995116278970|1168231234050
2012-11-30T16:38:02.262+00:00|17592186045847|1168231397530
2012-11-30T16:51:09.867+00:00|13194139533919|1168231479276
2012-11-30T16:55:18.589+00:00|910|1168231133685
2012-11-30T17:00:15.972+00:00|30786325577990|1168231493042
2012-11-30T17:03:49.876+00:00|17592186044525|1168231411993
2012-11-30T17:17:01.907+00:00|17592186045071|1168231479276
2012-11-30T17:17:49.409+00:00|6597069767011|1168231506552
2012-11-30T17:28:06.482+00:00|4398046511290|1168231494550
2012-11-30T18:01:52.226+00:00|19791209300224|1168231366312
2012-11-30T18:18:19.998+00:00|28587302322307|1168231133685
2012-11-30T18:19:45.481+00:00|24189255812726|1168231485176
2012-11-30T18:29:29.293+00:00|1646|1168231494550
2012-11-30T18:30:02.695+00:00|21990232557028|1168231176509
2012-11-30T18:37:17.579+00:00|26388279067202|1168231493042
2012-11-30T18:42:19.082+00:00|1204|1168231507546
