creationDate|ForumId|PersonId
2012-12-29T02:29:24.618+00:00|1168231104676|26388279066658
2012-12-29T06:31:04.013+00:00|1168231104894|26388279066632
2012-12-29T09:45:37.953+00:00|1168231104894|35184372088856
2012-12-29T10:04:47.911+00:00|1168231104894|8796093022237
2012-12-29T10:49:59.290+00:00|1168231104894|35184372088834
2012-12-29T11:00:46.769+00:00|1168231104894|35184372088850
2012-12-29T12:02:41.660+00:00|1168231104894|24189255811109
2012-12-29T13:24:10.479+00:00|1030792151326|30786325577731
2012-12-29T14:04:13.204+00:00|1099511628157|19791209299987
2012-12-29T20:01:43.057+00:00|1099511628157|26388279066655
2012-12-29T23:17:11.997+00:00|1099511628156|19791209299968
