creationDate|ForumId|TagId
2010-01-03T15:10:41.499+00:00|0|139
2010-01-03T15:10:41.499+00:00|0|290
2010-01-03T15:10:41.499+00:00|0|584
2010-01-03T15:10:41.499+00:00|0|779
2010-01-03T15:10:41.499+00:00|0|781
2010-01-03T15:10:41.499+00:00|0|782
2010-01-03T15:10:41.499+00:00|0|783
2010-01-03T15:10:41.499+00:00|0|804
2010-01-03T15:10:41.499+00:00|0|1031
2010-01-03T15:10:41.499+00:00|0|1621
2010-01-03T15:10:41.499+00:00|0|1760
2010-01-03T15:10:41.499+00:00|0|1763
2010-01-03T15:10:41.499+00:00|0|1997
2010-01-03T15:10:41.499+00:00|0|2001
2010-01-03T15:10:41.499+00:00|0|2008
2010-01-03T15:10:41.499+00:00|0|2031
2010-01-03T15:10:41.499+00:00|0|2038
2010-01-03T15:10:41.499+00:00|0|2045
2010-01-03T15:10:41.499+00:00|0|2067
2010-01-03T15:10:41.499+00:00|0|2074
2010-01-03T15:10:41.499+00:00|0|2794
2010-01-03T15:10:41.499+00:00|0|2797
2010-01-03T15:10:41.499+00:00|0|2824
2010-01-03T15:10:41.499+00:00|0|2825
2010-01-03T15:10:41.499+00:00|0|2826
2010-01-03T15:10:41.499+00:00|0|2865
2010-01-03T15:10:41.499+00:00|0|2870
2010-01-03T15:10:41.499+00:00|0|2908
2010-01-03T15:10:41.499+00:00|0|2938
2010-01-03T15:10:41.499+00:00|0|2942
2010-01-03T15:10:41.499+00:00|0|2999
2010-01-03T15:10:41.499+00:00|0|3020
2010-01-03T15:10:41.499+00:00|0|3035
2010-01-03T15:10:41.499+00:00|0|3041
2010-01-03T15:10:41.499+00:00|0|3043
2010-01-03T15:10:41.499+00:00|0|3044
2010-01-03T15:10:41.499+00:00|0|5063
2010-01-03T15:10:41.499+00:00|0|5156
2010-01-03T15:10:41.499+00:00|0|5163
2010-01-03T15:10:41.499+00:00|0|6763
2010-01-03T15:10:41.499+00:00|0|6887
2010-01-03T15:10:41.499+00:00|0|6991
2010-01-03T15:10:41.499+00:00|0|7148
2010-01-03T15:10:41.499+00:00|0|7507
2010-01-03T15:10:41.499+00:00|0|7517
2010-01-03T15:10:41.499+00:00|0|8225
2010-01-03T15:10:41.499+00:00|0|8372
2010-01-03T15:10:41.499+00:00|0|10712
2010-01-03T15:10:41.499+00:00|0|10925
2010-01-03T15:10:41.499+00:00|0|11515
2010-01-03T15:10:41.499+00:00|0|11582
2011-07-16T12:04:26.294+00:00|618475290625|1031
2010-03-20T19:54:12.092+00:00|68719476738|5163
2010-04-16T07:33:20.409+00:00|68719476739|7148
2011-12-01T12:07:55.348+00:00|755914244100|2074
2012-07-30T09:04:15.183+00:00|1030792151045|6887
2012-04-15T12:57:01.073+00:00|893353197574|1760
2011-06-26T11:47:41.869+00:00|549755813895|5156
2012-08-26T10:32:16.795+00:00|1030792151048|2999
2011-02-24T07:41:46.748+00:00|412316860425|8225
2010-05-29T01:21:52.252+00:00|137438953482|1763
2010-04-20T17:28:19.005+00:00|68719476747|1031
2010-06-03T08:09:29.330+00:00|137438953484|10925
2011-03-14T05:44:37.760+00:00|481036337165|11582
2011-01-09T17:43:29.583+00:00|412316860430|1031
2011-09-05T18:43:51.396+00:00|618475290639|5063
2010-06-29T10:08:37.846+00:00|137438953488|10925
2011-12-27T19:46:03.617+00:00|755914244113|6887
2010-12-24T14:37:22.164+00:00|343597383698|2038
2011-12-25T22:14:57.085+00:00|755914244115|2825
2012-08-12T19:40:51.377+00:00|1030792151060|10712
2010-11-02T10:54:15.190+00:00|274877906965|2008
2012-01-13T20:19:25.535+00:00|824633720854|10925
2012-03-09T12:29:10.066+00:00|893353197591|2938
2012-06-29T07:47:09.878+00:00|962072674328|10925
2010-12-24T00:23:41.395+00:00|343597383705|2008
2011-08-05T10:31:56.795+00:00|618475290650|781
2011-11-07T21:37:19.247+00:00|755914244123|3020
2011-09-17T11:47:24.857+00:00|687194767388|7507
2011-08-28T16:02:41.892+00:00|618475290653|7507
2010-12-24T07:33:48.841+00:00|343597383710|3020
2010-11-29T17:08:29.739+00:00|343597383711|2797
2011-08-10T09:35:17.179+00:00|618475290656|2001
2011-10-31T11:19:58.786+00:00|687194767393|6763
2012-09-04T02:41:54.263+00:00|1030792151074|2038
2011-01-09T13:36:26.996+00:00|412316860451|2001
2010-01-09T15:19:18.156+00:00|36|5163
2010-01-31T13:13:13.929+00:00|37|4843
2010-01-19T13:51:20.863+00:00|38|291
2010-01-19T13:51:20.863+00:00|38|470
2010-01-19T13:51:20.863+00:00|38|973
2010-01-19T13:51:20.863+00:00|38|974
2010-01-19T13:51:20.863+00:00|38|1023
2010-01-19T13:51:20.863+00:00|38|1175
2010-01-19T13:51:20.863+00:00|38|1398
2010-01-19T13:51:20.863+00:00|38|1532
2010-01-19T13:51:20.863+00:00|38|1749
