creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-24T00:00:28.175+00:00|1168231177990|213.147.86.249|Firefox|no way!|7|32985348833719|83|1168231177980|
2012-12-24T00:00:40.401+00:00|1168231180088|196.192.42.239|Chrome|thanks|6|26388279067874|84||1168231180086
2012-12-24T00:01:11.301+00:00|1168231193148|14.192.155.246|Internet Explorer|About Nikolay Davydenko, Masters Series. He is one of the few pAbout Domin|74|37383395345628|54|962072762934|
2012-12-24T00:01:14.656+00:00|1168231150469|148.240.94.143|Firefox|About Sigmund Freud, tral role in thAbout Paul Hindemith, 1895 – 28 DecemAbout Timbaland|88|17592186044566|53||1168231150466
2012-12-24T00:02:25.937+00:00|1168231122867|87.101.93.213|Opera|no|2|13194139533645|78||1168231122864
2012-12-24T00:02:44.376+00:00|1168231503407|31.186.185.67|Firefox|About Ferdinand Marcos, e-ranging programs of infrastructure develAbout Saint Kitt|82|17592186045364|72||1168231503403
2012-12-24T00:03:06.492+00:00|1168231196132|41.217.138.101|Chrome|About Andy Roddick, e a Grand Slam singles champion when he won the title at the 2003 US Open, defeating Juan CaAbout Richard Burton, is second wife, actress Elizabeth Taylor; the cou|183|4398046511453|68|1168231196131|
2012-12-24T00:03:22.559+00:00|1168231196141|190.13.151.97|Chrome|About Richard Burton, actor. He was nominated seven times for aAbout Nicaragua, l|81|21990232556641|69||1168231196132
2012-12-24T00:03:35.132+00:00|1168231196144|31.204.147.183|Internet Explorer|no way!|7|1331|89||1168231196141
2012-12-24T00:03:42.619+00:00|1168231196139|59.165.197.23|Internet Explorer|roflol|6|4398046512623|0|1168231196131|
2012-12-24T00:03:46.954+00:00|1168231196134|103.10.88.37|Firefox|roflol|6|17592186044866|58||1168231196132
2012-12-24T00:04:12.862+00:00|1168231508614|31.13.168.249|Internet Explorer|maybe|5|19791209300156|50|1168231508611|
2012-12-24T00:04:46.020+00:00|1168231136188|158.97.15.115|Internet Explorer|right|5|19791209300501|53||1168231136183
2012-12-24T00:05:11.630+00:00|1168231387789|175.111.190.30|Firefox|About Peter Hain, ork and PensioAbout Arthur Wellesley, 1st Duke of Wellington, saw|83|21990232556531|54|687195050630|
2012-12-24T00:05:55.619+00:00|1168231176502|150.164.240.8|Internet Explorer|About H. G. Wells, was also from an early date an outspoken sociAbout Dacia, d by the Anc|89|28587302323401|49||1168231176499
2012-12-24T00:07:24.022+00:00|1168231348040|117.18.247.146|Chrome|About Saint Lucia, s, it was at war with France 14 times and rule of the island change|86|19791209301047|54|1168231348038|
2012-12-24T00:07:46.452+00:00|1168231452655|27.50.127.243|Safari|About Joseph Haydn, n, was an AustriAbout Cicero, , attacking him About Katha|77|35184372089264|52|962073022446|
2012-12-24T00:09:01.064+00:00|1168231269796|114.198.168.146|Firefox|About Romania, re kilometers (92,000 sq mi), Romania is the nAbout Nelson Mandela, , Norwa|90|4398046512238|94||1168231269794
2012-12-24T00:09:16.502+00:00|1168231456790|31.24.152.190|Chrome|About Kevin Rudd, Foreign MinistAbout R. Kelly, e list. In MarAbout Serena Willia|81|17592186044645|99||1168231456788
2012-12-24T00:09:53.228+00:00|1168231371575|112.78.102.248|Chrome|duh|3|35184372090424|51|1168231371571|
2012-12-24T00:10:01.663+00:00|1168231300642|193.193.238.92|Chrome|right|5|17592186045681|82||1168231300641
2012-12-24T00:10:18.062+00:00|1168231221761|59.183.7.17|Chrome|fine|4|35184372090529|0||1030792268287
2012-12-24T00:10:21.187+00:00|1168231178121|202.8.75.0|Firefox|About John F. Kennedy, for Eastern Air Lines, National AirlinAbout Mariah C|75|690|67|618475364230|
2012-12-24T00:10:59.613+00:00|1168231186200|41.217.197.112|Firefox|right|5|37383395345729|84||1168231186193
2012-12-24T00:11:52.370+00:00|1168231348706|196.29.42.107|Firefox|maybe|5|42|60|1168231348705|
2012-12-24T00:12:36.651+00:00|1168231253881|103.1.151.242|Internet Explorer|great|5|21990232556823|85|549755963253|
2012-12-24T00:13:17.222+00:00|1168231254050|103.1.151.242|Internet Explorer|ok|2|21990232556823|85||893353347105
2012-12-24T00:13:36.760+00:00|1168231505558|49.213.50.238|Firefox|right|5|10995116277819|0||1168231505553
2012-12-24T00:14:08.032+00:00|1168231328857|202.0.110.39|Chrome|About Roman Empire, r-old Roman Republic, which preceded it, had been weakened and subver|89|13194139534610|54|1168231328855|
2012-12-24T00:14:36.554+00:00|1168231486755|24.31.187.242|Chrome|About We Will Rock You,  Grammy Hall of Fame. Other than the laAbout Robert t|77|773|57||1168231486745
2012-12-24T00:14:49.075+00:00|1168231196148|204.79.171.111|Firefox|I see|5|17592186046075|50||1168231196132
2012-12-24T00:14:52.979+00:00|1168231320427|103.1.117.18|Internet Explorer|About Fernando González,  de La Reina and Mano About H. G. Wells, of his novels, particuAbout Geoffrey Cha|106|26388279067104|55|687194983262|
2012-12-24T00:15:05.736+00:00|1168231160220|41.223.30.37|Internet Explorer|duh|3|26388279068275|68||1168231160203
