creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-17T01:35:01.180+00:00|1168231107497|46.21.0.249|Internet Explorer|About Samuel Johnson, ern Islands of Scotland. Towards the end of his life, he p|80|37383395344394|50||1030792154023
2012-12-17T01:44:09.664+00:00|1168231107378|203.115.62.79|Internet Explorer|maybe|5|37383395344394|100|1099511630641|
2012-12-17T01:58:18.338+00:00|1168231107596|31.192.109.124|Internet Explorer|LOL|3|26388279066668|56|1168231107595|
2012-12-17T02:27:30.156+00:00|1168231107503|31.182.127.125|Internet Explorer|fine|4|17592186044443|92||1168231107497
2012-12-17T03:20:18.350+00:00|1168231107500|46.21.0.249|Internet Explorer|no|2|37383395344394|50||1030792154027
2012-12-17T06:59:37.273+00:00|1168231107610|31.192.109.124|Internet Explorer|no|2|26388279066668|56|1168231107595|
2012-12-17T13:47:13.165+00:00|1168231107597|31.192.109.124|Internet Explorer|About Gloria Macapagal-Arroyo, sidential term in the controversial May 2004 P|77|26388279066668|56|1168231107595|
2012-12-17T14:00:51.603+00:00|1168231107599|31.209.179.5|Firefox|great|5|28587302322204|101||1168231107597
2012-12-17T22:18:01.425+00:00|1168231107605|31.209.179.5|Firefox|About Gloria Macapagal-Arroyo, rges against her for electoral fraud. As of DAbout Francis|89|28587302322204|101||1168231107597
2012-12-17T22:33:45.701+00:00|1168231107604|27.121.123.176|Chrome|About Gloria Macapagal-Arroyo, following the filing of criminal charges agaiAbout Tim Mc|88|32985348833291|1||1168231107597
2012-12-17T22:36:40.405+00:00|1168231107613|31.192.132.124|Firefox|yes|3|35184372088871|56||1168231107604
2012-12-17T22:39:11.263+00:00|1168231107601|58.145.168.54|Chrome|About San Marino, burnian pirates. The constitution of San Marino, enacted in 1600, is the|90|35184372088834|51||1168231107597
2012-12-17T22:45:07.676+00:00|1168231107607|58.145.168.54|Chrome|right|5|35184372088834|51||1168231107601
