creationDate|Person1Id|Person2Id
2010-10-07T04:44:21.456+00:00|14|910
2011-04-11T20:51:44.599+00:00|14|8796093023077
2011-03-25T16:10:40.108+00:00|14|10995116278132
2012-04-16T17:06:22.911+00:00|14|10995116279024
2012-11-18T21:29:22.709+00:00|14|17592186044566
2012-05-19T03:46:43.674+00:00|14|21990232556617
2012-05-21T03:05:44.694+00:00|14|26388279067210
2012-10-14T06:51:49.013+00:00|14|28587302322542
2012-11-15T05:07:19.339+00:00|14|35184372089798
2012-07-14T20:07:36.890+00:00|16|859
2011-11-05T12:27:48.357+00:00|16|910
2011-09-12T06:58:10.950+00:00|16|2199023255851
2010-07-15T01:32:37.640+00:00|16|2199023256361
2012-08-01T06:37:04.265+00:00|16|2199023256425
2012-02-22T07:56:58.308+00:00|16|4398046511458
2010-10-24T21:57:56.355+00:00|16|6597069767381
2011-05-09T18:20:06.989+00:00|16|8796093023077
2012-07-10T22:21:09.431+00:00|16|8796093023537
2012-07-12T09:00:58.915+00:00|16|10995116278132
2011-10-09T07:49:37.030+00:00|16|13194139534936
2011-07-09T01:50:00.702+00:00|16|15393162789111
2011-12-12T22:28:00.760+00:00|16|15393162790214
2011-09-30T05:46:12.922+00:00|16|17592186045364
2012-09-18T08:10:59.477+00:00|16|17592186045670
2012-09-21T12:07:41.560+00:00|16|19791209300150
2012-11-05T23:43:34.998+00:00|16|21990232556493
2012-05-14T11:03:18.200+00:00|16|26388279066641
2012-10-15T16:52:23.178+00:00|16|35184372089362
2011-02-04T01:58:32.448+00:00|27|42
2012-03-10T21:30:31.514+00:00|27|910
2012-06-05T11:10:40.336+00:00|27|6597069767381
2011-11-29T12:07:55.643+00:00|27|10995116279197
2011-11-04T06:29:01.285+00:00|27|13194139534507
2012-03-17T10:26:51.795+00:00|27|17592186045813
2012-11-02T10:34:24.664+00:00|27|19791209301104
2012-03-17T13:19:19.417+00:00|27|21990232555855
2012-10-06T12:51:03.568+00:00|27|21990232556064
2012-03-24T19:32:33.010+00:00|27|26388279067332
2011-10-19T23:51:44.730+00:00|33|910
2012-11-03T20:16:56.935+00:00|33|35184372090106
2011-05-29T14:36:48.354+00:00|42|555
2010-01-22T17:53:41.518+00:00|42|808
2011-01-13T23:30:17.304+00:00|42|981
2012-07-17T14:34:18.870+00:00|42|1223
2010-06-25T06:20:35.408+00:00|42|1443
2012-02-22T14:51:26.951+00:00|42|1582
2012-11-28T05:05:49.806+00:00|42|1682
2011-09-22T01:16:05.471+00:00|42|2199023255898
2011-09-08T07:21:13.326+00:00|42|2199023256055
2012-01-26T10:39:34.591+00:00|42|2199023256304
2012-08-09T20:32:01.177+00:00|42|2199023256573
2012-10-11T13:40:46.569+00:00|42|4398046511247
2010-11-18T10:33:03.088+00:00|42|4398046511357
2012-07-19T08:31:48.711+00:00|42|4398046512195
2011-12-25T04:18:26.743+00:00|42|4398046512351
2012-05-02T15:22:13.698+00:00|42|4398046512585
2012-04-25T11:24:46.083+00:00|42|6597069767216
2011-07-03T14:40:48.659+00:00|42|6597069768067
2011-06-14T03:15:50.274+00:00|42|6597069768249
2010-12-18T21:32:24.529+00:00|42|8796093022402
2011-07-28T01:14:25.045+00:00|42|8796093022932
2010-10-25T05:01:21.788+00:00|42|8796093023537
2012-06-23T23:33:42.104+00:00|42|8796093023616
2010-11-07T13:38:35.315+00:00|42|8796093023864
2012-08-01T20:04:59.202+00:00|42|8796093023891
2011-02-28T16:01:08.983+00:00|42|8796093023896
2011-08-20T20:43:32.237+00:00|42|10995116277761
2011-08-07T18:56:52.688+00:00|42|10995116277892
2011-09-22T22:15:32.444+00:00|42|10995116278083
2012-10-08T06:38:53.565+00:00|42|10995116278091
2012-09-26T17:42:36.091+00:00|42|10995116278230
2012-01-11T09:21:07.183+00:00|42|10995116278274
2012-10-22T12:03:10.135+00:00|42|10995116278326
2011-12-30T19:04:28.437+00:00|42|10995116278710
2012-01-01T00:35:24.076+00:00|42|10995116278767
2011-04-17T23:51:33.126+00:00|42|10995116279335
2012-10-03T06:28:47.808+00:00|42|10995116279452
2011-04-15T03:35:36.321+00:00|42|13194139533966
2012-03-04T04:26:56.931+00:00|42|15393162788957
2012-01-28T18:31:41.024+00:00|42|15393162789023
2012-01-17T12:00:50.584+00:00|42|15393162789151
2011-12-09T20:00:45.742+00:00|42|15393162789781
2012-10-30T20:44:20.348+00:00|42|15393162790071
2011-12-04T05:07:40.048+00:00|42|15393162790399
2011-07-19T22:11:00.969+00:00|42|17592186044645
2011-11-20T21:37:39.158+00:00|42|17592186044794
2012-07-09T01:22:28.374+00:00|42|17592186045488
2012-09-13T13:32:22.414+00:00|42|17592186045813
2012-03-30T22:55:02.931+00:00|42|19791209300224
2012-10-23T18:00:53.941+00:00|42|19791209300501
2012-11-11T08:59:41.543+00:00|42|19791209300502
2012-05-06T09:22:16.919+00:00|42|21990232555880
2011-11-03T02:55:38.789+00:00|42|21990232556531
2012-08-25T21:16:23.022+00:00|42|21990232556892
2012-08-14T02:09:01.045+00:00|42|24189255811142
2011-12-23T10:01:19.354+00:00|42|24189255811723
2012-05-03T00:49:50.754+00:00|42|24189255812554
2012-10-01T15:33:10.092+00:00|42|24189255812761
2012-04-02T16:37:19.531+00:00|42|26388279066876
2012-02-24T21:09:29.277+00:00|42|26388279067353
2012-11-12T05:39:49.485+00:00|42|26388279067496
2012-10-17T14:31:11.552+00:00|42|26388279068153
2012-09-05T16:52:07.774+00:00|42|28587302322210
2012-11-25T05:04:49.700+00:00|42|28587302322534
2012-04-27T05:13:47.186+00:00|42|28587302322838
2012-09-20T21:45:27.361+00:00|42|28587302323263
