deletionDate|Person1Id|Person2Id
2012-12-31T00:16:47.691+00:00|4398046512629|17592186045071
2012-12-31T00:28:39.777+00:00|19791209300223|24189255812167
2012-12-31T01:00:09.986+00:00|19791209301084|35184372089116
2012-12-31T02:02:01.295+00:00|10995116278326|35184372089362
2012-12-31T02:48:32.586+00:00|4398046512103|35184372088856
2012-12-31T02:52:49.436+00:00|21990232557062|26388279067001
2012-12-31T03:05:52.746+00:00|19791209300224|37383395344980
2012-12-31T03:43:57.267+00:00|37383395345572|37383395345920
2012-12-31T03:55:08.653+00:00|6597069768129|13194139534942
2012-12-31T04:17:22.716+00:00|30786325578144|37383395345078
2012-12-31T04:52:55.537+00:00|910|37383395344412
2012-12-31T06:00:47.118+00:00|6597069766819|35184372090060
2012-12-31T06:56:40.848+00:00|4398046512621|8796093023573
2012-12-31T07:05:47.714+00:00|28587302323360|37383395344865
2012-12-31T07:40:28.938+00:00|15393162789887|37383395345429
2012-12-31T08:01:46.918+00:00|10995116279024|37383395344525
2012-12-31T08:11:56.641+00:00|21990232556083|24189255812068
2012-12-31T08:32:20.801+00:00|17592186045695|37383395344977
2012-12-31T09:01:54.401+00:00|8796093023077|24189255811361
2012-12-31T09:25:15.237+00:00|24189255812574|35184372090346
2012-12-31T09:49:37.659+00:00|21990232556302|28587302323340
2012-12-31T10:16:51.334+00:00|4398046511926|30786325578190
2012-12-31T10:45:28.761+00:00|24189255811413|37383395345531
2012-12-31T11:01:48.337+00:00|4398046512669|28587302322840
2012-12-31T11:31:58.897+00:00|13194139534663|30786325578253
2012-12-31T11:59:02.492+00:00|15393162789106|32985348833485
2012-12-31T12:33:46.966+00:00|26388279067426|37383395345078
2012-12-31T12:54:20.089+00:00|19791209300224|32985348833515
2012-12-31T13:06:29.640+00:00|26388279067874|32985348833719
2012-12-31T15:13:50.934+00:00|21990232555636|32985348834010
2012-12-31T15:33:38.209+00:00|37383395344865|37383395345764
2012-12-31T15:44:16.836+00:00|1204|37383395345628
2012-12-31T15:50:43.817+00:00|24189255811896|37383395345414
2012-12-31T16:06:37.830+00:00|10995116279452|30786325577918
2012-12-31T16:31:39.911+00:00|8796093023371|28587302322885
2012-12-31T16:40:21.679+00:00|21990232557028|32985348834355
2012-12-31T17:44:25.213+00:00|2199023256383|37383395345531
2012-12-31T17:52:47.161+00:00|2199023255898|37383395344980
2012-12-31T17:57:40.761+00:00|17592186044566|17592186045169
2012-12-31T18:12:39.083+00:00|17592186044744|37383395345761
2012-12-31T18:17:10.660+00:00|17592186045748|37383395344878
2012-12-31T19:06:23.312+00:00|10995116279272|32985348834010
2012-12-31T19:17:36.928+00:00|28587302323330|32985348834574
2012-12-31T21:06:58.240+00:00|13194139534663|37383395344878
2012-12-31T21:35:13.342+00:00|6597069768129|10995116278390
2012-12-31T22:32:05.329+00:00|10995116279045|37383395345740
2012-12-31T22:39:06.793+00:00|15393162790417|37383395345429
2012-12-31T22:45:54.360+00:00|17592186045577|37383395344525
2012-12-31T23:13:43.362+00:00|21990232556130|37383395344878
2012-12-31T23:15:00.675+00:00|30786325578598|37383395344980
2012-12-31T23:26:49.602+00:00|1204|21990232556823
2012-12-31T23:28:49.969+00:00|6597069767484|37383395345429
