deletionDate|id
2012-12-02T00:12:51.848+00:00|1168231299157
2012-12-02T00:53:53.350+00:00|1168231316288
2012-12-02T01:00:14.678+00:00|1168231490323
2012-12-02T01:03:06.525+00:00|1168231261821
2012-12-02T05:48:10.525+00:00|1168231324567
2012-12-02T08:08:23.070+00:00|1168231152445
2012-12-02T08:33:40.293+00:00|1168231324624
2012-12-02T08:56:57.211+00:00|1168231140681
2012-12-02T10:20:16.750+00:00|1168231154232
2012-12-02T11:28:09.481+00:00|1168231499861
2012-12-02T13:23:00.199+00:00|1168231137640
2012-12-02T13:57:19.478+00:00|1168231373845
2012-12-02T16:17:13.957+00:00|1168231327789
2012-12-02T16:48:39.445+00:00|1168231300270
2012-12-02T17:28:18.512+00:00|1168231473972
2012-12-02T17:31:31.727+00:00|1168231350113
2012-12-02T17:36:11.721+00:00|1168231368142
2012-12-02T18:57:42.474+00:00|1168231330005
2012-12-02T20:43:38.085+00:00|1168231310083
2012-12-02T20:51:42.453+00:00|1168231329420
2012-12-02T21:01:15.033+00:00|1168231363267
2012-12-02T21:35:04.208+00:00|1168231214404
2012-12-02T23:15:10.891+00:00|1168231127713
2012-12-02T23:19:35.805+00:00|1168231329281
