creationDate|PersonId|PostId
2012-12-06T00:07:17.810+00:00|2199023255851|1168231475809
2012-12-06T00:22:17.588+00:00|19791209300150|1168231385553
2012-12-06T00:29:46.837+00:00|13194139533727|1168231383816
2012-12-06T00:32:18.487+00:00|26388279067933|1168231395628
2012-12-06T00:33:26.243+00:00|10995116278132|1168231372062
2012-12-06T00:51:26.339+00:00|30786325577944|1168231270223
2012-12-06T01:00:32.329+00:00|10995116278421|1168231395628
2012-12-06T01:07:56.889+00:00|28587302323659|1168231295958
2012-12-06T01:07:59.547+00:00|10995116278599|1168231270223
2012-12-06T01:08:40.316+00:00|2199023255994|1168231302213
2012-12-06T01:10:49.953+00:00|30786325578980|1168231443527
2012-12-06T01:19:51.800+00:00|13194139533548|1168231507546
2012-12-06T01:23:43.982+00:00|6597069767970|1168231366330
2012-12-06T01:24:06.843+00:00|448|1168231111456
2012-12-06T01:25:09.491+00:00|15393162790481|1168231302213
2012-12-06T01:27:50.989+00:00|448|1168231507546
2012-12-06T01:33:41.792+00:00|30786325578190|1168231182484
2012-12-06T01:43:35.332+00:00|21990232557020|1168231395628
2012-12-06T01:59:01.327+00:00|28587302322805|1168231508080
2012-12-06T02:03:25.136+00:00|13194139534592|1168231302213
2012-12-06T02:10:44.686+00:00|26388279068275|1168231174089
2012-12-06T02:16:47.207+00:00|21990232556984|1168231506552
2012-12-06T03:03:30.256+00:00|4398046512803|1168231383504
2012-12-06T03:14:18.639+00:00|24189255811441|1168231373331
2012-12-06T03:14:48.291+00:00|2199023256503|1168231109142
2012-12-06T03:19:24.171+00:00|6597069768067|1168231390875
2012-12-06T03:25:02.982+00:00|24189255812167|1168231508493
2012-12-06T03:36:12.850+00:00|37383395345531|1168231467802
2012-12-06T03:37:22.606+00:00|6597069767351|1168231124318
2012-12-06T03:45:29.429+00:00|15393162790023|1168231395628
2012-12-06T03:55:10.680+00:00|10995116279024|1168231477283
2012-12-06T03:58:42.970+00:00|1223|1168231475811
2012-12-06T04:10:29.666+00:00|32985348834355|1168231111456
2012-12-06T04:11:17.531+00:00|35184372090106|1168231109142
2012-12-06T04:25:19.461+00:00|26388279067773|1168231271597
2012-12-06T04:25:40.370+00:00|4398046511440|1168231383504
2012-12-06T04:26:47.723+00:00|28587302322180|1168231295958
2012-12-06T04:27:31.150+00:00|6597069768067|1168231468325
2012-12-06T04:43:52.883+00:00|42|1168231111456
2012-12-06T04:47:23.979+00:00|26388279068176|1168231506552
2012-12-06T04:47:36.088+00:00|30786325578905|1168231383504
2012-12-06T04:47:50.659+00:00|15393162789151|1168231174089
2012-12-06T05:10:58.908+00:00|24189255812099|1168231372912
2012-12-06T05:39:11.470+00:00|4398046512623|1168231196771
2012-12-06T05:47:13.376+00:00|15393162789420|1168231488924
2012-12-06T05:47:17.224+00:00|28587302323340|1168231363836
2012-12-06T05:53:26.590+00:00|17592186045848|1168231502950
2012-12-06T05:59:55.678+00:00|2199023255898|1168231209531
2012-12-06T06:06:15.330+00:00|8796093023851|1168231295958
2012-12-06T06:10:03.748+00:00|435|1168231174089
2012-12-06T06:20:30.700+00:00|30786325578829|1168231106806
2012-12-06T06:24:00.307+00:00|21990232556159|1168231111456
2012-12-06T06:27:57.030+00:00|6597069766789|1168231481494
2012-12-06T06:32:51.248+00:00|4398046512189|1168231271597
2012-12-06T06:40:01.622+00:00|24189255811326|1168231174089
2012-12-06T06:45:08.074+00:00|10995116278400|1168231366330
2012-12-06T06:46:40.650+00:00|28587302322225|1168231111456
2012-12-06T06:50:50.919+00:00|37383395345709|1168231507546
2012-12-06T06:51:22.723+00:00|4398046511568|1168231506552
2012-12-06T07:08:28.523+00:00|15393162789716|1168231506552
2012-12-06T07:10:45.594+00:00|13194139534169|1168231295958
2012-12-06T07:27:59.412+00:00|21990232556083|1168231467802
2012-12-06T07:46:21.622+00:00|6597069767381|1168231270223
2012-12-06T07:50:26.135+00:00|2199023257001|1168231392064
2012-12-06T08:20:24.241+00:00|2199023257093|1168231395628
2012-12-06T08:28:32.135+00:00|24189255812167|1168231481979
2012-12-06T08:29:26.769+00:00|13194139533931|1168231507546
2012-12-06T08:36:19.826+00:00|8796093023782|1168231278592
2012-12-06T08:38:30.436+00:00|1204|1168231209531
2012-12-06T08:38:39.961+00:00|30786325577795|1168231502950
2012-12-06T08:55:36.753+00:00|15393162790285|1168231502950
2012-12-06T08:56:29.559+00:00|30786325578528|1168231502950
2012-12-06T08:58:51.223+00:00|6597069766712|1168231395628
2012-12-06T09:28:47.318+00:00|42|1168231302213
2012-12-06T09:31:25.380+00:00|8796093023070|1168231271597
2012-12-06T09:32:33.575+00:00|21990232556524|1168231507546
2012-12-06T09:34:45.245+00:00|17592186045784|1168231502942
2012-12-06T09:57:23.777+00:00|19791209300164|1168231450276
2012-12-06T09:59:28.451+00:00|15393162788944|1168231395628
2012-12-06T10:00:29.100+00:00|32985348834275|1168231111456
2012-12-06T10:01:02.438+00:00|30786325578829|1168231508080
2012-12-06T10:06:22.977+00:00|21990232556610|1168231111456
2012-12-06T10:08:12.203+00:00|2199023255851|1168231250576
