deletionDate|ForumId|PersonId
2012-12-16T03:42:41.638+00:00|1168231113989|28587302323752
2012-12-16T05:05:29.057+00:00|618475293888|32985348834756
2012-12-16T06:37:16.566+00:00|1099511628489|10995116278578
2012-12-16T06:58:43.393+00:00|343597391680|17592186044479
2012-12-16T13:46:00.210+00:00|1099511638117|30786325578002
2012-12-16T15:13:41.204+00:00|687194776840|30786325578881
2012-12-16T17:03:22.626+00:00|893353212523|30786325578859
2012-12-16T17:29:41.391+00:00|1099511631039|37383395346041
2012-12-16T17:48:03.725+00:00|1168231121180|2199023256031
2012-12-16T18:23:44.542+00:00|1030792166653|32985348834350
2012-12-16T18:26:57.694+00:00|1030792166665|35184372090529
2012-12-16T20:36:48.660+00:00|1168231121234|37383395344394
2012-12-16T20:51:12.496+00:00|1099511628487|2199023256999
