deletionDate|PersonId|CommentId
2012-12-25T00:35:02.339+00:00|37383395344878|1168231111007
2012-12-25T00:44:04.993+00:00|8796093023087|1168231380204
2012-12-25T02:25:27.126+00:00|26388279068275|1168231330189
2012-12-25T03:39:42.168+00:00|17592186044846|1168231456560
2012-12-25T04:04:53.494+00:00|30786325578370|1168231496298
2012-12-25T04:39:25.439+00:00|37383395344767|1168231269796
2012-12-25T05:05:37.484+00:00|15393162789587|1168231348378
2012-12-25T05:54:14.806+00:00|21990232555880|1168231105159
2012-12-25T06:00:25.298+00:00|10995116277889|1168231491141
2012-12-25T06:24:31.427+00:00|21990232555639|1168231303954
2012-12-25T06:50:59.521+00:00|24189255812167|1168231318956
2012-12-25T08:54:06.733+00:00|27|1168231434453
2012-12-25T09:09:06.701+00:00|17592186045071|1168231433773
2012-12-25T09:35:40.523+00:00|17592186044991|1168231342532
2012-12-25T09:37:53.353+00:00|17592186044725|1168231126231
2012-12-25T11:00:48.048+00:00|32985348834573|1168231126231
2012-12-25T13:17:06.504+00:00|30786325578300|1168231367042
2012-12-25T13:24:31.517+00:00|13194139534659|1168231263504
2012-12-25T13:47:26.704+00:00|2199023255851|1168231413930
2012-12-25T14:00:54.028+00:00|13194139533753|1168231342532
2012-12-25T14:54:36.124+00:00|37383395344866|1168231394937
2012-12-25T15:08:31.813+00:00|26388279068195|1168231453373
2012-12-25T18:50:52.400+00:00|1355|1168231300586
2012-12-25T20:04:15.289+00:00|15393162790235|1168231331673
2012-12-25T21:12:36.625+00:00|2199023255851|1168231262429
2012-12-25T22:13:48.222+00:00|6597069767484|1168231332175
2012-12-25T22:34:47.347+00:00|26388279067210|1168231143779
2012-12-25T22:47:09.324+00:00|24189255811104|1168231470987
2012-12-25T22:50:52.738+00:00|21990232555781|1168231198388
