deletionDate|id
2012-12-12T01:10:28.724+00:00|1168231219332
2012-12-12T01:10:31.801+00:00|1168231219335
2012-12-12T07:28:55.969+00:00|1168231463445
2012-12-12T10:54:57.392+00:00|1168231498746
2012-12-12T10:55:00.445+00:00|1168231498749
2012-12-12T11:12:12.225+00:00|1168231286402
2012-12-12T11:12:16.182+00:00|1168231286409
2012-12-12T11:12:23.177+00:00|1168231286416
2012-12-12T14:01:04.717+00:00|1168231242871
2012-12-12T14:01:12.717+00:00|1168231242879
2012-12-12T21:00:04.893+00:00|1168231138348
2012-12-12T22:16:51.845+00:00|1168231312194
2012-12-12T23:04:30.438+00:00|1168231316626
2012-12-12T23:31:00.686+00:00|1168231171126
